home_team,home_score,away_team,away_score,game_date,game_time,timezone,season,week,game_id,score_diff,is_dome,is_primetime,moon_phase,home_planet_strength,away_planet_strength,home_zodiac_strength,away_zodiac_strength,beneficial_aspects,malefic_aspects,home_nakshatra_score,away_nakshatra_score,planetary_alignment
ATL,17,JAX,15,2016-09-01,19:00,US/Eastern,2016,0,400879270,2,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
MIA,10,TEN,21,2016-09-01,19:00,US/Eastern,2016,0,400879271,-11,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NYG,17,NE,9,2016-09-01,19:00,US/Eastern,2016,0,400874756,8,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
PHI,14,NYJ,6,2016-09-01,19:00,US/Eastern,2016,0,400874792,8,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CIN,10,IND,13,2016-09-01,19:30,US/Eastern,2016,0,400874763,-3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
DET,31,BUF,0,2016-09-01,19:30,US/Eastern,2016,0,400874752,31,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CAR,18,PIT,6,2016-09-01,19:30,US/Eastern,2016,0,400874770,12,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CLE,7,CHI,21,2016-09-01,20:00,US/Eastern,2016,0,400874766,-14,False,True,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
DAL,17,HOU,28,2016-09-01,19:00,US/Central,2016,0,400874800,-11,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
KC,17,GB,7,2016-09-01,19:00,US/Central,2016,0,400874789,10,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
MIN,27,LAR,25,2016-09-01,19:00,US/Central,2016,0,400874794,2,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NO,14,BAL,23,2016-09-01,19:00,US/Central,2016,0,400874760,-9,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
ARI,38,DEN,17,2016-09-01,18:30,US/Arizona,2016,0,400874780,21,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
OAK,21,SEA,23,2016-09-01,19:00,US/Pacific,2016,0,400874783,-2,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
SD,21,SF,31,2016-09-01,19:00,US/Pacific,2016,0,400874785,-10,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
DEN,21,CAR,20,2016-09-08,18:30,US/Mountain,2016,0,400874484,1,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
ATL,24,TB,31,2016-09-11,13:00,US/Eastern,2016,0,400874522,-7,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
TEN,16,MIN,25,2016-09-11,12:00,US/Central,2016,0,400874524,-9,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
KC,33,SD,27,2016-09-11,12:00,US/Central,2016,0,400874570,6,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NO,34,OAK,35,2016-09-11,12:00,US/Central,2016,0,400874543,-1,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NYJ,22,CIN,23,2016-09-11,13:00,US/Eastern,2016,0,400874527,-1,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
PHI,29,CLE,10,2016-09-11,13:00,US/Eastern,2016,0,400874520,19,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
JAX,23,GB,27,2016-09-11,13:00,US/Eastern,2016,0,400874486,-4,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
BAL,13,BUF,7,2016-09-11,13:00,US/Eastern,2016,0,400874510,6,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
HOU,23,CHI,14,2016-09-11,12:00,US/Central,2016,0,400874511,9,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
SEA,12,MIA,10,2016-09-11,13:05,US/Pacific,2016,0,400874577,2,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
DAL,19,NYG,20,2016-09-11,15:25,US/Central,2016,0,400874574,-1,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
IND,35,DET,39,2016-09-11,16:25,US/Eastern,2016,0,400874573,-4,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
ARI,21,NE,23,2016-09-11,17:30,US/Arizona,2016,0,400874539,-2,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
WSH,16,PIT,38,2016-09-12,19:10,US/Eastern,2016,0,400874537,-22,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
SF,28,LAR,0,2016-09-12,19:20,US/Pacific,2016,0,400874532,28,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
BUF,31,NYJ,37,2016-09-15,20:25,US/Eastern,2016,0,400874530,-6,False,True,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CLE,20,BAL,25,2016-09-18,13:00,US/Eastern,2016,0,400874512,-5,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
DET,15,TEN,16,2016-09-18,13:00,US/Eastern,2016,0,400874488,-1,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NE,31,MIA,24,2016-09-18,13:00,US/Eastern,2016,0,400874541,7,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NYG,16,NO,13,2016-09-18,13:00,US/Eastern,2016,0,400874529,3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
PIT,24,CIN,16,2016-09-18,13:00,US/Eastern,2016,0,400874487,8,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
WSH,23,DAL,27,2016-09-18,13:00,US/Eastern,2016,0,400874518,-4,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CAR,46,SF,27,2016-09-18,13:00,US/Eastern,2016,0,400874535,19,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
HOU,19,KC,12,2016-09-18,12:00,US/Central,2016,0,400874549,7,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
LAR,9,SEA,3,2016-09-18,16:05,US/Eastern,2016,0,400874514,6,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
ARI,40,TB,7,2016-09-18,13:05,US/Arizona,2016,0,400874515,33,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
DEN,34,IND,20,2016-09-18,14:25,US/Mountain,2016,0,400874526,14,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
OAK,28,ATL,35,2016-09-18,13:25,US/Pacific,2016,0,400874525,-7,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
SD,38,JAX,14,2016-09-18,13:25,US/Pacific,2016,0,400874517,24,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
MIN,17,GB,14,2016-09-18,19:30,US/Central,2016,0,400874545,3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CHI,14,PHI,29,2016-09-19,19:30,US/Central,2016,0,400874547,-15,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NE,27,HOU,0,2016-09-22,20:25,US/Eastern,2016,0,400874551,27,False,True,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
BUF,33,ARI,18,2016-09-25,13:00,US/Eastern,2016,0,400874558,15,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CIN,17,DEN,29,2016-09-25,13:00,US/Eastern,2016,0,400874613,-12,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
GB,34,DET,27,2016-09-25,12:00,US/Central,2016,0,400874610,7,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
TEN,10,OAK,17,2016-09-25,12:00,US/Central,2016,0,400874562,-7,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
MIA,30,CLE,24,2016-09-25,13:00,US/Eastern,2016,0,400874565,6,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NYG,27,WSH,29,2016-09-25,13:00,US/Eastern,2016,0,400874682,-2,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CAR,10,MIN,22,2016-09-25,13:00,US/Eastern,2016,0,400874615,-12,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
JAX,17,BAL,19,2016-09-25,13:00,US/Eastern,2016,0,400874567,-2,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
SEA,37,SF,18,2016-09-25,13:05,US/Pacific,2016,0,400874620,19,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
TB,32,LAR,37,2016-09-25,16:05,US/Eastern,2016,0,400874618,-5,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
IND,26,SD,22,2016-09-25,16:25,US/Eastern,2016,0,400874624,4,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
KC,24,NYJ,3,2016-09-25,15:25,US/Central,2016,0,400874623,21,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
PHI,34,PIT,3,2016-09-25,16:25,US/Eastern,2016,0,400874628,31,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
DAL,31,CHI,17,2016-09-25,19:30,US/Central,2016,0,400874650,14,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NO,32,ATL,45,2016-09-26,19:30,US/Central,2016,0,400874653,-13,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CIN,22,MIA,7,2016-09-29,20:25,US/Eastern,2016,0,400874655,15,False,True,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
JAX,30,IND,27,2016-10-02,09:30,US/Eastern,2016,0,400874657,3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
ATL,48,CAR,33,2016-10-02,13:00,US/Eastern,2016,0,400874664,15,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CHI,17,DET,14,2016-10-02,12:00,US/Central,2016,0,400874668,3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NE,0,BUF,16,2016-10-02,13:00,US/Eastern,2016,0,400874663,-16,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NYJ,17,SEA,27,2016-10-02,13:00,US/Eastern,2016,0,400874662,-10,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
WSH,31,CLE,20,2016-10-02,13:00,US/Eastern,2016,0,400874660,11,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
BAL,27,OAK,28,2016-10-02,13:00,US/Eastern,2016,0,400874666,-1,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
HOU,27,TEN,20,2016-10-02,12:00,US/Central,2016,0,400874658,7,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
TB,7,DEN,27,2016-10-02,16:05,US/Eastern,2016,0,400874669,-20,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
ARI,13,LAR,17,2016-10-02,13:25,US/Arizona,2016,0,400874671,-4,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
SD,34,NO,35,2016-10-02,13:25,US/Pacific,2016,0,400874672,-1,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
SF,17,DAL,24,2016-10-02,13:25,US/Pacific,2016,0,400874674,-7,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
PIT,43,KC,14,2016-10-02,20:30,US/Eastern,2016,0,400874675,29,False,True,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
MIN,24,NYG,10,2016-10-03,19:30,US/Central,2016,0,400874677,14,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
SF,21,ARI,33,2016-10-06,17:25,US/Pacific,2016,0,400874483,-12,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CLE,13,NE,33,2016-10-09,13:00,US/Eastern,2016,0,400874519,-20,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
DET,24,PHI,23,2016-10-09,13:00,US/Eastern,2016,0,400874533,1,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
IND,29,CHI,23,2016-10-09,13:00,US/Eastern,2016,0,400874548,6,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
MIA,17,TEN,30,2016-10-09,13:00,US/Eastern,2016,0,400874581,-13,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
MIN,31,HOU,13,2016-10-09,12:00,US/Central,2016,0,400874595,18,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
PIT,31,NYJ,13,2016-10-09,13:00,US/Eastern,2016,0,400874602,18,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
BAL,10,WSH,16,2016-10-09,13:00,US/Eastern,2016,0,400874590,-6,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
DEN,16,ATL,23,2016-10-09,14:05,US/Mountain,2016,0,400874607,-7,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
DAL,28,CIN,14,2016-10-09,15:25,US/Central,2016,0,400874630,14,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
OAK,34,SD,31,2016-10-09,13:25,US/Pacific,2016,0,400874636,3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
LAR,19,BUF,30,2016-10-09,16:25,US/Eastern,2016,0,400874633,-11,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
GB,23,NYG,16,2016-10-09,19:30,US/Central,2016,0,400874640,7,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CAR,14,TB,17,2016-10-10,20:30,US/Eastern,2016,0,400874648,-3,False,True,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
SD,21,DEN,13,2016-10-13,17:25,US/Pacific,2016,0,400874693,8,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
BUF,45,SF,16,2016-10-16,13:00,US/Eastern,2016,0,400874698,29,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CHI,16,JAX,17,2016-10-16,12:00,US/Central,2016,0,400874708,-1,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
DET,31,LAR,28,2016-10-16,13:00,US/Eastern,2016,0,400874709,3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
TEN,28,CLE,26,2016-10-16,12:00,US/Central,2016,0,400874703,2,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
MIA,30,PIT,15,2016-10-16,13:00,US/Eastern,2016,0,400874730,15,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NE,35,CIN,17,2016-10-16,13:00,US/Eastern,2016,0,400874736,18,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NO,41,CAR,38,2016-10-16,12:00,US/Central,2016,0,400874707,3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NYG,27,BAL,23,2016-10-16,13:00,US/Eastern,2016,0,400874705,4,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
WSH,27,PHI,20,2016-10-16,13:00,US/Eastern,2016,0,400874701,7,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
OAK,10,KC,26,2016-10-16,13:05,US/Pacific,2016,0,400874731,-16,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
GB,16,DAL,30,2016-10-16,15:25,US/Central,2016,0,400874733,-14,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
SEA,26,ATL,24,2016-10-16,13:25,US/Pacific,2016,0,400874732,2,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
HOU,26,IND,23,2016-10-16,19:30,US/Central,2016,0,400874734,3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
ARI,28,NYJ,3,2016-10-17,17:30,US/Arizona,2016,0,400874735,25,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
GB,26,CHI,10,2016-10-20,19:25,US/Central,2016,0,400874429,16,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
LAR,10,NYG,17,2016-10-23,09:30,US/Eastern,2016,0,400874490,-7,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CIN,31,CLE,17,2016-10-23,13:00,US/Eastern,2016,0,400874494,14,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
DET,20,WSH,17,2016-10-23,13:00,US/Eastern,2016,0,400874496,3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
TEN,26,IND,34,2016-10-23,12:00,US/Central,2016,0,400874492,-8,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
KC,27,NO,21,2016-10-23,12:00,US/Central,2016,0,400874491,6,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
MIA,28,BUF,25,2016-10-23,13:00,US/Eastern,2016,0,400874500,3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NYJ,24,BAL,16,2016-10-23,13:00,US/Eastern,2016,0,400874501,8,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
PHI,21,MIN,10,2016-10-23,13:00,US/Eastern,2016,0,400874493,11,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
JAX,16,OAK,33,2016-10-23,13:00,US/Eastern,2016,0,400874498,-17,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
ATL,30,SD,33,2016-10-23,16:05,US/Eastern,2016,0,400874505,-3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
SF,17,TB,34,2016-10-23,13:05,US/Pacific,2016,0,400874503,-17,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
PIT,16,NE,27,2016-10-23,16:25,US/Eastern,2016,0,400874506,-11,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
ARI,6,SEA,6,2016-10-23,17:30,US/Arizona,2016,0,400874508,0,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
DEN,27,HOU,9,2016-10-24,18:30,US/Mountain,2016,0,400874509,18,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
TEN,36,JAX,22,2016-10-27,19:25,US/Central,2016,0,400874553,14,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CIN,27,WSH,27,2016-10-30,09:30,US/Eastern,2016,0,400874555,0,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
BUF,25,NE,41,2016-10-30,13:00,US/Eastern,2016,0,400874619,-16,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CLE,28,NYJ,31,2016-10-30,13:00,US/Eastern,2016,0,400874612,-3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
IND,14,KC,30,2016-10-30,13:00,US/Eastern,2016,0,400874557,-16,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NO,25,SEA,20,2016-10-30,12:00,US/Central,2016,0,400874564,5,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
TB,24,OAK,30,2016-10-30,13:00,US/Eastern,2016,0,400874561,-6,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CAR,30,ARI,20,2016-10-30,13:00,US/Eastern,2016,0,400874625,10,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
HOU,20,DET,13,2016-10-30,12:00,US/Central,2016,0,400874569,7,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
DEN,27,SD,19,2016-10-30,14:05,US/Mountain,2016,0,400874622,8,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
ATL,33,GB,32,2016-10-30,16:25,US/Eastern,2016,0,400874616,1,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
DAL,29,PHI,23,2016-10-30,19:30,US/Central,2016,0,400874629,6,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CHI,20,MIN,10,2016-10-31,19:30,US/Central,2016,0,400874652,10,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
TB,28,ATL,43,2016-11-03,20:25,US/Eastern,2016,0,400874605,-15,False,True,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CLE,10,DAL,35,2016-11-06,13:00,US/Eastern,2016,0,400874599,-25,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
KC,19,JAX,14,2016-11-06,12:00,US/Central,2016,0,400874600,5,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
MIA,27,NYJ,23,2016-11-06,13:00,US/Eastern,2016,0,400874601,4,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
MIN,16,DET,22,2016-11-06,12:00,US/Central,2016,0,400874604,-6,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NYG,28,PHI,23,2016-11-06,13:00,US/Eastern,2016,0,400874603,5,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
BAL,21,PIT,14,2016-11-06,13:00,US/Eastern,2016,0,400874598,7,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
LAR,10,CAR,13,2016-11-06,16:05,US/Eastern,2016,0,400874596,-3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
SF,23,NO,41,2016-11-06,13:05,US/Pacific,2016,0,400874597,-18,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
GB,26,IND,31,2016-11-06,15:25,US/Central,2016,0,400874594,-5,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
SD,43,TEN,35,2016-11-06,13:25,US/Pacific,2016,0,400874593,8,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
OAK,30,DEN,20,2016-11-06,17:30,US/Pacific,2016,0,400874592,10,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
SEA,31,BUF,25,2016-11-07,17:30,US/Pacific,2016,0,400874591,6,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
BAL,28,CLE,7,2016-11-10,20:25,US/Eastern,2016,0,400874589,21,False,True,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
TEN,47,GB,25,2016-11-13,12:00,US/Central,2016,0,400874572,22,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NO,23,DEN,25,2016-11-13,12:00,US/Central,2016,0,400874586,-2,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NYJ,6,LAR,9,2016-11-13,13:00,US/Eastern,2016,0,400874584,-3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
PHI,24,ATL,15,2016-11-13,13:00,US/Eastern,2016,0,400874582,9,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
TB,36,CHI,10,2016-11-13,13:00,US/Eastern,2016,0,400874578,26,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
WSH,26,MIN,20,2016-11-13,13:00,US/Eastern,2016,0,400874576,6,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CAR,17,KC,20,2016-11-13,13:00,US/Eastern,2016,0,400874580,-3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
JAX,21,HOU,24,2016-11-13,13:00,US/Eastern,2016,0,400874587,-3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
SD,24,MIA,31,2016-11-13,13:05,US/Pacific,2016,0,400874544,-7,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
ARI,23,SF,20,2016-11-13,14:25,US/Arizona,2016,0,400874542,3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
PIT,30,DAL,35,2016-11-13,16:25,US/Eastern,2016,0,400874538,-5,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NE,24,SEA,31,2016-11-13,20:30,US/Eastern,2016,0,400874536,-7,False,True,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NYG,21,CIN,20,2016-11-14,20:30,US/Eastern,2016,0,400874531,1,False,True,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CAR,23,NO,20,2016-11-17,20:25,US/Eastern,2016,0,400874609,3,False,True,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CIN,12,BUF,16,2016-11-20,13:00,US/Eastern,2016,0,400874646,-4,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CLE,9,PIT,24,2016-11-20,13:00,US/Eastern,2016,0,400874634,-15,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
DAL,27,BAL,17,2016-11-20,12:00,US/Central,2016,0,400874638,10,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
DET,26,JAX,19,2016-11-20,13:00,US/Eastern,2016,0,400874641,7,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
IND,24,TEN,17,2016-11-20,13:00,US/Eastern,2016,0,400874644,7,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
KC,17,TB,19,2016-11-20,12:00,US/Central,2016,0,400874649,-2,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
MIN,30,ARI,24,2016-11-20,12:00,US/Central,2016,0,400874695,6,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NYG,22,CHI,16,2016-11-20,13:00,US/Eastern,2016,0,400874691,6,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
LAR,10,MIA,14,2016-11-20,16:05,US/Eastern,2016,0,400874697,-4,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
