home_team,home_score,away_team,away_score,game_date,game_time,timezone,season,week,game_id,score_diff,is_dome,is_primetime,moon_phase,home_planet_strength,away_planet_strength,home_zodiac_strength,away_zodiac_strength,beneficial_aspects,malefic_aspects,home_nakshatra_score,away_nakshatra_score,planetary_alignment
MIA,16,BUF,22,2017-12-31,16:25,US/Eastern,2017,0,400951748,-6,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
LAC,30,OAK,10,2017-12-31,13:25,US/Pacific,2017,0,400951791,20,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
SEA,24,ARI,26,2017-12-31,13:25,US/Pacific,2017,0,400951793,-2,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
TB,31,NO,24,2017-12-31,16:25,US/Eastern,2017,0,400951764,7,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
BAL,27,CIN,31,2017-12-31,16:25,US/Eastern,2017,0,400951739,-4,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
KC,21,TEN,22,2018-01-06,15:20,US/Central,2017,0,400999175,-1,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
LAR,13,ATL,26,2018-01-06,20:15,US/Eastern,2017,0,400999171,-13,False,True,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
JAX,10,BUF,3,2018-01-07,13:05,US/Eastern,2017,0,400999176,7,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NO,31,CAR,26,2018-01-07,15:40,US/Central,2017,0,400999177,5,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
PHI,15,ATL,10,2018-01-13,16:35,US/Eastern,2017,0,400999179,5,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NE,35,TEN,14,2018-01-13,20:15,US/Eastern,2017,0,400999178,21,False,True,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
PIT,42,JAX,45,2018-01-14,13:05,US/Eastern,2017,0,400999181,-3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
MIN,29,NO,24,2018-01-14,15:40,US/Central,2017,0,400999180,5,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NE,24,JAX,20,2018-01-21,15:05,US/Eastern,2017,0,400999172,4,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
PHI,38,MIN,7,2018-01-21,18:40,US/Eastern,2017,0,400999174,31,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
AFC,24,NFC,23,2018-01-28,14:50,US/Eastern,2017,0,400999088,1,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NE,33,PHI,41,2018-02-04,18:30,US/Eastern,2017,0,400999173,-8,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
PHI,18,ATL,12,2018-09-06,20:55,US/Eastern,2018,0,401030710,6,False,True,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CLE,21,PIT,21,2018-09-09,13:00,US/Eastern,2018,0,401030718,0,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
IND,23,CIN,34,2018-09-09,13:00,US/Eastern,2018,0,401030717,-11,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
MIA,27,TEN,20,2018-09-09,13:00,US/Eastern,2018,0,401030716,7,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
MIN,24,SF,16,2018-09-09,12:00,US/Central,2018,0,401030715,8,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NE,27,HOU,20,2018-09-09,13:00,US/Eastern,2018,0,401030714,7,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NO,40,TB,48,2018-09-09,12:00,US/Central,2018,0,401030713,-8,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NYG,15,JAX,20,2018-09-09,13:00,US/Eastern,2018,0,401030712,-5,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
BAL,47,BUF,3,2018-09-09,13:00,US/Eastern,2018,0,401030711,44,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
LAC,28,KC,38,2018-09-09,13:05,US/Pacific,2018,0,401030720,-10,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
DEN,27,SEA,24,2018-09-09,14:25,US/Mountain,2018,0,401030721,3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
ARI,6,WSH,24,2018-09-09,13:25,US/Arizona,2018,0,401030725,-18,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CAR,16,DAL,8,2018-09-09,16:25,US/Eastern,2018,0,401030723,8,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
GB,24,CHI,23,2018-09-09,19:20,US/Central,2018,0,401030726,1,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
DET,17,NYJ,48,2018-09-10,19:10,US/Eastern,2018,0,401030728,-31,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
OAK,13,LAR,33,2018-09-10,19:20,US/Pacific,2018,0,401030751,-20,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CIN,34,BAL,23,2018-09-13,20:20,US/Eastern,2018,0,401030690,11,False,True,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
ATL,31,CAR,24,2018-09-16,13:00,US/Eastern,2018,0,401030691,7,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
BUF,20,LAC,31,2018-09-16,13:00,US/Eastern,2018,0,401030704,-11,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
GB,29,MIN,29,2018-09-16,12:00,US/Central,2018,0,401030705,0,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
TEN,20,HOU,17,2018-09-16,12:00,US/Central,2018,0,401030694,3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NO,21,CLE,18,2018-09-16,12:00,US/Central,2018,0,401030708,3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NYJ,12,MIA,20,2018-09-16,13:00,US/Eastern,2018,0,401030700,-8,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
PIT,37,KC,42,2018-09-16,13:00,US/Eastern,2018,0,401030698,-5,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
TB,27,PHI,21,2018-09-16,13:00,US/Eastern,2018,0,401030696,6,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
WSH,9,IND,21,2018-09-16,13:00,US/Eastern,2018,0,401030693,-12,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
LAR,34,ARI,0,2018-09-16,16:05,US/Eastern,2018,0,401030732,34,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
SF,30,DET,27,2018-09-16,13:05,US/Pacific,2018,0,401030730,3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
DEN,20,OAK,19,2018-09-16,14:25,US/Mountain,2018,0,401030736,1,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
JAX,31,NE,20,2018-09-16,16:25,US/Eastern,2018,0,401030733,11,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
DAL,20,NYG,13,2018-09-16,19:20,US/Central,2018,0,401030738,7,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CHI,24,SEA,17,2018-09-17,19:15,US/Central,2018,0,401030739,7,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CLE,21,NYJ,17,2018-09-20,20:20,US/Eastern,2018,0,401030775,4,False,True,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
ATL,37,NO,43,2018-09-23,13:00,US/Eastern,2018,0,401030777,-6,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
KC,38,SF,27,2018-09-23,12:00,US/Central,2018,0,401030795,11,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
MIA,28,OAK,20,2018-09-23,13:00,US/Eastern,2018,0,401030787,8,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
MIN,6,BUF,27,2018-09-23,12:00,US/Central,2018,0,401030784,-21,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
PHI,20,IND,16,2018-09-23,13:00,US/Eastern,2018,0,401030782,4,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
WSH,31,GB,17,2018-09-23,13:00,US/Eastern,2018,0,401030781,14,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CAR,31,CIN,21,2018-09-23,13:00,US/Eastern,2018,0,401030790,10,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
JAX,6,TEN,9,2018-09-23,13:00,US/Eastern,2018,0,401030794,-3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
BAL,27,DEN,14,2018-09-23,13:00,US/Eastern,2018,0,401030788,13,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
HOU,22,NYG,27,2018-09-23,12:00,US/Central,2018,0,401030791,-5,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
LAR,35,LAC,23,2018-09-23,16:05,US/Eastern,2018,0,401030798,12,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
ARI,14,CHI,16,2018-09-23,13:25,US/Arizona,2018,0,401030801,-2,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
SEA,24,DAL,13,2018-09-23,13:25,US/Pacific,2018,0,401030799,11,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
DET,26,NE,10,2018-09-23,20:20,US/Eastern,2018,0,401030802,16,False,True,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
TB,27,PIT,30,2018-09-24,20:15,US/Eastern,2018,0,401030805,-3,False,True,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
LAR,38,MIN,31,2018-09-27,20:20,US/Eastern,2018,0,401030839,7,False,True,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
ATL,36,CIN,37,2018-09-30,13:00,US/Eastern,2018,0,401030847,-1,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CHI,48,TB,10,2018-09-30,12:00,US/Central,2018,0,401030846,38,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
DAL,26,DET,24,2018-09-30,12:00,US/Central,2018,0,401030845,2,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
GB,22,BUF,0,2018-09-30,12:00,US/Central,2018,0,401030844,22,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
TEN,26,PHI,23,2018-09-30,12:00,US/Central,2018,0,401030842,3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
IND,34,HOU,37,2018-09-30,13:00,US/Eastern,2018,0,401030843,-3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NE,38,MIA,7,2018-09-30,13:00,US/Eastern,2018,0,401030841,31,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
JAX,31,NYJ,12,2018-09-30,13:00,US/Eastern,2018,0,401030840,19,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
OAK,45,CLE,42,2018-09-30,13:05,US/Pacific,2018,0,401030930,3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
ARI,17,SEA,20,2018-09-30,13:05,US/Arizona,2018,0,401030848,-3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NYG,18,NO,33,2018-09-30,16:25,US/Eastern,2018,0,401030931,-15,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
LAC,29,SF,27,2018-09-30,13:25,US/Pacific,2018,0,401030932,2,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
PIT,14,BAL,26,2018-09-30,20:20,US/Eastern,2018,0,401030933,-12,False,True,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
DEN,23,KC,27,2018-10-01,18:15,US/Mountain,2018,0,401030934,-4,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NE,38,IND,24,2018-10-04,20:20,US/Eastern,2018,0,401030697,14,False,True,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
BUF,13,TEN,12,2018-10-07,13:00,US/Eastern,2018,0,401030702,1,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CIN,27,MIA,17,2018-10-07,13:00,US/Eastern,2018,0,401030785,10,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CLE,12,BAL,9,2018-10-07,13:00,US/Eastern,2018,0,401030770,3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
DET,31,GB,23,2018-10-07,13:00,US/Eastern,2018,0,401030745,8,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
KC,30,JAX,14,2018-10-07,12:00,US/Central,2018,0,401030741,16,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NYJ,34,DEN,16,2018-10-07,13:00,US/Eastern,2018,0,401030734,18,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
PIT,41,ATL,17,2018-10-07,13:00,US/Eastern,2018,0,401030709,24,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CAR,33,NYG,31,2018-10-07,13:00,US/Eastern,2018,0,401030778,2,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
LAC,26,OAK,10,2018-10-07,13:05,US/Pacific,2018,0,401030793,16,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
PHI,21,MIN,23,2018-10-07,16:25,US/Eastern,2018,0,401030803,-2,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
SF,18,ARI,28,2018-10-07,13:25,US/Pacific,2018,0,401030797,-10,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
SEA,31,LAR,33,2018-10-07,13:25,US/Pacific,2018,0,401030808,-2,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
HOU,19,DAL,16,2018-10-07,19:20,US/Central,2018,0,401030831,3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NO,43,WSH,19,2018-10-08,19:15,US/Central,2018,0,401030834,24,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NYG,13,PHI,34,2018-10-11,20:20,US/Eastern,2018,0,401030692,-21,False,True,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
ATL,34,TB,29,2018-10-14,13:00,US/Eastern,2018,0,401030695,5,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CIN,21,PIT,28,2018-10-14,13:00,US/Eastern,2018,0,401030743,-7,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CLE,14,LAC,38,2018-10-14,13:00,US/Eastern,2018,0,401030746,-24,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
OAK,3,SEA,27,2018-10-14,10:00,US/Pacific,2018,0,401030706,-24,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
MIA,31,CHI,28,2018-10-14,13:00,US/Eastern,2018,0,401030771,3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
MIN,27,ARI,17,2018-10-14,12:00,US/Central,2018,0,401030742,10,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NYJ,42,IND,34,2018-10-14,13:00,US/Eastern,2018,0,401030737,8,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
WSH,23,CAR,17,2018-10-14,13:00,US/Eastern,2018,0,401030701,6,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
HOU,20,BUF,13,2018-10-14,12:00,US/Central,2018,0,401030748,7,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
DEN,20,LAR,23,2018-10-14,14:05,US/Mountain,2018,0,401030773,-3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
DAL,40,JAX,7,2018-10-14,15:25,US/Central,2018,0,401030776,33,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
TEN,0,BAL,21,2018-10-14,15:25,US/Central,2018,0,401030774,-21,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NE,43,KC,40,2018-10-14,20:20,US/Eastern,2018,0,401030779,3,False,True,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
GB,33,SF,30,2018-10-15,19:15,US/Central,2018,0,401030783,3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
ARI,10,DEN,45,2018-10-18,17:20,US/Arizona,2018,0,401030800,-35,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
LAC,20,TEN,19,2018-10-21,06:30,US/Pacific,2018,0,401030792,1,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CHI,31,NE,38,2018-10-21,12:00,US/Central,2018,0,401030832,-7,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
IND,37,BUF,5,2018-10-21,13:00,US/Eastern,2018,0,401030833,32,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
MIA,21,DET,32,2018-10-21,13:00,US/Eastern,2018,0,401030830,-11,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NYJ,17,MIN,37,2018-10-21,13:00,US/Eastern,2018,0,401030809,-20,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
PHI,17,CAR,21,2018-10-21,13:00,US/Eastern,2018,0,401030807,-4,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
TB,26,CLE,23,2018-10-21,13:00,US/Eastern,2018,0,401030806,3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
JAX,7,HOU,20,2018-10-21,13:00,US/Eastern,2018,0,401030835,-13,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
BAL,23,NO,24,2018-10-21,16:05,US/Eastern,2018,0,401030836,-1,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
SF,10,LAR,39,2018-10-21,13:25,US/Pacific,2018,0,401030838,-29,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
WSH,20,DAL,17,2018-10-21,16:25,US/Eastern,2018,0,401030837,3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
KC,45,CIN,10,2018-10-21,19:20,US/Central,2018,0,401030804,35,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
ATL,23,NYG,20,2018-10-22,20:15,US/Eastern,2018,0,401030796,3,False,True,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
HOU,42,MIA,23,2018-10-25,19:20,US/Central,2018,0,401030703,19,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
JAX,18,PHI,24,2018-10-28,09:30,US/Eastern,2018,0,401030699,-6,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CHI,24,NYJ,10,2018-10-28,12:00,US/Central,2018,0,401030747,14,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CIN,37,TB,34,2018-10-28,13:00,US/Eastern,2018,0,401030744,3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
DET,14,SEA,28,2018-10-28,13:00,US/Eastern,2018,0,401030740,-14,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
KC,30,DEN,23,2018-10-28,12:00,US/Central,2018,0,401030707,7,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NYG,13,WSH,20,2018-10-28,13:00,US/Eastern,2018,0,401030735,-7,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
PIT,33,CLE,18,2018-10-28,13:00,US/Eastern,2018,0,401030731,15,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CAR,36,BAL,21,2018-10-28,13:00,US/Eastern,2018,0,401030849,15,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
OAK,28,IND,42,2018-10-28,13:05,US/Pacific,2018,0,401030749,-14,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
LAR,29,GB,27,2018-10-28,16:25,US/Eastern,2018,0,401030780,2,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
ARI,18,SF,15,2018-10-28,13:25,US/Arizona,2018,0,401030772,3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
MIN,20,NO,30,2018-10-28,19:20,US/Central,2018,0,401030786,-10,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
BUF,6,NE,25,2018-10-29,20:15,US/Eastern,2018,0,401030789,-19,False,True,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
SF,34,OAK,3,2018-11-01,17:20,US/Pacific,2018,0,401030767,31,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
BUF,9,CHI,41,2018-11-04,13:00,US/Eastern,2018,0,401030769,-32,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CLE,21,KC,37,2018-11-04,13:00,US/Eastern,2018,0,401030814,-16,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
MIA,13,NYJ,6,2018-11-04,13:00,US/Eastern,2018,0,401030816,7,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
MIN,24,DET,9,2018-11-04,12:00,US/Central,2018,0,401030822,15,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
WSH,14,ATL,38,2018-11-04,13:00,US/Eastern,2018,0,401030826,-24,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CAR,42,TB,28,2018-11-04,13:00,US/Eastern,2018,0,401030811,14,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
BAL,16,PIT,23,2018-11-04,13:00,US/Eastern,2018,0,401030819,-7,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
DEN,17,HOU,19,2018-11-04,14:05,US/Mountain,2018,0,401030829,-2,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
SEA,17,LAC,25,2018-11-04,13:05,US/Pacific,2018,0,401030852,-8,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NO,45,LAR,35,2018-11-04,15:25,US/Central,2018,0,401030855,10,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NE,31,GB,17,2018-11-04,20:20,US/Eastern,2018,0,401030858,14,False,True,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
DAL,14,TEN,28,2018-11-05,19:15,US/Central,2018,0,401030862,-14,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
PIT,52,CAR,21,2018-11-08,20:20,US/Eastern,2018,0,401030729,31,False,True,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CHI,34,DET,22,2018-11-11,12:00,US/Central,2018,0,401030810,12,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CIN,14,NO,51,2018-11-11,13:00,US/Eastern,2018,0,401030752,-37,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
CLE,28,ATL,16,2018-11-11,13:00,US/Eastern,2018,0,401030754,12,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
TEN,34,NE,10,2018-11-11,12:00,US/Central,2018,0,401030821,24,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
IND,29,JAX,26,2018-11-11,13:00,US/Eastern,2018,0,401030766,3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
KC,26,ARI,14,2018-11-11,12:00,US/Central,2018,0,401030815,12,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NYJ,10,BUF,41,2018-11-11,13:00,US/Eastern,2018,0,401030853,-31,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
TB,3,WSH,16,2018-11-11,13:00,US/Eastern,2018,0,401030828,-13,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
OAK,6,LAC,20,2018-11-11,13:05,US/Pacific,2018,0,401030859,-14,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
GB,31,MIA,12,2018-11-11,15:25,US/Central,2018,0,401030756,19,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
LAR,36,SEA,31,2018-11-11,16:25,US/Eastern,2018,0,401030865,5,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
PHI,20,DAL,27,2018-11-11,20:20,US/Eastern,2018,0,401030869,-7,False,True,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
SF,23,NYG,27,2018-11-12,17:15,US/Pacific,2018,0,401030873,-4,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
SEA,27,GB,24,2018-11-15,17:20,US/Pacific,2018,0,401030878,3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
ATL,19,DAL,22,2018-11-18,13:00,US/Eastern,2018,0,401030929,-3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
DET,20,CAR,19,2018-11-18,13:00,US/Eastern,2018,0,401030910,1,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
IND,38,TEN,10,2018-11-18,13:00,US/Eastern,2018,0,401030922,28,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
NYG,38,TB,35,2018-11-18,13:00,US/Eastern,2018,0,401030952,3,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
WSH,21,HOU,23,2018-11-18,13:00,US/Eastern,2018,0,401030966,-2,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
JAX,16,PIT,20,2018-11-18,13:00,US/Eastern,2018,0,401030971,-4,False,False,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5
