game_datetime,home_team,away_team,home_team_score,away_team_score,home_team_win_pct,away_team_win_pct,home_team_points_per_game,away_team_points_per_game,home_team_points_allowed_per_game,away_team_points_allowed_per_game,stadium_latitude,stadium_longitude
2019-12-22,PHI,DAL,17.0,9.0,0.7142857142857143,0.75,19.142857142857142,21.416666666666668,17.428571428571427,15.666666666666666,0,0
2019-12-22,SEA,ARI,13.0,27.0,0.8888888888888888,0.9,28.77777777777778,29.5,14.333333333333334,15.5,0,0
2019-12-22,CHI,KC,3.0,26.0,0.6,0.7142857142857143,24.3,28.142857142857142,19.8,20.285714285714285,0,0
2019-12-23,MIN,GB,10.0,23.0,0.6666666666666666,0.9090909090909091,28.0,30.181818181818183,22.666666666666668,14.818181818181818,0,0
2019-12-29,BUF,NYJ,6.0,13.0,0.6666666666666666,1.0,20.533333333333335,17.0,16.4,16.0,0,0
2019-12-29,CAR,NO,10.0,42.0,1.0,0.8461538461538461,29.571428571428573,30.53846153846154,11.0,17.615384615384617,0,0
2019-12-29,CIN,CLE,33.0,23.0,1.0,1.0,36.0,31.75,17.0,14.25,0,0
2019-12-29,DET,GB,20.0,23.0,1.0,0.9090909090909091,33.75,30.181818181818183,23.5,14.818181818181818,0,0
2019-12-29,KC,LAC,31.0,21.0,0.7333333333333333,0.6363636363636364,28.0,28.0,19.133333333333333,23.272727272727273,0,0
2019-12-29,MIN,CHI,19.0,21.0,0.6666666666666666,0.7333333333333333,28.0,28.0,22.666666666666668,19.133333333333333,0,0
2019-12-29,NE,MIA,24.0,27.0,0.6923076923076923,0.5555555555555556,28.53846153846154,21.555555555555557,21.615384615384617,21.444444444444443,0,0
2019-12-29,TB,ATL,22.0,28.0,1.0,0.7857142857142857,31.0,29.928571428571427,17.0,18.428571428571427,0,0
2019-12-29,BAL,PIT,28.0,10.0,0.8333333333333334,1.0,29.083333333333332,32.0,15.25,18.0,0,0
2019-12-29,DAL,WAS,47.0,16.0,0.75,1.0,21.416666666666668,26.0,15.666666666666666,10.666666666666666,0,0
2019-12-29,DEN,OAK,16.0,15.0,0.7142857142857143,0.6666666666666666,28.142857142857142,29.0,20.285714285714285,22.083333333333332,0,0
2019-12-29,HOU,TEN,14.0,35.0,0.6666666666666666,0.6,28.666666666666668,28.4,24.0,23.9,0,0
2019-12-29,JAX,IND,38.0,20.0,1.0,0.8,40.0,29.6,26.0,22.6,0,0
2019-12-29,LA,ARI,31.0,24.0,0.8,0.9,30.2,29.5,19.266666666666666,15.5,0,0
2019-12-29,NYG,PHI,17.0,34.0,1.0,0.7142857142857143,22.5,19.142857142857142,15.0,17.428571428571427,0,0
2019-12-29,SEA,SF,21.0,26.0,0.8888888888888888,0.8,28.77777777777778,30.2,14.333333333333334,19.266666666666666,0,0
2020-09-10,KC,HOU,34.0,20.0,0.75,0.6666666666666666,28.1875,28.666666666666668,19.25,24.0,0,0
2020-09-13,ATL,SEA,25.0,38.0,0.7857142857142857,0.8125,29.928571428571427,29.9375,18.428571428571427,19.375,0,0
2020-09-13,BAL,CLE,38.0,6.0,0.8333333333333334,1.0,29.083333333333332,31.75,15.25,14.25,0,0
2020-09-13,BUF,NYJ,27.0,17.0,0.625,0.625,19.625,19.625,16.1875,16.1875,0,0
2020-09-13,CAR,LV,30.0,34.0,1.0,0.5,29.571428571428573,20.0,11.0,20.0,0,0
2020-09-13,DET,CHI,23.0,27.0,1.0,0.7333333333333333,33.75,28.0,23.5,19.133333333333333,0,0
2020-09-13,JAX,IND,27.0,20.0,1.0,0.8,40.0,29.6,26.0,22.6,0,0
2020-09-13,MIN,GB,34.0,43.0,0.6666666666666666,0.9090909090909091,28.0,30.181818181818183,22.666666666666668,14.818181818181818,0,0
2020-09-13,NE,MIA,21.0,11.0,0.6923076923076923,0.5555555555555556,28.53846153846154,21.555555555555557,21.615384615384617,21.444444444444443,0,0
2020-09-13,WAS,PHI,27.0,17.0,1.0,0.7142857142857143,26.0,19.142857142857142,10.666666666666666,17.428571428571427,0,0
2020-09-13,CIN,LAC,13.0,16.0,1.0,0.75,36.0,28.1875,17.0,19.25,0,0
2020-09-13,NO,TB,34.0,23.0,0.8461538461538461,1.0,30.53846153846154,31.0,17.615384615384617,17.0,0,0
2020-09-13,SF,ARI,20.0,24.0,0.8125,0.9,29.9375,29.5,19.375,15.5,0,0
2020-09-13,LA,DAL,20.0,17.0,0.8,0.75,30.2,21.416666666666668,19.266666666666666,15.666666666666666,0,0
2020-09-14,NYG,PIT,16.0,26.0,1.0,1.0,22.5,32.0,15.0,18.0,0,0
2020-09-14,DEN,TEN,14.0,16.0,0.7142857142857143,0.6,28.142857142857142,28.4,20.285714285714285,23.9,0,0
2020-09-17,CLE,CIN,35.0,30.0,1.0,1.0,31.75,36.0,14.25,17.0,0,0
2020-09-20,CHI,NYG,17.0,13.0,0.7333333333333333,1.0,28.0,22.5,19.133333333333333,15.0,0,0
2020-09-20,DAL,ATL,40.0,39.0,0.75,0.7857142857142857,21.416666666666668,29.928571428571427,15.666666666666666,18.428571428571427,0,0
2020-09-20,GB,DET,42.0,21.0,0.9090909090909091,1.0,30.181818181818183,33.75,14.818181818181818,23.5,0,0
2020-09-20,IND,MIN,28.0,11.0,0.8,0.6666666666666666,29.6,28.0,22.6,22.666666666666668,0,0
2020-09-20,MIA,BUF,28.0,31.0,0.5555555555555556,0.6470588235294118,21.555555555555557,20.058823529411764,21.444444444444443,16.235294117647058,0,0
2020-09-20,NYJ,SF,13.0,31.0,0.6470588235294118,0.7647058823529411,20.058823529411764,29.352941176470587,16.235294117647058,19.647058823529413,0,0
2020-09-20,PHI,LA,19.0,37.0,0.7142857142857143,0.8,19.142857142857142,30.2,17.428571428571427,19.266666666666666,0,0
2020-09-20,PIT,DEN,26.0,21.0,1.0,0.7142857142857143,32.0,28.142857142857142,18.0,20.285714285714285,0,0
2020-09-20,TB,CAR,31.0,17.0,1.0,1.0,31.0,34.0,17.0,30.0,0,0
2020-09-20,TEN,JAX,33.0,30.0,0.6,1.0,28.4,40.0,23.9,26.0,0,0
2020-09-20,ARI,WAS,30.0,15.0,0.7647058823529411,1.0,29.352941176470587,26.0,19.647058823529413,10.666666666666666,0,0
2020-09-20,HOU,BAL,16.0,33.0,0.7647058823529411,0.8333333333333334,28.529411764705884,29.083333333333332,19.294117647058822,15.25,0,0
2020-09-20,LAC,KC,20.0,23.0,0.75,0.7647058823529411,28.1875,28.529411764705884,19.25,19.294117647058822,0,0
2020-09-20,SEA,NE,35.0,30.0,0.8125,0.6923076923076923,29.9375,28.53846153846154,19.375,21.615384615384617,0,0
2020-09-21,LV,NO,34.0,24.0,1.0,0.8461538461538461,34.0,30.53846153846154,30.0,17.615384615384617,0,0
2020-09-24,JAX,MIA,13.0,31.0,1.0,0.5555555555555556,40.0,21.555555555555557,26.0,21.444444444444443,0,0
2020-09-27,ATL,CHI,26.0,30.0,0.7857142857142857,0.7333333333333333,29.928571428571427,28.0,18.428571428571427,19.133333333333333,0,0
2020-09-27,BUF,LA,35.0,32.0,0.6666666666666666,0.8,20.666666666666668,30.2,16.88888888888889,19.266666666666666,0,0
2020-09-27,CLE,WAS,34.0,20.0,1.0,1.0,31.75,26.0,14.25,10.666666666666666,0,0
2020-09-27,MIN,TEN,30.0,31.0,0.6666666666666666,0.6,28.0,28.4,22.666666666666668,23.9,0,0
2020-09-27,NE,LV,36.0,20.0,0.6923076923076923,1.0,28.53846153846154,34.0,21.615384615384617,27.0,0,0
2020-09-27,NYG,SF,9.0,36.0,1.0,0.7777777777777778,22.5,29.444444444444443,15.0,19.27777777777778,0,0
2020-09-27,PHI,CIN,23.0,23.0,0.7142857142857143,1.0,19.142857142857142,36.0,17.428571428571427,17.0,0,0
2020-09-27,PIT,HOU,28.0,21.0,1.0,0.7647058823529411,32.0,28.529411764705884,18.0,19.294117647058822,0,0
2020-09-27,IND,NYJ,36.0,7.0,0.8,0.7777777777777778,29.6,29.444444444444443,22.6,19.27777777777778,0,0
2020-09-27,LAC,CAR,16.0,21.0,0.7777777777777778,1.0,28.22222222222222,34.0,19.333333333333332,30.0,0,0
2020-09-27,ARI,DET,23.0,26.0,0.7647058823529411,1.0,29.352941176470587,33.75,19.647058823529413,23.5,0,0
2020-09-27,DEN,TB,10.0,28.0,0.7142857142857143,1.0,28.142857142857142,31.0,20.285714285714285,17.0,0,0
2020-09-27,SEA,DAL,38.0,31.0,0.8125,0.75,29.9375,21.416666666666668,19.375,15.666666666666666,0,0
2020-09-27,NO,GB,30.0,37.0,1.0,0.9090909090909091,34.0,30.181818181818183,27.0,14.818181818181818,0,0
2020-09-28,BAL,KC,20.0,34.0,0.8333333333333334,0.7777777777777778,29.083333333333332,28.22222222222222,15.25,19.333333333333332,0,0
2020-10-01,NYJ,DEN,28.0,37.0,0.7777777777777778,0.7142857142857143,29.444444444444443,28.142857142857142,19.27777777777778,20.285714285714285,0,0
2020-10-04,CAR,ARI,31.0,21.0,1.0,0.7647058823529411,34.0,29.352941176470587,30.0,19.647058823529413,0,0
2020-10-04,CIN,JAX,33.0,25.0,1.0,1.0,36.0,40.0,17.0,26.0,0,0
2020-10-04,DAL,CLE,38.0,49.0,0.75,1.0,21.416666666666668,31.75,15.666666666666666,14.25,0,0
2020-10-04,DET,NO,29.0,35.0,1.0,1.0,33.75,34.0,23.5,27.0,0,0
2020-10-04,HOU,MIN,23.0,31.0,0.7647058823529411,0.6666666666666666,28.529411764705884,28.0,19.294117647058822,22.666666666666668,0,0
2020-10-04,MIA,SEA,23.0,31.0,0.5555555555555556,0.8125,21.555555555555557,29.9375,21.444444444444443,19.375,0,0
2020-10-04,TB,LAC,38.0,31.0,1.0,0.7777777777777778,31.0,28.22222222222222,17.0,19.333333333333332,0,0
2020-10-04,WAS,BAL,17.0,31.0,1.0,0.8333333333333334,26.0,29.083333333333332,10.666666666666666,15.25,0,0
2020-10-04,LA,NYG,17.0,9.0,0.8,0.7894736842105263,30.2,29.789473684210527,19.266666666666666,18.736842105263158,0,0
2020-10-04,CHI,IND,11.0,19.0,0.7333333333333333,0.8,28.0,29.6,19.133333333333333,22.6,0,0
2020-10-04,LV,BUF,23.0,30.0,0.6666666666666666,0.6842105263157895,29.333333333333332,21.42105263157895,30.0,17.68421052631579,0,0
2020-10-04,SF,PHI,20.0,25.0,0.7894736842105263,0.7142857142857143,29.789473684210527,19.142857142857142,18.736842105263158,17.428571428571427,0,0
2020-10-05,KC,NE,26.0,10.0,0.7894736842105263,0.6666666666666666,28.526315789473685,29.333333333333332,19.36842105263158,30.0,0,0
2020-10-05,GB,ATL,30.0,16.0,0.9090909090909091,0.7857142857142857,30.181818181818183,29.928571428571427,14.818181818181818,18.428571428571427,0,0
2020-10-08,CHI,TB,20.0,19.0,0.7333333333333333,1.0,28.0,31.0,19.133333333333333,17.0,0,0
2020-10-11,ATL,CAR,16.0,23.0,0.7857142857142857,1.0,29.928571428571427,34.0,18.428571428571427,30.0,0,0
2020-10-11,BAL,CIN,27.0,3.0,0.8333333333333334,1.0,29.083333333333332,36.0,15.25,17.0,0,0
2020-10-11,HOU,JAX,30.0,14.0,0.7647058823529411,1.0,28.529411764705884,40.0,19.294117647058822,26.0,0,0
2020-10-11,KC,LV,32.0,40.0,0.8,0.5,28.4,27.75,18.9,30.0,0,0
2020-10-11,NYJ,ARI,10.0,30.0,0.7777777777777778,0.7647058823529411,29.444444444444443,29.352941176470587,19.27777777777778,19.647058823529413,0,0
2020-10-11,PIT,PHI,38.0,29.0,1.0,0.75,32.0,29.3,18.0,19.05,0,0
2020-10-11,WAS,LA,10.0,30.0,1.0,0.8,26.0,30.2,10.666666666666666,19.266666666666666,0,0
2020-10-11,SF,MIA,17.0,43.0,0.75,0.5555555555555556,29.3,21.555555555555557,19.05,21.444444444444443,0,0
2020-10-11,CLE,IND,32.0,23.0,1.0,0.8,31.75,29.6,14.25,22.6,0,0
2020-10-11,DAL,NYG,37.0,34.0,0.75,0.7894736842105263,21.416666666666668,29.789473684210527,15.666666666666666,18.736842105263158,0,0
2020-10-11,SEA,MIN,27.0,26.0,0.8125,0.6666666666666666,29.9375,28.0,19.375,22.666666666666668,0,0
2020-10-12,NO,LAC,30.0,27.0,1.0,0.7777777777777778,34.0,28.22222222222222,27.0,19.333333333333332,0,0
2020-10-13,TEN,BUF,42.0,16.0,0.6,0.5,28.4,27.75,23.9,30.0,0,0
2020-10-18,CAR,CHI,16.0,23.0,1.0,0.7333333333333333,34.0,28.0,30.0,19.133333333333333,0,0
2020-10-18,IND,CIN,31.0,27.0,0.8,1.0,29.6,36.0,22.6,17.0,0,0
2020-10-18,JAX,DET,16.0,34.0,1.0,1.0,40.0,33.75,26.0,23.5,0,0
2020-10-18,MIN,ATL,23.0,40.0,0.6666666666666666,0.7857142857142857,28.0,29.928571428571427,22.666666666666668,18.428571428571427,0,0
2020-10-18,NE,DEN,12.0,18.0,0.6666666666666666,0.7142857142857143,29.333333333333332,28.142857142857142,30.0,20.285714285714285,0,0
2020-10-18,NYG,WAS,20.0,19.0,0.7894736842105263,1.0,29.789473684210527,26.0,18.736842105263158,10.666666666666666,0,0
2020-10-18,PHI,BAL,28.0,30.0,0.75,0.8333333333333334,29.3,29.083333333333332,19.05,15.25,0,0
2020-10-18,PIT,CLE,38.0,7.0,1.0,1.0,32.0,31.75,18.0,14.25,0,0
2020-10-18,TEN,HOU,42.0,36.0,0.6,0.7647058823529411,28.4,28.529411764705884,23.9,19.294117647058822,0,0
2020-10-18,MIA,NYJ,24.0,0.0,0.7142857142857143,0.7777777777777778,28.714285714285715,29.444444444444443,20.19047619047619,19.27777777777778,0,0
2020-10-18,TB,GB,38.0,10.0,1.0,0.9090909090909091,31.0,30.181818181818183,17.0,14.818181818181818,0,0
2020-10-18,SF,LA,24.0,16.0,0.7142857142857143,0.8,28.714285714285715,30.2,20.19047619047619,19.266666666666666,0,0
2020-10-19,BUF,KC,17.0,26.0,0.5,0.6,27.75,30.2,30.0,30.4,0,0
2020-10-19,DAL,ARI,10.0,38.0,0.75,0.7647058823529411,21.416666666666668,29.352941176470587,15.666666666666666,19.647058823529413,0,0
2020-10-22,PHI,NYG,22.0,21.0,0.75,0.7894736842105263,29.3,29.789473684210527,19.05,18.736842105263158,0,0
2020-10-25,ATL,DET,22.0,23.0,0.7857142857142857,1.0,29.928571428571427,33.75,18.428571428571427,23.5,0,0
2020-10-25,CIN,CLE,34.0,37.0,1.0,1.0,36.0,31.75,17.0,14.25,0,0
2020-10-25,HOU,GB,20.0,35.0,0.7647058823529411,0.9090909090909091,28.529411764705884,30.181818181818183,19.294117647058822,14.818181818181818,0,0
2020-10-25,NO,CAR,27.0,24.0,1.0,1.0,34.0,34.0,27.0,30.0,0,0
2020-10-25,NYJ,BUF,10.0,18.0,0.7777777777777778,0.5,29.444444444444443,27.75,19.27777777777778,30.0,0,0
2020-10-25,TEN,PIT,24.0,27.0,0.6,1.0,28.4,32.0,23.9,18.0,0,0
2020-10-25,WAS,DAL,25.0,3.0,1.0,0.75,26.0,21.416666666666668,10.666666666666666,15.666666666666666,0,0
2020-10-25,LV,TB,20.0,45.0,0.6,1.0,30.2,31.0,30.4,17.0,0,0
2020-10-25,DEN,KC,16.0,43.0,0.7142857142857143,0.6,28.142857142857142,30.2,20.285714285714285,30.4,0,0
2020-10-25,LAC,JAX,39.0,29.0,0.7777777777777778,1.0,28.22222222222222,40.0,19.333333333333332,26.0,0,0
2020-10-25,NE,SF,6.0,33.0,0.6666666666666666,0.7272727272727273,29.333333333333332,28.5,30.0,20.0,0,0
2020-10-25,ARI,SEA,37.0,34.0,0.7647058823529411,0.8125,29.352941176470587,29.9375,19.647058823529413,19.375,0,0
2020-10-26,LA,CHI,24.0,10.0,0.7272727272727273,0.7333333333333333,28.5,28.0,20.0,19.133333333333333,0,0
2020-10-29,CAR,ATL,17.0,25.0,1.0,0.7857142857142857,34.0,29.928571428571427,30.0,18.428571428571427,0,0
2020-11-01,BAL,PIT,24.0,28.0,0.8333333333333334,1.0,29.083333333333332,32.0,15.25,18.0,0,0
2020-11-01,BUF,NE,24.0,21.0,0.5,0.6666666666666666,27.75,29.333333333333332,30.0,30.0,0,0
2020-11-01,CIN,TEN,31.0,20.0,1.0,0.6,36.0,28.4,17.0,23.9,0,0
2020-11-01,CLE,LV,6.0,16.0,1.0,0.5,31.75,28.5,14.25,32.833333333333336,0,0
2020-11-01,DET,IND,21.0,41.0,1.0,0.8,33.75,29.6,23.5,22.6,0,0
2020-11-01,GB,MIN,22.0,28.0,0.9090909090909091,0.6666666666666666,30.181818181818183,28.0,14.818181818181818,22.666666666666668,0,0
2020-11-01,KC,NYJ,35.0,9.0,0.6,0.7777777777777778,30.2,29.444444444444443,30.4,19.27777777777778,0,0
2020-11-01,MIA,LA,28.0,17.0,0.7142857142857143,0.7272727272727273,28.714285714285715,28.5,20.19047619047619,20.0,0,0
2020-11-01,DEN,LAC,31.0,30.0,0.782608695652174,0.7777777777777778,29.08695652173913,28.22222222222222,19.608695652173914,19.333333333333332,0,0
2020-11-01,CHI,NO,23.0,26.0,0.7333333333333333,1.0,28.0,34.0,19.133333333333333,27.0,0,0
2020-11-01,SEA,SF,37.0,27.0,0.8125,0.7391304347826086,29.9375,28.695652173913043,19.375,19.391304347826086,0,0
2020-11-01,PHI,DAL,23.0,9.0,0.75,0.75,29.3,21.416666666666668,19.05,15.666666666666666,0,0
2020-11-02,NYG,TB,23.0,25.0,0.7894736842105263,0.5,29.789473684210527,28.5,18.736842105263158,32.833333333333336,0,0
2020-11-05,SF,GB,17.0,34.0,0.7083333333333334,0.9090909090909091,28.625,30.181818181818183,20.125,14.818181818181818,0,0
2020-11-08,ATL,DEN,34.0,27.0,0.7857142857142857,0.782608695652174,29.928571428571427,29.08695652173913,18.428571428571427,19.608695652173914,0,0
2020-11-08,BUF,SEA,44.0,34.0,0.5,0.7083333333333334,27.75,28.625,30.0,20.125,0,0
2020-11-08,IND,BAL,10.0,24.0,0.8,0.8333333333333334,29.6,29.083333333333332,22.6,15.25,0,0
2020-11-08,JAX,HOU,25.0,27.0,1.0,0.7647058823529411,40.0,28.529411764705884,26.0,19.294117647058822,0,0
2020-11-08,KC,CAR,33.0,31.0,0.6,1.0,30.2,34.0,30.4,30.0,0,0
2020-11-08,MIN,DET,34.0,20.0,0.6666666666666666,1.0,28.0,33.75,22.666666666666668,23.5,0,0
2020-11-08,TEN,CHI,24.0,17.0,0.6,0.7333333333333333,28.4,28.0,23.9,19.133333333333333,0,0
2020-11-08,WAS,NYG,20.0,23.0,1.0,0.7894736842105263,26.0,29.789473684210527,10.666666666666666,18.736842105263158,0,0
2020-11-08,LAC,LV,26.0,31.0,0.7777777777777778,0.5714285714285714,28.22222222222222,26.714285714285715,19.333333333333332,29.0,0,0
2020-11-08,ARI,MIA,31.0,34.0,0.7647058823529411,0.7142857142857143,29.352941176470587,28.714285714285715,19.647058823529413,20.19047619047619,0,0
2020-11-08,DAL,PIT,19.0,24.0,0.75,1.0,21.416666666666668,32.0,15.666666666666666,18.0,0,0
2020-11-08,TB,NO,3.0,38.0,0.5,1.0,28.5,34.0,32.833333333333336,27.0,0,0
2020-11-09,NYJ,NE,27.0,30.0,0.7777777777777778,0.6666666666666666,29.444444444444443,29.333333333333332,19.27777777777778,30.0,0,0
2020-11-12,TEN,IND,17.0,34.0,0.6,0.8,28.4,29.6,23.9,22.6,0,0
2020-11-15,CAR,TB,23.0,46.0,1.0,0.5,34.0,28.5,30.0,32.833333333333336,0,0
2020-11-15,CLE,HOU,10.0,7.0,0.5714285714285714,0.7647058823529411,26.714285714285715,28.529411764705884,29.0,19.294117647058822,0,0
2020-11-15,DET,WAS,30.0,27.0,1.0,1.0,33.75,26.0,23.5,10.666666666666666,0,0
2020-11-15,GB,JAX,24.0,20.0,0.68,1.0,28.16,40.0,20.68,26.0,0,0
2020-11-15,NYG,PHI,27.0,17.0,0.7894736842105263,0.75,29.789473684210527,29.3,18.736842105263158,19.05,0,0
2020-11-15,ARI,BUF,32.0,30.0,0.7647058823529411,0.5,29.352941176470587,27.75,19.647058823529413,30.0,0,0
2020-11-15,LV,DEN,37.0,12.0,0.625,0.782608695652174,27.25,29.08695652173913,28.625,19.608695652173914,0,0
2020-11-15,MIA,LAC,29.0,21.0,0.7142857142857143,0.625,28.714285714285715,27.25,20.19047619047619,28.625,0,0
2020-11-15,LA,SEA,23.0,16.0,0.7272727272727273,0.7083333333333334,28.5,28.625,20.0,20.125,0,0
2020-11-15,NO,SF,27.0,13.0,1.0,0.68,34.0,28.16,27.0,20.68,0,0
2020-11-15,PIT,CIN,36.0,10.0,1.0,1.0,32.0,36.0,18.0,17.0,0,0
2020-11-15,NE,BAL,23.0,17.0,0.6666666666666666,0.8333333333333334,29.333333333333332,29.083333333333332,30.0,15.25,0,0
2020-11-16,CHI,MIN,13.0,19.0,0.7333333333333333,0.6666666666666666,28.0,28.0,19.133333333333333,22.666666666666668,0,0
2020-11-19,SEA,ARI,28.0,21.0,0.7083333333333334,0.7647058823529411,28.625,29.352941176470587,20.125,19.647058823529413,0,0
2020-11-22,BAL,TEN,24.0,30.0,0.8333333333333334,0.6,29.083333333333332,28.4,15.25,23.9,0,0
2020-11-22,CAR,DET,20.0,0.0,1.0,1.0,34.0,33.75,30.0,23.5,0,0
2020-11-22,CLE,PHI,22.0,17.0,0.5714285714285714,0.75,26.714285714285715,29.3,29.0,19.05,0,0
2020-11-22,HOU,NE,27.0,20.0,0.7647058823529411,0.6666666666666666,28.529411764705884,29.333333333333332,19.294117647058822,30.0,0,0
2020-11-22,JAX,PIT,3.0,27.0,1.0,1.0,40.0,32.0,26.0,18.0,0,0
2020-11-22,NO,ATL,24.0,9.0,1.0,0.7857142857142857,34.0,29.928571428571427,27.0,18.428571428571427,0,0
2020-11-22,WAS,CIN,20.0,9.0,1.0,1.0,26.0,36.0,10.666666666666666,17.0,0,0
2020-11-22,DEN,MIA,20.0,13.0,0.6666666666666666,0.7142857142857143,28.333333333333332,28.714285714285715,26.77777777777778,20.19047619047619,0,0
2020-11-22,LAC,NYJ,34.0,28.0,0.625,0.7777777777777778,27.25,29.444444444444443,28.625,19.27777777777778,0,0
2020-11-22,IND,GB,34.0,31.0,0.8,0.68,29.6,28.16,22.6,20.68,0,0
2020-11-22,MIN,DAL,28.0,31.0,0.6666666666666666,0.75,28.0,21.416666666666668,22.666666666666668,15.666666666666666,0,0
2020-11-22,LV,KC,31.0,35.0,0.6666666666666666,0.6,28.333333333333332,30.2,26.77777777777778,30.4,0,0
2020-11-23,TB,LA,24.0,27.0,0.5,0.7272727272727273,28.5,28.5,32.833333333333336,20.0,0,0
2020-11-26,DET,HOU,25.0,41.0,1.0,0.7647058823529411,33.75,28.529411764705884,23.5,19.294117647058822,0,0
2020-11-26,DAL,WAS,16.0,41.0,0.75,1.0,21.416666666666668,26.0,15.666666666666666,10.666666666666666,0,0
2020-11-29,ATL,LV,43.0,6.0,0.7857142857142857,0.6,29.928571428571427,28.6,18.428571428571427,27.6,0,0
2020-11-29,BUF,LAC,27.0,17.0,0.5,0.625,27.75,27.25,30.0,28.625,0,0
2020-11-29,CIN,NYG,17.0,19.0,1.0,0.7894736842105263,36.0,29.789473684210527,17.0,18.736842105263158,0,0
2020-11-29,IND,TEN,26.0,45.0,0.8,0.6,29.6,28.4,22.6,23.9,0,0
2020-11-29,JAX,CLE,25.0,27.0,1.0,0.5714285714285714,40.0,26.714285714285715,26.0,29.0,0,0
2020-11-29,MIN,CAR,28.0,27.0,0.6666666666666666,1.0,28.0,34.0,22.666666666666668,30.0,0,0
2020-11-29,NE,ARI,20.0,17.0,0.6666666666666666,0.7647058823529411,29.333333333333332,29.352941176470587,30.0,19.647058823529413,0,0
2020-11-29,NYJ,MIA,3.0,20.0,0.7777777777777778,0.7142857142857143,29.444444444444443,28.714285714285715,19.27777777777778,20.19047619047619,0,0
2020-11-29,DEN,NO,3.0,31.0,0.6666666666666666,1.0,28.333333333333332,34.0,26.77777777777778,27.0,0,0
2020-11-29,LA,SF,20.0,23.0,0.7272727272727273,0.6538461538461539,28.5,27.576923076923077,20.0,20.923076923076923,0,0
2020-11-29,TB,KC,24.0,27.0,0.5,0.6,28.5,28.6,32.833333333333336,27.6,0,0
2020-11-29,GB,CHI,41.0,25.0,0.68,0.7333333333333333,28.16,28.0,20.68,19.133333333333333,0,0
2020-11-30,PHI,SEA,17.0,23.0,0.75,0.7083333333333334,29.3,28.625,19.05,20.125,0,0
2020-12-02,PIT,BAL,19.0,14.0,1.0,0.8333333333333334,32.0,29.083333333333332,18.0,15.25,0,0
2020-12-06,ATL,NO,16.0,21.0,0.5454545454545454,1.0,26.545454545454547,34.0,29.0,27.0,0,0
2020-12-06,CHI,DET,30.0,34.0,0.7333333333333333,1.0,28.0,33.75,19.133333333333333,23.5,0,0
2020-12-06,HOU,IND,20.0,26.0,0.7647058823529411,0.8,28.529411764705884,29.6,19.294117647058822,22.6,0,0
2020-12-06,MIA,CIN,19.0,7.0,0.7142857142857143,1.0,28.714285714285715,36.0,20.19047619047619,17.0,0,0
2020-12-06,MIN,JAX,27.0,24.0,0.6666666666666666,1.0,28.0,40.0,22.666666666666668,26.0,0,0
2020-12-06,NYJ,LV,28.0,31.0,0.7777777777777778,0.5454545454545454,29.444444444444443,26.545454545454547,19.27777777777778,29.0,0,0
2020-12-06,TEN,CLE,35.0,41.0,0.6,0.5714285714285714,28.4,26.714285714285715,23.9,29.0,0,0
2020-12-06,ARI,LA,28.0,38.0,0.7647058823529411,0.6666666666666666,29.352941176470587,27.40740740740741,19.647058823529413,20.88888888888889,0,0
2020-12-06,SEA,NYG,12.0,17.0,0.7083333333333334,0.7894736842105263,28.625,29.789473684210527,20.125,18.736842105263158,0,0
2020-12-06,GB,PHI,30.0,16.0,0.68,0.75,28.16,29.3,20.68,19.05,0,0
2020-12-06,LAC,NE,0.0,45.0,0.625,0.6666666666666666,27.25,29.333333333333332,28.625,30.0,0,0
2020-12-06,KC,DEN,22.0,16.0,0.6,0.6666666666666666,28.6,28.333333333333332,27.6,26.77777777777778,0,0
2020-12-07,PIT,WAS,17.0,23.0,1.0,1.0,32.0,26.0,18.0,10.666666666666666,0,0
2020-12-07,SF,BUF,24.0,34.0,0.6666666666666666,0.5,27.40740740740741,27.75,20.88888888888889,30.0,0,0
2020-12-08,BAL,DAL,34.0,17.0,0.8333333333333334,0.75,29.083333333333332,21.416666666666668,15.25,15.666666666666666,0,0
2020-12-10,LA,NE,24.0,3.0,0.6666666666666666,0.6666666666666666,27.40740740740741,29.333333333333332,20.88888888888889,30.0,0,0
2020-12-13,CAR,DEN,27.0,32.0,1.0,0.6666666666666666,34.0,28.333333333333332,30.0,26.77777777777778,0,0
2020-12-13,CHI,HOU,36.0,7.0,0.7333333333333333,0.7647058823529411,28.0,28.529411764705884,19.133333333333333,19.294117647058822,0,0
2020-12-13,CIN,DAL,7.0,30.0,1.0,0.75,36.0,21.416666666666668,17.0,15.666666666666666,0,0
2020-12-13,JAX,TEN,10.0,31.0,1.0,0.6,40.0,28.4,26.0,23.9,0,0
2020-12-13,MIA,KC,27.0,33.0,0.7142857142857143,0.6,28.714285714285715,28.6,20.19047619047619,27.6,0,0
2020-12-13,NYG,ARI,7.0,26.0,0.7894736842105263,0.7647058823529411,29.789473684210527,29.352941176470587,18.736842105263158,19.647058823529413,0,0
2020-12-13,TB,MIN,26.0,14.0,0.5,0.6666666666666666,28.5,28.0,32.833333333333336,22.666666666666668,0,0
2020-12-13,LV,IND,27.0,44.0,0.5833333333333334,0.8,26.916666666666668,29.6,28.916666666666668,22.6,0,0
2020-12-13,SEA,NYJ,40.0,3.0,0.7083333333333334,0.5833333333333334,28.625,26.916666666666668,20.125,28.916666666666668,0,0
