game_id,season,week,game_date,venue_name,venue_indoor,venue_latitude,venue_longitude,home_team,home_score,home_record,home_win_percentage,away_team,away_score,away_record,away_win_percentage,away_firstdowns,away_firstdownspassing,away_firstdownsrushing,away_firstdownspenalty,away_thirddowneff,away_fourthdowneff,away_totaloffensiveplays,away_totalyards,away_yardsperplay,away_totaldrives,away_netpassingyards,away_completionattempts,away_yardsperpass,away_interceptions,away_sacksyardslost,away_rushingyards,away_rushingattempts,away_yardsperrushattempt,away_redzoneattempts,away_totalpenaltiesyards,away_turnovers,away_fumbleslost,away_defensivetouchdowns,away_possessiontime,spread,over_under,home_moneyline,away_moneyline,away_totalpointspergame,away_yardspergame,away_passingyardspergame,away_rushingyardspergame,away_totalpointspergameallowed,away_yardspergameallowed,away_passingyardspergameallowed,away_rushingyardspergameallowed
401220136,2020,7,2020-10-25T20:25Z,Gillette Stadium,,,,NE,6,2-4,0.0,SF,33,4-3,0.0,17,10,5,2,1-6,0-0,49,241,4.9,9,147,15/25,5.4,4,2-15,94,22,4.3,0-0,3-30,4,0,0,21:37,,,,,,,,,,,,
401220241,2020,7,2020-10-25T20:25Z,SoFi Stadium,,,,LAC,39,2-4,0.0,JAX,29,1-6,0.0,29,16,9,4,6-14,0-0,77,484,6.3,14,349,28/44,7.8,0,1-2,135,32,4.2,2-5,3-35,0,0,0,34:31,,,,,,,,,,,,
401220338,2020,7,2020-10-26T00:20Z,State Farm Stadium,,,,ARI,37,5-2,0.0,SEA,34,5-1,0.0,31,17,11,3,5-12,1-2,81,519,6.4,13,360,34/48,7.5,1,0-0,159,33,4.8,3-5,6-40,2,1,0,30:13,,,,,,,,,,,,
401220351,2020,7,2020-10-27T00:15Z,SoFi Stadium,,,,LAR,24,5-2,0.0,CHI,10,5-2,0.0,24,12,9,3,4-13,0-0,68,371,5.5,13,211,23/33,6.2,0,1-9,160,34,4.7,3-4,4-46,1,1,0,32:35,,,,,,,,,,,,
401220314,2020,8,2020-10-30T00:20Z,Bank of America Stadium,,,,CAR,17,3-5,0.0,ATL,25,2-6,0.0,18,9,6,3,2-10,1-3,52,304,5.8,8,157,16/27,5.2,1,3-22,147,22,6.7,1-1,6-30,1,0,0,23:30,,,,,,,,,,,,
401220115,2020,8,2020-11-01T18:00Z,Highmark Stadium,,,,BUF,24,6-2,0.0,NE,21,2-5,0.0,22,7,14,1,5-11,0-0,57,339,5.9,10,149,11/18,7.8,1,1-5,190,38,5.0,3-4,5-30,1,0,0,29:14,,,,,,,,,,,,
401220158,2020,8,2020-11-01T18:00Z,Paycor Stadium,,,,CIN,31,2-5-1,0.0,TEN,20,5-2,0.0,27,16,7,4,10-15,1-1,69,367,5.3,8,249,26/37,6.7,0,0-0,118,32,3.7,4-5,7-45,0,0,0,35:57,,,,,,,,,,,,
401220169,2020,8,2020-11-01T18:00Z,Huntington Bank Field,,,,CLE,6,5-3,0.0,LV,16,4-3,0.0,14,5,8,1,3-10,2-2,47,223,4.7,6,122,12/25,4.9,0,0-0,101,22,4.6,0-1,7-59,1,1,0,22:17,-1.0,47.0,,,,,,,,,,
401220288,2020,8,2020-11-01T18:00Z,Ford Field,,,,DET,21,3-4,0.0,IND,41,5-2,0.0,20,17,2,1,7-14,0-1,60,326,5.4,12,297,24/42,6.3,1,5-39,29,13,2.2,2-3,4-76,2,1,0,22:14,,,,,,,,,,,,
401220292,2020,8,2020-11-01T18:00Z,Lambeau Field,,,,GB,22,5-2,0.0,MIN,28,2-5,0.0,24,17,5,2,5-11,3-5,66,400,6.1,8,291,27/41,6.9,0,1-0,109,24,4.5,3-3,9-85,1,1,0,32:12,,,,,,,,,,,,
401220222,2020,8,2020-11-01T18:00Z,GEHA Field at Arrowhead Stadium,,,,KC,35,7-1,0.0,NYJ,9,0-8,0.0,25,21,3,1,7-13,1-3,67,496,7.4,10,446,35/47,9.5,0,0-0,50,20,2.5,1-2,7-61,0,0,0,31:30,,,,,,,,,,,,
401220127,2020,8,2020-11-01T18:00Z,Hard Rock Stadium,,,,MIA,28,4-3,0.0,LAR,17,5-3,0.0,8,5,3,0,3-12,0-0,48,145,3.0,14,90,12/22,3.9,0,1-3,55,25,2.2,2-2,3-30,2,2,3,23:30,,,,,,,,,,,,
401220148,2020,8,2020-11-01T18:00Z,M&T Bank Stadium,,,,BAL,24,5-2,0.0,PIT,28,7-0,0.0,25,11,13,1,8-15,1-2,79,457,5.8,12,192,13/28,6.0,2,4-16,265,47,5.6,3-5,9-110,4,2,0,35:22,,,,,,,,,,,,
401220212,2020,8,2020-11-01T21:05Z,Empower Field at Mile High,,,,DEN,31,3-4,0.0,LAC,30,2-5,0.0,17,11,3,3,5-13,0-0,59,351,5.9,13,243,26/41,5.7,1,2-5,108,16,6.8,2-3,8-70,1,0,0,24:07,,,,,,,,,,,,
401220277,2020,8,2020-11-01T21:25Z,Soldier Field,,,,CHI,23,5-3,0.0,NO,26,5-2,0.0,18,12,5,1,5-15,2-3,69,329,4.8,12,233,28/41,5.1,1,5-39,96,23,4.2,1-2,7-53,1,0,0,33:09,,,,,,,,,,,,
401220361,2020,8,2020-11-01T21:25Z,Lumen Field,,,,SEA,37,6-1,0.0,SF,27,4-4,0.0,27,16,7,4,9-15,0-0,67,350,5.2,11,249,27/37,6.4,0,2-12,101,28,3.6,4-4,6-30,0,0,0,30:58,,,,,,,,,,,,
401220258,2020,8,2020-11-02T01:20Z,Lincoln Financial Field,,,,PHI,23,3-4-1,0.0,DAL,9,2-6,0.0,18,8,6,4,3-8,0-3,58,222,3.8,11,103,16/28,3.2,2,4-29,119,26,4.6,2-2,4-28,4,2,2,27:10,,,,,,,,,,,,
401220257,2020,8,2020-11-03T01:15Z,MetLife Stadium,,,,NYG,23,1-7,0.0,TB,25,6-2,0.0,24,17,6,1,4-11,2-2,69,357,5.2,11,256,26/42,5.7,2,3-18,101,24,4.2,3-4,7-73,2,0,0,29:50,,,,,,,,,,,,
401220359,2020,9,2020-11-06T01:20Z,Levi's Stadium,,,,SF,17,4-5,0.0,GB,34,6-2,0.0,17,8,6,3,3-10,0-1,53,337,6.4,10,282,22/35,7.8,1,1-9,55,17,3.2,1-3,4-33,2,1,0,23:30,,,,,,,,,,,,
401220311,2020,9,2020-11-08T18:00Z,Mercedes-Benz Stadium,,,,ATL,34,3-6,0.0,DEN,27,3-5,0.0,23,15,5,3,6-13,0-0,69,363,5.3,14,271,25/35,7.3,1,2-13,92,32,2.9,2-4,5-61,1,0,0,33:27,,,,,,,,,,,,
401220120,2020,9,2020-11-08T18:00Z,Highmark Stadium,,,,BUF,44,7-2,0.0,SEA,34,6-2,0.0,27,19,5,3,5-12,0-0,64,420,6.6,12,386,31/38,8.6,0,7-29,34,19,1.8,4-7,6-70,0,0,0,32:01,,,,,,,,,,,,
401220207,2020,9,2020-11-08T18:00Z,Nissan Stadium,,,,TEN,24,6-2,0.0,CHI,17,5-4,0.0,11,7,4,0,6-15,0-0,55,228,4.1,12,136,10/21,5.7,0,3-22,92,31,3.0,1-1,6-57,0,0,2,26:06,,,,,,,,,,,,
401220189,2020,9,2020-11-08T18:00Z,Lucas Oil Stadium,,,,IND,10,5-3,0.0,BAL,24,6-2,0.0,20,11,7,2,2-12,2-4,65,339,5.2,12,227,25/44,5.2,1,0-0,112,21,5.3,1-2,4-30,2,1,0,26:34,,,,,,,,,,,,
401220224,2020,9,2020-11-08T18:00Z,GEHA Field at Arrowhead Stadium,,,,KC,33,8-1,0.0,CAR,31,3-6,0.0,24,18,3,3,6-11,0-0,58,397,6.8,9,361,30/45,7.7,0,2-11,36,11,3.3,3-4,8-75,1,1,0,21:59,,,,,,,,,,,,
401220299,2020,9,2020-11-08T18:00Z,U.S. Bank Stadium,,,,MIN,34,3-5,0.0,DET,20,3-5,0.0,22,11,10,1,4-10,0-1,55,487,8.9,11,212,13/20,10.1,0,1-8,275,34,8.1,3-4,9-69,0,0,0,27:11,,,,,,,,,,,,
401220267,2020,9,2020-11-08T18:00Z,Northwest Stadium,,,,WSH,20,2-6,0.0,NYG,23,2-7,0.0,19,15,3,1,3-8,0-0,50,402,8.0,10,365,29/39,8.9,3,2-22,37,9,4.1,1-3,6-45,5,2,0,23:33,-3.0,43.0,,,,,,,,,,
401220194,2020,9,2020-11-08T18:00Z,EverBank Stadium,,,,JAX,25,1-7,0.0,HOU,27,2-6,0.0,22,13,8,1,6-14,0-1,67,403,6.0,12,288,26/38,7.2,1,2-16,115,27,4.3,2-3,4-78,1,0,0,32:07,,,,,,,,,,,,
401220236,2020,9,2020-11-08T21:05Z,SoFi Stadium,,,,LAC,26,2-6,0.0,LV,31,5-3,0.0,26,18,6,2,7-15,2-2,75,440,5.9,10,312,28/42,7.1,0,2-14,128,31,4.1,2-4,5-45,1,1,0,34:44,1.0,52.5,,,,,,,,,,
401220248,2020,9,2020-11-08T21:25Z,AT&T Stadium,,,,DAL,19,2-7,0.0,PIT,24,8-0,0.0,19,10,9,0,8-17,0-1,71,364,5.1,11,220,21/38,5.5,1,2-23,144,31,4.6,0-2,7-70,2,1,0,33:24,,,,,,,,,,,,
401220342,2020,9,2020-11-08T21:25Z,State Farm Stadium,,,,ARI,31,5-3,0.0,MIA,34,5-3,0.0,26,17,6,3,5-12,2-3,64,442,6.9,9,264,21/26,9.8,0,1-19,178,37,4.8,2-3,7-71,1,1,0,31:03,,,,,,,,,,,,
401220330,2020,9,2020-11-09T01:20Z,Raymond James Stadium,,,,TB,3,6-3,0.0,NO,38,6-2,0.0,13,10,0,3,1-9,0-3,46,194,4.2,11,186,22/38,4.5,3,3-23,8,5,1.6,0-1,5-39,3,0,0,19:56,,,,,,,,,,,,
401220140,2020,9,2020-11-10T01:15Z,MetLife Stadium,,,,NYJ,27,0-9,0.0,NE,30,3-5,0.0,18,12,4,2,6-10,0-0,44,322,7.3,8,257,18/25,9.9,1,1-5,65,18,3.6,1-2,4-32,1,0,0,23:02,,,,,,,,,,,,
401220203,2020,10,2020-11-13T01:20Z,Nissan Stadium,,,,TEN,17,6-3,0.0,IND,34,6-3,0.0,25,9,9,7,3-10,0-1,60,294,4.9,9,137,15/27,4.9,0,1-10,157,32,4.9,2-4,3-30,0,0,0,28:42,,,,,,,,,,,,
401220165,2020,10,2020-11-15T18:00Z,Huntington Bank Field,,,,CLE,10,6-3,0.0,HOU,7,2-7,0.0,20,5,13,2,6-12,0-1,62,356,5.7,8,125,12/20,6.0,0,1-7,231,41,5.6,1-3,6-63,0,0,0,33:20,,,,,,,,,,,,
401220289,2020,10,2020-11-15T18:00Z,Ford Field,,,,DET,30,4-5,0.0,WSH,27,2-7,0.0,21,12,7,2,4-10,0-0,55,372,6.8,10,267,24/33,7.9,0,1-9,105,21,5.0,1-2,9-55,0,0,0,24:17,-3.0,45.5,,,,,,,,,,
401220295,2020,10,2020-11-15T18:00Z,Lambeau Field,,,,GB,24,7-2,0.0,JAX,20,1-8,0.0,16,11,3,2,5-13,0-1,60,395,6.6,13,315,24/34,9.0,1,1-10,80,25,3.2,2-3,4-35,2,1,0,31:41,,,,,,,,,,,,
401220251,2020,10,2020-11-15T18:00Z,MetLife Stadium,,,,NYG,27,3-7,0.0,PHI,17,3-5-1,0.0,22,12,7,3,5-14,1-2,67,382,5.7,11,231,21/28,7.5,0,3-13,151,36,4.2,2-3,7-64,0,0,0,31:43,,,,,,,,,,,,
401220368,2020,10,2020-11-15T18:00Z,Bank of America Stadium,,,,CAR,23,3-7,0.0,TB,46,7-3,0.0,13,7,5,1,1-9,1-3,47,187,4.0,11,122,20/28,3.9,1,3-26,65,16,4.1,2-2,5-40,1,0,0,23:55,,,,,,,,,,,,
401220226,2020,10,2020-11-15T21:05Z,Allegiant Stadium,,,,LV,37,6-3,0.0,DEN,12,3-6,0.0,21,8,11,2,6-13,0-0,66,357,5.4,13,154,16/25,6.2,0,0-0,203,41,5.0,3-5,8-82,0,0,0,36:38,-3.0,50.5,,,,,,,,,,
401220126,2020,10,2020-11-15T21:05Z,Hard Rock Stadium,,,,MIA,29,6-3,0.0,LAC,21,2-7,0.0,17,10,6,1,5-14,0-0,57,280,4.9,11,169,15/25,6.8,0,0-0,111,32,3.5,3-5,3-15,1,1,0,30:06,,,,,,,,,,,,
401220341,2020,10,2020-11-15T21:05Z,State Farm Stadium,,,,ARI,32,6-3,0.0,BUF,30,7-3,0.0,26,11,14,1,5-13,1-1,70,453,6.5,12,236,22/32,6.7,1,3-9,217,35,6.2,2-4,7-40,2,1,0,29:40,,,,,,,,,,,,
401220346,2020,10,2020-11-15T21:25Z,SoFi Stadium,,,,LAR,23,6-3,0.0,SEA,16,6-3,0.0,24,15,8,1,9-15,1-1,69,389,5.6,10,283,27/37,7.1,0,3-19,106,29,3.7,3-4,4-49,1,1,0,33:36,,,,,,,,,,,,
401220327,2020,10,2020-11-15T21:25Z,Caesars Superdome,,,,NO,27,7-2,0.0,SF,13,4-6,0.0,17,8,7,2,2-12,0-0,56,237,4.2,13,123,14/23,4.7,0,3-16,114,30,3.8,3-4,5-61,2,2,0,27:06,,,,,,,,,,,,
401220171,2020,10,2020-11-15T21:25Z,Acrisure Stadium,,,,PIT,36,9-0,0.0,CIN,10,2-6-1,0.0,22,17,2,3,6-16,0-0,66,377,5.7,14,333,27/46,7.2,0,0-0,44,20,2.2,4-5,6-45,0,0,0,30:28,,,,,,,,,,,,
401220137,2020,10,2020-11-16T01:20Z,Gillette Stadium,,,,NE,23,4-5,0.0,BAL,17,6-3,0.0,25,10,11,4,5-11,1-1,58,308,5.3,10,135,14/18,7.1,0,1-7,173,39,4.4,2-3,3-18,0,0,0,27:26,,,,,,,,,,,,
401220276,2020,10,2020-11-17T01:15Z,Soldier Field,,,,CHI,13,5-5,0.0,MIN,19,4-5,0.0,10,9,1,0,2-11,0-2,50,149,3.0,11,108,16/31,3.3,1,2-16,41,17,2.4,0-1,1-5,2,1,1,24:10,,,,,,,,,,,,
401220360,2020,11,2020-11-20T01:20Z,Lumen Field,,,,SEA,28,7-3,0.0,ARI,21,6-4,0.0,22,12,8,2,8-14,0-0,62,347,5.6,10,182,23/28,5.9,0,3-15,165,31,5.3,2-4,8-79,0,0,0,35:07,,,,,,,,,,,,
401220167,2020,11,2020-11-22T18:00Z,Huntington Bank Field,,,,CLE,22,7-3,0.0,PHI,17,3-6-1,0.0,17,9,7,1,4-14,0-2,65,324,5.0,13,187,12/22,7.5,0,3-17,137,40,3.4,1-3,3-53,1,1,1,31:44,,,,,,,,,,,,
401220321,2020,11,2020-11-22T18:00Z,Caesars Superdome,,,,NO,24,8-2,0.0,ATL,9,3-7,0.0,24,9,12,3,4-11,1-1,62,376,6.1,10,210,18/23,8.1,0,3-23,166,36,4.6,3-4,5-35,1,1,0,33:41,,,,,,,,,,,,
401220272,2020,11,2020-11-22T18:00Z,Northwest Stadium,,,,WSH,20,3-7,0.0,CIN,9,2-7-1,0.0,20,9,10,1,4-13,0-0,61,325,5.3,12,161,17/25,6.0,1,2-5,164,34,4.8,2-4,6-49,1,0,0,30:46,-1.5,47.5,,,,,,,,,,
401220318,2020,11,2020-11-22T18:00Z,Bank of America Stadium,,,,CAR,20,4-7,0.0,DET,0,4-6,0.0,20,12,7,1,5-15,0-0,70,374,5.3,11,258,24/35,7.2,2,1-0,116,34,3.4,2-5,7-45,2,0,0,36:48,,,,,,,,,,,,
401220198,2020,11,2020-11-22T18:00Z,EverBank Stadium,,,,JAX,3,1-9,0.0,PIT,27,10-0,0.0,14,8,4,2,4-13,0-1,56,206,3.7,12,133,16/37,3.4,4,2-18,73,17,4.3,0-1,8-105,4,0,0,23:31,,,,,,,,,,,,
401220150,2020,11,2020-11-22T18:00Z,M&T Bank Stadium,,,,BAL,24,6-4,0.0,TEN,30,7-3,0.0,21,9,9,3,9-15,0-0,63,306,4.9,10,177,17/29,5.9,1,1-9,129,33,3.9,1-4,6-81,1,0,0,31:06,,,,,,,,,,,,
401220185,2020,11,2020-11-22T18:00Z,NRG Stadium,,,,HOU,27,3-7,0.0,NE,20,4-6,0.0,21,17,2,2,5-11,0-0,56,399,7.1,9,344,28/37,9.3,0,0-0,55,19,2.9,3-4,5-35,0,0,0,27:42,,,,,,,,,,,,
401220214,2020,11,2020-11-22T21:05Z,Empower Field at Mile High,,,,DEN,20,4-6,0.0,MIA,13,6-4,0.0,19,9,8,2,4-12,1-2,63,459,7.3,11,270,18/30,9.0,1,0-0,189,33,5.7,1-4,8-70,2,1,0,30:19,,,,,,,,,,,,
401220238,2020,11,2020-11-22T21:05Z,SoFi Stadium,,,,LAC,34,3-7,0.0,NYJ,28,0-10,0.0,28,18,5,5,9-15,0-1,78,376,4.8,10,347,37/49,6.7,0,3-19,29,26,1.1,2-5,9-78,1,1,2,36:28,,,,,,,,,,,,
401220191,2020,11,2020-11-22T21:25Z,Lucas Oil Stadium,,,,IND,34,7-3,0.0,GB,31,7-3,0.0,23,12,10,1,6-16,2-2,74,420,5.7,14,280,24/36,7.6,1,1-8,140,37,3.8,2-4,8-116,2,1,0,35:01,,,,,,,,,,,,
401220305,2020,11,2020-11-22T21:25Z,U.S. Bank Stadium,,,,MIN,28,4-6,0.0,DAL,31,3-7,0.0,24,14,9,1,6-10,0-1,61,430,7.0,11,305,22/30,9.5,0,2-9,125,29,4.3,3-3,8-80,2,2,0,31:49,,,,,,,,,,,,
401220227,2020,11,2020-11-23T01:20Z,Allegiant Stadium,,,,LV,31,6-4,0.0,KC,35,9-1,0.0,25,17,5,3,6-9,0-0,57,364,6.4,9,275,23/31,8.9,1,0-0,89,26,3.4,4-5,8-72,1,0,0,27:55,8.0,56.5,,,,,,,,,,
401220335,2020,11,2020-11-24T01:15Z,Raymond James Stadium,,,,TB,24,7-4,0.0,LAR,27,7-3,0.0,20,14,4,2,7-14,0-1,67,251,3.7,12,209,26/48,4.3,2,1-7,42,18,2.3,3-3,2-7,2,0,0,26:47,,,,,,,,,,,,
401220287,2020,12,2020-11-26T17:30Z,Ford Field,,,,DET,25,4-7,0.0,HOU,41,4-7,0.0,28,17,8,3,6-13,1-3,76,388,5.1,12,279,28/43,5.9,1,4-16,109,29,3.8,3-4,4-44,3,2,0,33:44,,,,,,,,,,,,
401220244,2020,12,2020-11-26T21:30Z,AT&T Stadium,,,,DAL,16,3-8,0.0,WSH,41,4-7,0.0,13,6,6,1,4-13,1-4,57,247,4.3,11,187,25/35,4.8,1,4-28,60,18,3.3,0-3,5-45,2,1,0,24:04,-2.5,46.0,,,,,,,,,,
401220312,2020,12,2020-11-29T18:00Z,Mercedes-Benz Stadium,,,,ATL,43,4-7,0.0,LV,6,6-5,0.0,23,13,5,5,9-19,1-1,72,304,4.2,13,179,22/39,4.5,1,1-6,125,32,3.9,3-5,6-49,1,0,2,34:58,3.5,53.0,,,,,,,,,,
401220118,2020,12,2020-11-29T18:00Z,Highmark Stadium,,,,BUF,27,8-3,0.0,LAC,17,3-8,0.0,23,8,11,4,4-9,0-0,58,332,5.7,12,160,19/25,5.7,1,3-17,172,30,5.7,2-3,9-85,3,2,0,29:56,,,,,,,,,,,,
401220160,2020,12,2020-11-29T18:00Z,Paycor Stadium,,,,CIN,17,2-8-1,0.0,NYG,19,4-7,0.0,11,5,4,2,3-10,1-1,46,155,3.4,12,115,17/29,3.7,1,2-21,40,15,2.7,1-1,3-27,3,2,1,22:34,,,,,,,,,,,,
401220188,2020,12,2020-11-29T18:00Z,Lucas Oil Stadium,,,,IND,26,7-4,0.0,TEN,45,8-3,0.0,27,17,6,4,5-13,1-2,67,336,5.0,12,280,24/44,6.1,1,2-15,56,21,2.7,4-4,6-50,1,0,0,24:27,,,,,,,,,,,,
401220302,2020,12,2020-11-29T18:00Z,U.S. Bank Stadium,,,,MIN,28,5-6,0.0,CAR,27,4-8,0.0,26,18,7,1,6-13,1-1,71,387,5.5,11,291,34/45,6.2,0,2-16,96,24,4.0,3-4,8-52,3,3,0,31:13,,,,,,,,,,,,
401220135,2020,12,2020-11-29T18:00Z,Gillette Stadium,,,,NE,20,5-6,0.0,ARI,17,6-5,0.0,16,4,8,4,4-11,1-1,51,179,3.5,9,69,9/18,3.3,2,3-15,110,30,3.7,2-3,6-42,2,0,0,25:52,,,,,,,,,,,,
401220139,2020,12,2020-11-29T18:00Z,MetLife Stadium,,,,NYJ,3,0-11,0.0,MIA,20,7-4,0.0,10,6,4,0,3-13,0-1,53,260,4.9,11,173,16/27,5.8,2,3-24,87,23,3.8,0-3,6-74,2,0,0,27:23,,,,,,,,,,,,
401220197,2020,12,2020-11-29T18:00Z,EverBank Stadium,,,,JAX,25,1-10,0.0,CLE,27,8-3,0.0,22,12,8,2,5-13,1-1,60,375,6.2,9,235,20/35,6.7,0,0-0,140,25,5.6,2-3,5-24,0,0,0,27:19,,,,,,,,,,,,
401220215,2020,12,2020-11-29T21:05Z,Empower Field at Mile High,,,,DEN,3,4-7,0.0,NO,31,9-2,0.0,6,1,5,0,1-10,0-0,43,112,2.6,12,12,1/9,1.2,2,1-1,100,33,3.0,0-0,2-10,3,1,0,24:14,,,,,,,,,,,,
401220345,2020,12,2020-11-29T21:05Z,SoFi Stadium,,,,LAR,20,7-4,0.0,SF,23,5-6,0.0,14,8,5,1,4-13,0-0,61,308,5.0,15,182,19/31,5.5,2,2-16,126,28,4.5,1-1,3-27,4,2,2,25:57,,,,,,,,,,,,
401220333,2020,12,2020-11-29T21:25Z,Raymond James Stadium,,,,TB,24,7-5,0.0,KC,27,10-1,0.0,20,14,3,3,3-9,1-1,55,417,7.6,11,342,27/41,8.1,2,1-3,75,13,5.8,1-2,8-57,2,0,0,23:13,,,,,,,,,,,,
401220290,2020,12,2020-11-30T01:20Z,Lambeau Field,,,,GB,41,8-3,0.0,CHI,25,5-6,0.0,28,13,14,1,6-11,3-3,68,393,5.8,9,211,21/29,7.3,0,0-0,182,39,4.7,4-5,3-17,0,0,2,37:44,,,,,,,,,,,,
401220262,2020,12,2020-12-01T01:15Z,Lincoln Financial Field,,,,PHI,17,3-7-1,0.0,SEA,23,8-3,0.0,18,11,4,3,8-17,0-3,66,250,3.8,11,180,26/46,3.5,1,6-41,70,14,5.0,1-3,9-79,1,0,0,27:03,,,,,,,,,,,,
401220170,2020,12,2020-12-02T20:40Z,Acrisure Stadium,,,,PIT,19,11-0,0.0,BAL,14,6-5,0.0,22,16,5,1,6-14,0-2,71,334,4.7,10,266,36/51,5.2,1,0-0,68,20,3.4,1-4,5-40,2,1,2,33:39,,,,,,,,,,,,
401220307,2020,13,2020-12-06T18:00Z,Mercedes-Benz Stadium,,,,ATL,16,4-8,0.0,NO,21,10-2,0.0,21,12,4,5,5-13,0-1,63,332,5.3,12,262,19/39,6.2,0,3-11,70,21,3.3,1-4,1-15,1,1,0,23:06,,,,,,,,,,,,
401220274,2020,13,2020-12-06T18:00Z,Soldier Field,,,,CHI,30,5-7,0.0,DET,34,5-7,0.0,26,15,9,2,4-11,0-1,67,389,5.8,11,249,26/34,6.9,0,2-18,140,31,4.5,4-4,3-20,1,1,0,32:18,,,,,,,,,,,,
401220205,2020,13,2020-12-06T18:00Z,Nissan Stadium,,,,TEN,35,8-4,0.0,CLE,41,9-3,0.0,25,18,4,3,2-10,3-4,66,431,6.5,12,369,29/45,7.7,1,3-20,62,18,3.4,4-5,5-52,3,2,1,23:14,,,,,,,,,,,,
401220129,2020,13,2020-12-06T18:00Z,Hard Rock Stadium,,,,MIA,19,8-4,0.0,CIN,7,2-9-1,0.0,23,16,4,3,1-10,1-1,67,406,6.1,11,296,26/39,7.6,0,0-0,110,28,3.9,1-4,8-54,1,1,0,32:16,,,,,,,,,,,,
401220303,2020,13,2020-12-06T18:00Z,U.S. Bank Stadium,,,,MIN,27,6-6,0.0,JAX,24,1-11,0.0,30,17,10,3,7-16,0-0,85,420,4.9,16,275,28/43,5.9,1,4-30,145,38,3.8,2-4,6-41,2,1,0,37:33,,,,,,,,,,,,
401220142,2020,13,2020-12-06T18:00Z,MetLife Stadium,,,,NYJ,28,0-12,0.0,LV,31,7-5,0.0,24,11,11,2,5-9,0-0,60,376,6.3,12,170,14/23,6.5,1,3-16,206,34,6.1,4-4,6-40,3,2,0,28:59,7.0,48.0,,,,,,,,,,
401220178,2020,13,2020-12-06T18:00Z,NRG Stadium,,,,HOU,20,4-8,0.0,IND,26,8-4,0.0,20,15,4,1,5-13,0-0,62,398,6.4,11,308,26/38,7.2,1,5-33,90,19,4.7,2-4,3-30,2,1,0,26:28,,,,,,,,,,,,
401220336,2020,13,2020-12-06T21:05Z,State Farm Stadium,,,,ARI,28,6-6,0.0,LAR,38,8-4,0.0,18,11,5,2,4-12,2-2,62,232,3.7,12,140,21/39,3.4,1,2-33,92,21,4.4,3-3,5-21,2,1,0,21:07,,,,,,,,,,,,
401220364,2020,13,2020-12-06T21:05Z,Lumen Field,,,,SEA,12,8-4,0.0,NYG,17,5-7,0.0,21,13,6,2,4-13,0-2,70,327,4.7,12,216,27/43,4.5,1,5-47,111,22,5.0,0-1,6-41,2,1,0,30:11,,,,,,,,,,,,
401220297,2020,13,2020-12-06T21:25Z,Lambeau Field,,,,GB,30,9-3,0.0,PHI,16,3-8-1,0.0,20,14,6,0,5-12,1-1,61,437,7.2,10,288,25/34,8.0,0,2-7,149,25,6.0,2-2,5-30,0,0,0,31:39,,,,,,,,,,,,
401220237,2020,13,2020-12-06T21:25Z,SoFi Stadium,,,,LAC,0,3-9,0.0,NE,45,6-6,0.0,17,12,4,1,7-18,1-5,71,258,3.6,11,188,26/53,3.4,2,3-21,70,15,4.7,0-0,5-30,2,0,0,26:19,,,,,,,,,,,,
401220218,2020,13,2020-12-07T01:20Z,GEHA Field at Arrowhead Stadium,,,,KC,22,11-1,0.0,DEN,16,4-8,0.0,25,18,6,1,3-10,0-0,63,447,7.1,10,313,25/40,7.6,0,1-5,134,22,6.1,0-4,5-44,0,0,0,29:29,,,,,,,,,,,,
401220176,2020,13,2020-12-07T22:00Z,Acrisure Stadium,,,,PIT,17,11-1,0.0,WSH,23,5-7,0.0,17,13,1,3,6-15,0-2,67,326,4.9,14,305,33/53,5.8,1,0-0,21,14,1.5,1-3,6-45,1,0,0,29:34,-5.5,44.0,,,,,,,,,,
401220357,2020,13,2020-12-08T01:15Z,State Farm Stadium,,,,SF,24,5-7,0.0,BUF,34,9-3,0.0,24,18,5,1,6-11,0-1,60,402,6.7,9,316,26/39,8.1,2,0-0,86,21,4.1,3-5,7-43,2,0,0,25:02,,,,,,,,,,,,
401220151,2020,13,2020-12-09T01:05Z,M&T Bank Stadium,,,,BAL,34,7-5,0.0,DAL,17,3-9,0.0,19,2,16,1,5-11,1-1,54,401,7.4,9,107,12/17,6.3,1,0-0,294,37,7.9,1-4,4-23,1,0,0,27:34,,,,,,,,,,,,
401220349,2020,14,2020-12-11T01:20Z,SoFi Stadium,,,,LAR,24,9-4,0.0,NE,3,6-7,0.0,17,6,10,1,3-14,2-2,62,318,5.1,11,132,16/25,5.1,1,1-5,186,36,5.2,2-3,5-35,1,0,1,31:46,,,,,,,,,,,,
401220279,2020,14,2020-12-13T18:00Z,Soldier Field,,,,CHI,36,6-7,0.0,HOU,7,4-9,0.0,23,17,5,1,3-10,0-0,59,410,6.9,11,241,24/33,6.7,0,3-26,169,23,7.3,3-4,7-44,0,0,0,29:34,,,,,,,,,,,,
401220159,2020,14,2020-12-13T18:00Z,Paycor Stadium,,,,CIN,7,2-10-1,0.0,DAL,30,4-9,0.0,18,13,5,0,9-16,1-4,70,309,4.4,9,208,28/38,5.2,0,2-14,101,30,3.4,1-3,3-25,3,3,0,34:41,,,,,,,,,,,,
