home_games_played,home_points_scored,home_points_allowed,home_wins,home_losses,home_ties,away_games_played,away_points_scored,away_points_allowed,away_wins,away_losses,away_ties,total_games,avg_points_scored,avg_points_allowed,total_wins,total_losses,total_ties,win_percentage,year,team
9,22.333333333333332,21.77777777777778,5,3,1,8,20.5,21.875,4,4,0,17,21.470588235294116,21.823529411764707,9,7,1,0.5588235294117647,2022,NYG
8,19.875,18.25,4,4,0,9,16.555555555555557,22.22222222222222,5,4,0,17,18.11764705882353,20.352941176470587,9,8,0,0.5294117647058824,2022,PIT
8,22.375,19.25,5,3,0,9,25.0,21.77777777777778,4,5,0,17,23.764705882352942,20.58823529411765,9,8,0,0.5294117647058824,2022,JAX
8,19.125,17.375,5,3,0,9,21.88888888888889,19.555555555555557,5,4,0,17,20.58823529411765,18.529411764705884,10,7,0,0.5882352941176471,2022,BAL
9,28.0,14.777777777777779,8,1,0,8,24.75,18.0,5,3,0,17,26.470588235294116,16.294117647058822,13,4,0,0.7647058823529411,2022,SF
8,18.0,18.25,4,4,0,9,15.88888888888889,23.666666666666668,1,8,0,17,16.88235294117647,21.11764705882353,5,12,0,0.29411764705882354,2022,DEN
8,27.125,26.125,4,4,0,9,19.77777777777778,23.22222222222222,2,7,0,17,23.235294117647058,24.58823529411765,6,11,0,0.35294117647058826,2022,LV
9,23.88888888888889,21.333333333333332,5,4,0,8,19.375,22.375,3,5,0,17,21.764705882352942,21.823529411764707,8,9,0,0.47058823529411764,2022,GB
8,31.75,18.375,7,1,0,8,25.125,17.375,6,2,0,16,28.4375,17.875,13,3,0,0.8125,2022,BUF
9,26.88888888888889,18.77777777777778,7,2,0,8,29.375,21.875,7,1,0,17,28.058823529411764,20.235294117647058,14,3,0,0.8235294117647058,2022,PHI
8,19.25,22.25,2,6,0,9,15.0,27.666666666666668,2,6,1,17,17.0,25.11764705882353,4,12,1,0.2647058823529412,2022,IND
8,19.5,17.875,4,4,0,9,23.11111111111111,22.666666666666668,4,5,0,17,21.41176470588235,20.41176470588235,8,9,0,0.47058823529411764,2022,NE
9,21.444444444444443,22.22222222222222,5,4,0,8,15.0,19.75,3,5,0,17,18.41176470588235,21.058823529411764,8,9,0,0.47058823529411764,2022,TB
9,22.77777777777778,16.444444444444443,5,4,0,8,20.75,18.25,6,2,0,17,21.823529411764707,17.294117647058822,11,6,0,0.6470588235294118,2023,KC
8,24.0,20.25,5,3,0,9,14.333333333333334,23.444444444444443,2,7,0,17,18.88235294117647,21.941176470588236,7,10,0,0.4117647058823529,2023,ATL
9,22.333333333333332,13.88888888888889,8,1,0,8,24.375,29.625,3,5,0,17,23.294117647058822,21.294117647058822,11,6,0,0.6470588235294118,2023,CLE
9,25.666666666666668,25.444444444444443,4,5,0,8,20.625,23.25,5,3,0,17,23.294117647058822,24.41176470588235,9,8,0,0.5294117647058824,2023,IND
8,19.25,23.25,2,6,0,9,21.11111111111111,19.555555555555557,5,4,0,17,20.235294117647058,21.294117647058822,7,10,0,0.4117647058823529,2023,MIN
8,25.125,18.875,5,3,0,9,22.333333333333332,19.555555555555557,4,5,0,17,23.647058823529413,19.235294117647058,9,8,0,0.5294117647058824,2023,NO
9,18.333333333333332,19.22222222222222,5,4,0,8,17.375,18.875,5,3,0,17,17.88235294117647,19.058823529411764,10,7,0,0.5882352941176471,2023,PIT
9,31.88888888888889,17.77777777777778,6,3,0,8,24.5,15.0,7,1,0,17,28.41176470588235,16.470588235294116,13,4,0,0.7647058823529411,2023,BAL
8,24.875,19.875,5,3,0,9,17.88888888888889,24.444444444444443,2,7,0,17,21.176470588235293,22.294117647058822,7,10,0,0.4117647058823529,2023,CHI
9,22.444444444444443,19.555555555555557,5,4,0,8,19.375,29.625,3,5,0,17,21.0,24.294117647058822,8,9,0,0.47058823529411764,2023,DEN
9,12.11111111111111,20.88888888888889,1,8,0,8,15.875,22.25,3,5,0,17,13.882352941176471,21.529411764705884,4,13,0,0.23529411764705882,2023,NE
9,21.555555555555557,23.11111111111111,2,7,0,8,19.0,23.75,3,5,0,17,20.352941176470587,23.41176470588235,5,12,0,0.29411764705882354,2023,LAC
8,22.375,23.875,5,3,0,9,20.555555555555557,23.444444444444443,4,5,0,17,21.41176470588235,23.647058823529413,9,8,0,0.5294117647058824,2023,SEA
8,14.125,18.625,4,4,0,9,17.0,28.666666666666668,2,7,0,17,15.647058823529411,23.941176470588236,6,11,0,0.35294117647058826,2023,NYG
9,17.666666666666668,19.555555555555557,4,5,0,8,13.625,22.375,3,5,0,17,15.764705882352942,20.88235294117647,7,10,0,0.4117647058823529,2023,NYJ
8,30.875,29.375,6,2,0,9,20.666666666666668,21.444444444444443,5,4,0,17,25.470588235294116,25.176470588235293,11,6,0,0.6470588235294118,2023,PHI
9,28.444444444444443,15.88888888888889,7,2,0,8,24.375,21.0,4,4,0,17,26.529411764705884,18.294117647058822,11,6,0,0.6470588235294118,2023,BUF
9,23.666666666666668,19.11111111111111,6,3,0,8,19.125,26.5,3,5,0,17,21.529411764705884,22.58823529411765,9,8,0,0.5294117647058824,2023,CIN
8,30.5,21.625,6,2,0,9,24.11111111111111,24.666666666666668,6,3,0,17,27.11764705882353,23.235294117647058,12,5,0,0.7058823529411765,2023,DET
9,22.666666666666668,19.333333333333332,5,4,0,8,12.625,24.125,1,7,0,17,17.941176470588236,21.58823529411765,6,11,0,0.35294117647058826,2023,TEN
8,17.625,17.125,4,4,0,9,23.0,20.88888888888889,5,4,0,17,20.470588235294116,19.11764705882353,9,8,0,0.5294117647058824,2023,TB
9,20.77777777777778,20.666666666666668,4,5,0,8,23.75,23.125,5,3,0,17,22.176470588235293,21.823529411764707,9,8,0,0.5294117647058824,2023,JAX
9,24.555555555555557,20.333333333333332,6,3,0,8,19.5,21.25,4,4,0,17,22.176470588235293,20.764705882352942,10,7,0,0.5882352941176471,2023,HOU
8,23.5,29.75,2,6,0,9,15.777777777777779,24.11111111111111,2,7,0,17,19.41176470588235,26.764705882352942,4,13,0,0.23529411764705882,2023,ARI
8,37.375,15.875,8,0,0,9,23.333333333333332,20.88888888888889,4,5,0,17,29.941176470588236,18.529411764705884,12,5,0,0.7058823529411765,2023,DAL
8,13.375,20.375,2,6,0,9,14.333333333333334,28.11111111111111,0,9,0,17,13.882352941176471,24.470588235294116,2,15,0,0.11764705882352941,2023,CAR
8,27.25,19.125,5,3,0,9,30.333333333333332,16.11111111111111,7,2,0,17,28.88235294117647,17.529411764705884,12,5,0,0.7058823529411765,2023,SF
8,19.375,20.0,5,3,0,9,25.333333333333332,21.11111111111111,4,5,0,17,22.529411764705884,20.58823529411765,9,8,0,0.5294117647058824,2023,GB
9,31.88888888888889,17.333333333333332,7,2,0,8,26.125,29.375,4,4,0,17,29.176470588235293,23.0,11,6,0,0.6470588235294118,2023,MIA
9,23.22222222222222,15.555555555555555,6,3,0,8,15.375,23.875,2,6,0,17,19.529411764705884,19.470588235294116,8,9,0,0.47058823529411764,2023,LV
