game_id,season,week,game_date,venue_name,venue_indoor,venue_latitude,venue_longitude,home_team,home_score,home_record,home_win_percentage,away_team,away_score,away_record,away_win_percentage,away_firstdowns,away_firstdownspassing,away_firstdownsrushing,away_firstdownspenalty,away_thirddowneff,away_fourthdowneff,away_totaloffensiveplays,away_totalyards,away_yardsperplay,away_totaldrives,away_netpassingyards,away_completionattempts,away_yardsperpass,away_interceptions,away_sacksyardslost,away_rushingyards,away_rushingattempts,away_yardsperrushattempt,away_redzoneattempts,away_totalpenaltiesyards,away_turnovers,away_fumbleslost,away_defensivetouchdowns,away_possessiontime,spread,over_under,home_moneyline,away_moneyline,away_totalpointspergame,away_yardspergame,away_passingyardspergame,away_rushingyardspergame,away_totalpointspergameallowed,away_yardspergameallowed,away_passingyardspergameallowed,away_rushingyardspergameallowed,season_week,h2h_games,h2h_home_wins,h2h_away_wins,h2h_avg_point_diff,home_rest_days,away_rest_days,is_winter,is_warm_weather,weather_impact,point_differential,home_ppg,away_ppg,home_win,matchup_strength,home_last_game_score,home_momentum,home_form,away_last_game_score,away_momentum,away_form,home_division,away_division,is_division_game,is_conference_game,game_hour,is_primetime,is_afternoon,is_morning,is_weekend,home_win_pct,away_win_pct,win_pct_diff,is_favorite,season_home,week_home,team,score,is_home,rolling_score_recent,rolling_score_season,streak,season_away,week_away,team_away,score_away,is_home_away,rolling_score_recent_away,rolling_score_season_away,streak_away
352,2020,6,2020-10-18 17:00:00+00:00,Nissan Stadium,,,,TEN,42,5-0,0.0,HOU,36,1-5,0.0,31.0,20.0,9.0,2.0,6-10,0-0,70.0,607.0,8.7,11.0,344.0,30/41,8.0,1.0,2-22,263.0,27.0,9.7,4-6,7-73,2.0,1.0,0.0,31:50,,,,,,,,,,,,,2020_6,2,0,0,-12.0,4,7,False,True,False,6,26.4,31.2,1,28.799999999999997,42.0,0.0,4.666666666666667,28.0,8.0,-12.0,AFC_SOUTH,AFC_SOUTH,True,True,17,False,True,False,True,0.3333333333333333,0.0,0.3333333333333333,True,2020,6,TEN,42,1,29.5,32.8,-1.0,2020,6,HOU,36,0,24.875,24.333333333333332,4.0
353,2020,6,2020-10-18 17:00:00+00:00,Gillette Stadium,,,,NE,12,2-3,0.0,DEN,18,2-3,0.0,14.0,9.0,5.0,0.0,4-13,1-2,56.0,288.0,5.1,11.0,171.0,19/27,5.5,2.0,4-24,117.0,25.0,4.7,1-2,1-4,3.0,1.0,0.0,27:29,,,,,,,,,,,,,2020_6,0,0,0,0.0,12,16,False,True,False,-6,24.8,31.0,0,27.9,36.0,-24.0,-0.3333333333333333,28.0,-10.0,-0.3333333333333333,AFC_EAST,AFC_WEST,False,True,17,False,True,False,True,0.3333333333333333,0.3333333333333333,0.0,False,2020,6,NE,12,1,21.25,21.8,1.0,2020,6,DEN,18,0,18.25,20.0,-1.0
354,2020,6,2020-10-18 20:05:00+00:00,Hard Rock Stadium,,,,MIA,24,3-3,0.0,NYJ,0,0-6,0.0,18.0,12.0,4.0,2.0,1-9,0-0,56.0,302.0,5.4,14.0,192.0,20/29,6.2,2.0,2-8,110.0,25.0,4.4,3-5,5-25,2.0,0.0,0.0,28:05,,,,,,,,,,,,,2020_6,2,1,1,4.5,7,7,False,True,False,24,26.4,24.2,1,25.299999999999997,23.0,1.0,-4.666666666666667,36.0,-36.0,-15.0,AFC_EAST,AFC_EAST,True,True,20,True,False,False,True,0.3333333333333333,0.3333333333333333,0.0,False,2020,6,MIA,24,1,28.125,26.666666666666668,-1.0,2020,6,NYJ,0,0,13.0,12.5,-2.0
355,2020,6,2020-10-18 20:25:00+00:00,Raymond James Stadium,,,,TB,38,4-2,0.0,GB,10,4-1,0.0,21.0,9.0,9.0,3.0,5-12,0-0,63.0,324.0,5.1,11.0,166.0,17/28,5.9,0.0,0-0,158.0,35.0,4.5,4-4,0-0,0.0,0.0,2.0,28:23,,,,,,,,,,,,,2020_6,0,0,0,0.0,9,12,False,True,False,28,29.4,18.2,1,23.799999999999997,38.0,0.0,5.333333333333333,30.0,-20.0,-3.6666666666666665,NFC_SOUTH,NFC_NORTH,False,True,20,True,False,False,True,0.3333333333333333,0.6666666666666666,-0.3333333333333333,False,2020,6,TB,38,1,27.375,29.5,1.0,2020,6,GB,10,0,29.125,32.4,-4.0
356,2020,6,2020-10-19 00:20:00+00:00,Levi's Stadium,,,,SF,24,3-3,0.0,LAR,16,4-2,0.0,24.0,16.0,6.0,2.0,5-13,1-1,70.0,390.0,5.6,11.0,268.0,23/33,8.1,0.0,0-0,122.0,37.0,3.3,2-2,7-63,0.0,0.0,0.0,37:55,,,,,,,,,,,,,2020_6,2,1,0,-5.0,7,7,False,True,False,8,28.0,16.0,1,22.0,17.0,7.0,1.3333333333333333,10.0,6.0,4.666666666666667,NFC_WEST,NFC_WEST,True,True,0,False,False,True,False,0.25,0.5,-0.25,False,2020,6,SF,24,1,25.625,24.666666666666668,1.0,2020,6,LAR,16,0,26.75,25.333333333333332,-1.0
357,2020,6,2020-10-19 21:00:00+00:00,Highmark Stadium,,,,BUF,17,4-2,0.0,KC,26,5-1,0.0,20.0,7.0,8.0,5.0,4-9,0-0,50.0,206.0,4.1,9.0,122.0,14/27,4.5,1.0,0-0,84.0,23.0,3.7,2-2,4-39,1.0,0.0,0.0,22:15,,,,,,,,,,,,,2020_6,0,0,0,0.0,5,8,False,True,False,-9,23.0,14.0,0,18.5,35.0,-18.0,3.6666666666666665,20.0,6.0,13.333333333333334,AFC_EAST,AFC_WEST,False,True,21,True,False,False,False,0.0,0.3333333333333333,-0.3333333333333333,False,2020,6,BUF,17,1,22.625,26.0,1.0,2020,6,KC,26,0,30.125,29.166666666666668,-1.0
358,2020,6,2020-10-20 00:15:00+00:00,AT&T Stadium,,,,DAL,10,2-4,0.0,ARI,38,4-2,0.0,27.0,15.0,8.0,4.0,6-15,3-3,84.0,344.0,4.1,11.0,247.0,34/54,4.3,2.0,3-19,97.0,27.0,3.6,1-3,6-36,4.0,2.0,0.0,33:37,,,,,,,,,,,,,2020_6,0,0,0,0.0,8,8,False,True,False,-28,22.6,18.0,0,20.3,37.0,-27.0,-10.0,10.0,28.0,9.333333333333334,NFC_EAST,NFC_WEST,False,True,0,False,False,True,False,0.25,0.25,0.0,False,2020,6,DAL,10,1,28.625,28.833333333333332,-2.0,2020,6,ARI,38,0,27.125,27.666666666666668,2.0
359,2020,7,2020-10-23 00:20:00+00:00,Lincoln Financial Field,,,,PHI,22,2-4-1,0.0,NYG,21,1-6,0.0,27.0,16.0,8.0,3.0,4-13,1-2,72.0,442.0,6.1,13.0,346.0,25/43,7.5,1.0,3-13,96.0,26.0,3.7,3-8,7-75,1.0,0.0,0.0,32:38,,,,,,,,,,,,,2020_7,2,1,0,-5.5,4,4,False,True,False,1,22.2,22.2,1,22.2,28.0,-6.0,1.0,37.0,-16.0,-2.3333333333333335,NFC_EAST,NFC_EAST,True,True,0,False,False,True,False,0.5,0.25,0.25,True,2020,7,PHI,22,1,21.5,23.285714285714285,-2.0,2020,7,NYG,21,0,17.375,17.428571428571427,1.0
360,2020,7,2020-10-25 17:00:00+00:00,MetLife Stadium,,,,NYJ,10,0-7,0.0,BUF,18,5-2,0.0,17.0,5.0,9.0,3.0,2-8,0-1,51.0,191.0,3.7,9.0,91.0,12/23,3.1,2.0,6-29,100.0,22.0,4.5,1-3,6-49,2.0,0.0,0.0,25:27,,,,,,,,,,,,,2020_7,3,0,1,0.6666666666666666,6,5,False,True,False,-8,16.6,23.8,0,20.200000000000003,10.0,0.0,-1.0,42.0,-24.0,-9.666666666666666,AFC_EAST,AFC_EAST,True,True,17,False,True,False,True,0.5,0.25,0.25,True,2020,7,NYJ,10,1,12.25,12.142857142857142,1.0,2020,7,BUF,18,0,24.125,24.857142857142858,2.0
361,2020,7,2020-10-25 17:00:00+00:00,NRG Stadium,,,,HOU,20,1-6,0.0,GB,35,5-1,0.0,20.0,15.0,4.0,1.0,6-14,0-1,64.0,365.0,5.7,12.0,286.0,29/39,6.8,0.0,3-23,79.0,22.0,3.6,2-4,6-55,1.0,1.0,0.0,31:06,,,,,,,,,,,,,2020_7,0,0,0,0.0,7,6,False,True,False,-15,15.8,27.6,0,21.700000000000003,30.0,-10.0,1.3333333333333333,38.0,-3.0,-6.666666666666667,AFC_SOUTH,NFC_NORTH,False,False,17,False,True,False,True,0.5,0.5,0.0,False,2020,7,HOU,20,1,24.625,23.714285714285715,-1.0,2020,7,GB,35,0,30.625,32.833333333333336,1.0
362,2020,7,2020-10-25 17:00:00+00:00,Caesars Superdome,,,,NO,27,4-2,0.0,CAR,24,3-4,0.0,26.0,16.0,9.0,1.0,12-14,0-0,67.0,415.0,6.2,7.0,277.0,30/37,7.3,0.0,1-10,138.0,29.0,4.8,3-4,6-50,1.0,1.0,0.0,34:41,,,,,,,,,,,,,2020_7,2,1,0,-14.5,12,7,False,True,False,3,17.8,27.2,1,22.5,30.0,-3.0,-2.3333333333333335,16.0,8.0,1.6666666666666667,NFC_SOUTH,NFC_SOUTH,True,True,17,False,True,False,True,0.25,0.25,0.0,False,2020,7,NO,27,1,30.25,30.0,-2.0,2020,7,CAR,24,0,21.5,23.142857142857142,1.0
363,2020,7,2020-10-25 17:00:00+00:00,Northwest Stadium,,,,WSH,25,2-5,0.0,DAL,3,2-5,0.0,21.0,8.0,10.0,3.0,9-15,0-1,66.0,397.0,6.0,10.0,189.0,15/25,7.0,0.0,2-5,208.0,39.0,5.3,2-4,4-30,0.0,0.0,0.0,36:24,0.0,44.0,,,,,,,,,,,2020_7,2,0,1,10.5,7,5,False,True,False,22,20.8,20.2,1,20.5,10.0,15.0,-0.6666666666666666,38.0,-35.0,-8.0,,NFC_EAST,False,False,17,False,True,False,True,0.25,0.6666666666666666,-0.41666666666666663,False,2020,7,WSH,25,1,18.625,19.0,2.0,2020,7,DAL,3,0,27.875,25.142857142857142,-3.0
364,2020,7,2020-10-25 17:00:00+00:00,Paycor Stadium,,,,CIN,34,1-5-1,0.0,CLE,37,5-2,0.0,31.0,24.0,5.0,2.0,6-9,1-1,73.0,468.0,6.4,9.0,387.0,36/48,7.4,1.0,4-35,81.0,21.0,3.9,4-7,7-45,2.0,1.0,0.0,32:57,,,,,,,,,,,,,2020_7,3,1,2,7.666666666666667,7,7,False,True,False,-3,23.2,23.4,0,23.299999999999997,33.0,1.0,0.3333333333333333,38.0,-1.0,-7.0,AFC_NORTH,AFC_NORTH,True,True,17,False,True,False,True,0.3333333333333333,0.25,0.08333333333333331,True,2020,7,CIN,34,1,24.5,23.285714285714285,2.0,2020,7,CLE,37,0,27.875,28.571428571428573,1.0
365,2020,7,2020-10-25 17:00:00+00:00,Mercedes-Benz Stadium,,,,ATL,22,1-6,0.0,DET,23,3-3,0.0,26.0,19.0,5.0,2.0,7-14,1-2,70.0,388.0,5.5,9.0,322.0,31/42,7.3,0.0,2-16,66.0,26.0,2.5,3-4,8-53,1.0,1.0,0.0,30:45,,,,,,,,,,,,,2020_7,0,0,0,0.0,7,7,False,True,False,-1,25.6,24.4,0,25.0,16.0,6.0,-1.0,16.0,7.0,0.6666666666666666,NFC_SOUTH,NFC_NORTH,False,True,17,False,True,False,True,0.5,0.25,0.25,True,2020,7,ATL,22,1,26.5,26.285714285714285,-1.0,2020,7,DET,23,0,24.125,26.0,-1.0
366,2020,7,2020-10-25 17:00:00+00:00,Nissan Stadium,,,,TEN,24,5-1,0.0,PIT,27,6-0,0.0,15.0,8.0,5.0,2.0,5-13,0-1,56.0,292.0,5.2,10.0,210.0,18/31,6.4,0.0,2-10,82.0,23.0,3.6,2-2,7-73,0.0,0.0,0.0,23:23,,,,,,,,,,,,,2020_7,0,0,0,0.0,7,7,False,True,False,-3,26.4,22.8,0,24.6,42.0,-18.0,-3.0,16.0,11.0,1.0,AFC_SOUTH,AFC_NORTH,False,True,17,False,True,False,True,0.25,0.5,-0.25,False,2020,7,TEN,24,1,30.0,31.333333333333332,-2.0,2020,7,PIT,27,0,25.375,30.5,-2.0
367,2020,7,2020-10-25 20:05:00+00:00,Allegiant Stadium,,,,LV,20,3-3,0.0,TB,45,5-2,0.0,19.0,12.0,5.0,2.0,5-13,1-2,63.0,347.0,5.5,11.0,271.0,24/36,6.9,1.0,3-13,76.0,24.0,3.2,1-2,4-35,1.0,0.0,0.0,31:04,4.0,51.5,,,,,,,,,,,2020_7,0,0,0,0.0,14,6,False,True,False,-25,25.0,27.0,0,26.0,23.0,-3.0,-7.0,20.0,25.0,9.333333333333334,AFC_WEST,NFC_SOUTH,False,False,20,True,False,False,True,0.0,0.25,-0.25,False,2020,7,LV,20,1,28.5,28.5,-1.0,2020,7,TB,45,0,30.5,31.714285714285715,2.0
368,2020,7,2020-10-25 20:25:00+00:00,Empower Field at Mile High,,,,DEN,16,2-4,0.0,KC,43,6-1,0.0,24.0,11.0,12.0,1.0,5-14,0-2,76.0,411.0,5.4,13.0,234.0,24/40,5.4,2.0,3-20,177.0,33.0,5.4,2-2,5-34,4.0,2.0,0.0,33:24,,,,,,,,,,,,,2020_7,2,0,1,-2.0,7,5,False,True,False,-27,23.2,35.0,0,29.1,10.0,6.0,0.0,17.0,26.0,15.333333333333334,AFC_WEST,AFC_WEST,True,True,20,True,False,False,True,0.0,0.25,-0.25,False,2020,7,DEN,16,1,19.875,19.333333333333332,-2.0,2020,7,KC,43,0,31.125,31.142857142857142,1.0
369,2020,7,2020-10-25 20:25:00+00:00,Gillette Stadium,,,,NE,6,2-4,0.0,SF,33,4-3,0.0,17.0,10.0,5.0,2.0,1-6,0-0,49.0,241.0,4.9,9.0,147.0,15/25,5.4,4.0,2-15,94.0,22.0,4.3,0-0,3-30,4.0,0.0,0.0,21:37,,,,,,,,,,,,,2020_7,0,0,0,0.0,7,6,False,True,False,-27,17.6,34.2,0,25.900000000000002,12.0,-6.0,-5.0,9.0,24.0,15.666666666666666,AFC_EAST,NFC_WEST,False,False,20,True,False,False,True,0.25,0.0,0.25,True,2020,7,NE,6,1,19.0,19.166666666666668,-1.0,2020,7,SF,33,0,25.125,25.857142857142858,2.0
370,2020,7,2020-10-25 20:25:00+00:00,SoFi Stadium,,,,LAC,39,2-4,0.0,JAX,29,1-6,0.0,29.0,16.0,9.0,4.0,6-14,0-0,77.0,484.0,6.3,14.0,349.0,28/44,7.8,0.0,1-2,135.0,32.0,4.2,2-5,3-35,0.0,0.0,0.0,34:31,,,,,,,,,,,,,2020_7,1,0,0,-35.0,12,7,False,True,False,10,21.0,35.4,1,28.2,16.0,23.0,7.333333333333333,30.0,-1.0,-9.333333333333334,AFC_WEST,AFC_SOUTH,False,True,20,True,False,False,True,0.3333333333333333,0.5,-0.16666666666666669,False,2020,7,LAC,39,1,23.375,24.833333333333332,1.0,2020,7,JAX,29,0,24.0,22.0,2.0
371,2020,7,2020-10-26 00:20:00+00:00,State Farm Stadium,,,,ARI,37,5-2,0.0,SEA,34,5-1,0.0,31.0,17.0,11.0,3.0,5-12,1-2,81.0,519.0,6.4,13.0,360.0,34/48,7.5,1.0,0-0,159.0,33.0,4.8,3-5,6-40,2.0,1.0,0.0,30:13,,,,,,,,,,,,,2020_7,2,0,0,-15.5,6,14,False,True,False,3,23.6,36.8,1,30.2,23.0,14.0,-0.3333333333333333,23.0,11.0,9.0,NFC_WEST,NFC_WEST,True,True,0,False,False,True,False,0.3333333333333333,0.6666666666666666,-0.3333333333333333,False,2020,7,ARI,37,1,28.375,29.0,-1.0,2020,7,SEA,34,0,30.375,33.833333333333336,1.0
372,2020,7,2020-10-27 00:15:00+00:00,SoFi Stadium,,,,LAR,24,5-2,0.0,CHI,10,5-2,0.0,24.0,12.0,9.0,3.0,4-13,0-0,68.0,371.0,5.5,13.0,211.0,23/33,6.2,0.0,1-9,160.0,34.0,4.7,3-4,4-46,1.0,1.0,0.0,32:35,,,,,,,,,,,,,2020_7,1,1,0,10.0,7,8,False,True,False,14,24.4,29.8,1,27.1,17.0,7.0,-2.3333333333333335,16.0,-6.0,-0.6666666666666666,NFC_WEST,NFC_NORTH,False,True,0,False,False,True,False,0.6666666666666666,0.25,0.41666666666666663,True,2020,7,LAR,24,1,25.875,25.142857142857142,1.0,2020,7,CHI,10,0,19.875,19.714285714285715,-1.0
373,2020,8,2020-10-30 00:20:00+00:00,Bank of America Stadium,,,,CAR,17,3-5,0.0,ATL,25,2-6,0.0,18.0,9.0,6.0,3.0,2-10,1-3,52.0,304.0,5.8,8.0,157.0,16/27,5.2,1.0,3-22,147.0,22.0,6.7,1-1,6-30,1.0,0.0,0.0,23:30,,,,,,,,,,,,,2020_8,3,0,1,-4.333333333333333,4,4,False,True,False,-8,24.6,26.2,0,25.4,16.0,1.0,-4.333333333333333,23.0,2.0,-4.0,NFC_SOUTH,NFC_SOUTH,True,True,0,False,False,True,False,0.25,0.5,-0.25,False,2020,8,CAR,17,1,22.375,22.375,-1.0,2020,8,ATL,25,0,26.125,26.125,1.0
374,2020,8,2020-11-01 18:00:00+00:00,M&T Bank Stadium,,,,BAL,24,5-2,0.0,PIT,28,7-0,0.0,25.0,11.0,13.0,1.0,8-15,1-2,79.0,457.0,5.8,12.0,192.0,13/28,6.0,2.0,4-16,265.0,47.0,5.6,3-5,9-110,4.0,2.0,0.0,35:22,,,,,,,,,,,,,2020_8,2,1,0,7.5,14,7,False,False,False,-4,28.2,25.2,0,26.7,27.0,-3.0,-4.666666666666667,24.0,4.0,4.333333333333333,AFC_NORTH,AFC_NORTH,True,True,18,False,True,False,True,0.25,0.3333333333333333,-0.08333333333333331,False,2020,8,BAL,24,1,26.875,29.0,-1.0,2020,8,PIT,28,0,27.625,30.142857142857142,1.0
375,2020,8,2020-11-01 18:00:00+00:00,Hard Rock Stadium,,,,MIA,28,4-3,0.0,LAR,17,5-3,0.0,8.0,5.0,3.0,0.0,3-12,0-0,48.0,145.0,3.0,14.0,90.0,12/22,3.9,0.0,1-3,55.0,25.0,2.2,2-2,3-30,2.0,2.0,3.0,23:30,,,,,,,,,,,,,2020_8,0,0,0,0.0,13,5,False,False,False,11,26.0,22.8,1,24.4,24.0,4.0,0.0,24.0,-7.0,-2.0,AFC_EAST,NFC_WEST,False,False,18,False,True,False,True,0.25,0.6,-0.35,False,2020,8,MIA,28,1,26.875,26.857142857142858,1.0,2020,8,LAR,17,0,24.125,24.125,-1.0
376,2020,8,2020-11-01 18:00:00+00:00,GEHA Field at Arrowhead Stadium,,,,KC,35,7-1,0.0,NYJ,9,0-8,0.0,25.0,21.0,3.0,1.0,7-13,1-3,67.0,496.0,7.4,10.0,446.0,35/47,9.5,0.0,0-0,50.0,20.0,2.5,1-2,7-61,0.0,0.0,0.0,31:30,,,,,,,,,,,,,2020_8,0,0,0,0.0,6,7,False,False,False,26,25.6,17.8,1,21.700000000000003,32.0,3.0,0.3333333333333333,24.0,-15.0,-23.666666666666668,AFC_WEST,AFC_EAST,False,True,18,False,True,False,True,0.5,0.5,0.0,False,2020,8,KC,35,1,31.625,31.625,-1.0,2020,8,NYJ,9,0,11.75,11.75,-1.0
377,2020,8,2020-11-01 18:00:00+00:00,Lambeau Field,,,,GB,22,5-2,0.0,MIN,28,2-5,0.0,24.0,17.0,5.0,2.0,5-11,3-5,66.0,400.0,6.1,8.0,291.0,27/41,6.9,0.0,1-0,109.0,24.0,4.5,3-3,9-85,1.0,1.0,0.0,32:12,,,,,,,,,,,,,2020_8,3,1,0,-5.666666666666667,7,14,False,False,False,-6,25.2,21.4,0,23.299999999999997,30.0,-8.0,-2.0,27.0,1.0,2.3333333333333335,NFC_NORTH,NFC_NORTH,True,True,18,False,True,False,True,0.0,0.25,-0.25,False,2020,8,GB,22,1,29.875,31.285714285714285,-1.0,2020,8,MIN,28,0,24.125,26.142857142857142,1.0
378,2020,8,2020-11-01 18:00:00+00:00,Paycor Stadium,,,,CIN,31,2-5-1,0.0,TEN,20,5-2,0.0,27.0,16.0,7.0,4.0,10-15,1-1,69.0,367.0,5.3,8.0,249.0,26/37,6.7,0.0,0-0,118.0,32.0,3.7,4-5,7-45,0.0,0.0,0.0,35:57,,,,,,,,,,,,,2020_8,0,0,0,0.0,7,7,False,False,False,11,28.0,20.4,1,24.2,34.0,-3.0,6.0,30.0,-10.0,-4.0,AFC_NORTH,AFC_SOUTH,False,True,18,False,True,False,True,0.5,0.6666666666666666,-0.16666666666666663,False,2020,8,CIN,31,1,24.25,24.25,-1.0,2020,8,TEN,20,0,29.0,29.714285714285715,-3.0
379,2020,8,2020-11-01 18:00:00+00:00,Huntington Bank Field,,,,CLE,6,5-3,0.0,LV,16,4-3,0.0,14.0,5.0,8.0,1.0,3-10,2-2,47.0,223.0,4.7,6.0,122.0,12/25,4.9,0.0,0-0,101.0,22.0,4.6,0-1,7-59,1.0,1.0,0.0,22:17,-1.0,47.0,,,,,,,,,,,2020_8,0,0,0,0.0,7,6,False,False,False,-10,24.4,18.0,0,21.2,32.0,-26.0,-9.666666666666666,32.0,-16.0,-7.333333333333333,AFC_NORTH,AFC_WEST,False,True,18,False,True,False,True,0.25,0.25,0.0,False,2020,8,CLE,6,1,25.75,25.75,-1.0,2020,8,LV,16,0,26.714285714285715,26.714285714285715,-2.0
380,2020,8,2020-11-01 18:00:00+00:00,Highmark Stadium,,,,BUF,24,6-2,0.0,NE,21,2-5,0.0,22.0,7.0,14.0,1.0,5-11,0-0,57.0,339.0,5.9,10.0,149.0,11/18,7.8,1.0,1-5,190.0,38.0,5.0,3-4,5-30,1.0,0.0,0.0,29:14,,,,,,,,,,,,,2020_8,2,0,1,0.5,7,6,False,False,False,3,23.6,18.8,1,21.200000000000003,17.0,7.0,-1.0,26.0,-5.0,-4.333333333333333,AFC_EAST,AFC_EAST,True,True,18,False,True,False,True,0.25,0.3333333333333333,-0.08333333333333331,False,2020,8,BUF,24,1,24.75,24.75,3.0,2020,8,NE,21,0,18.625,19.428571428571427,1.0
381,2020,8,2020-11-01 18:00:00+00:00,Ford Field,,,,DET,21,3-4,0.0,IND,41,5-2,0.0,20.0,17.0,2.0,1.0,7-14,0-1,60.0,326.0,5.4,12.0,297.0,24/42,6.3,1.0,5-39,29.0,13.0,2.2,2-3,4-76,2.0,1.0,0.0,22:14,,,,,,,,,,,,,2020_8,0,0,0,0.0,7,14,False,False,False,-20,20.8,25.2,0,23.0,29.0,-8.0,0.3333333333333333,32.0,9.0,4.333333333333333,NFC_NORTH,AFC_SOUTH,False,False,18,False,True,False,True,0.0,0.25,-0.25,False,2020,8,DET,21,1,24.625,25.285714285714285,-2.0,2020,8,IND,41,0,27.25,28.285714285714285,3.0
382,2020,8,2020-11-01 21:05:00+00:00,Empower Field at Mile High,,,,DEN,31,3-4,0.0,LAC,30,2-5,0.0,17.0,11.0,3.0,3.0,5-13,0-0,59.0,351.0,5.9,13.0,243.0,26/41,5.7,1.0,2-5,108.0,16.0,6.8,2-3,8-70,1.0,0.0,0.0,24:07,,,,,,,,,,,,,2020_8,2,1,0,-2.0,7,7,False,False,False,1,22.6,25.6,1,24.1,16.0,15.0,5.666666666666667,30.0,0.0,2.3333333333333335,AFC_WEST,AFC_WEST,True,True,21,True,False,False,True,0.25,0.25,0.0,False,2020,8,DEN,31,1,20.375,21.0,1.0,2020,8,LAC,30,0,25.0,25.571428571428573,-1.0
383,2020,8,2020-11-01 21:25:00+00:00,Soldier Field,,,,CHI,23,5-3,0.0,NO,26,5-2,0.0,18.0,12.0,5.0,1.0,5-15,2-3,69.0,329.0,4.8,12.0,233.0,28/41,5.1,1.0,5-39,96.0,23.0,4.2,1-2,7-53,1.0,0.0,0.0,33:09,,,,,,,,,,,,,2020_8,1,0,0,-11.0,5,7,False,False,False,-3,21.0,26.8,0,23.9,20.0,3.0,2.0,29.0,-3.0,4.0,NFC_NORTH,NFC_SOUTH,False,True,21,True,False,False,True,0.25,0.3333333333333333,-0.08333333333333331,False,2020,8,CHI,23,1,20.125,20.125,1.0,2020,8,NO,26,0,28.25,29.428571428571427,-3.0
384,2020,8,2020-11-01 21:25:00+00:00,Lumen Field,,,,SEA,37,6-1,0.0,SF,27,4-4,0.0,27.0,16.0,7.0,4.0,9-15,0-0,67.0,350.0,5.2,11.0,249.0,27/37,6.4,0.0,2-12,101.0,28.0,3.6,4-4,6-30,0.0,0.0,0.0,30:58,,,,,,,,,,,,,2020_8,2,0,0,-4.0,6,7,False,False,False,10,27.2,29.0,1,28.1,27.0,10.0,0.6666666666666666,6.0,21.0,22.666666666666668,NFC_WEST,NFC_WEST,True,True,21,True,False,False,True,0.5,0.25,0.25,True,2020,8,SEA,37,1,32.875,34.285714285714285,2.0,2020,8,SF,27,0,26.0,26.0,-1.0
385,2020,8,2020-11-02 01:20:00+00:00,Lincoln Financial Field,,,,PHI,23,3-4-1,0.0,DAL,9,2-6,0.0,18.0,8.0,6.0,4.0,3-8,0-3,58.0,222.0,3.8,11.0,103.0,16/28,3.2,2.0,4-29,119.0,26.0,4.6,2-2,4-28,4.0,2.0,2.0,27:10,,,,,,,,,,,,,2020_8,2,1,1,17.5,10,7,False,False,False,14,27.0,26.6,1,26.8,22.0,1.0,0.0,25.0,-16.0,-13.333333333333334,NFC_EAST,NFC_EAST,True,True,1,False,False,True,False,0.6,0.5,0.09999999999999998,True,2020,8,PHI,23,1,23.25,23.25,1.0,2020,8,DAL,9,0,23.125,23.125,1.0
386,2020,8,2020-11-03 01:15:00+00:00,MetLife Stadium,,,,NYG,23,1-7,0.0,TB,25,6-2,0.0,24.0,17.0,6.0,1.0,4-11,2-2,69.0,357.0,5.2,11.0,256.0,26/42,5.7,2.0,3-18,101.0,24.0,4.2,3-4,7-73,2.0,0.0,0.0,29:50,,,,,,,,,,,,,2020_8,1,0,0,-1.0,11,8,False,False,False,-2,27.4,23.4,0,25.4,20.0,3.0,2.3333333333333335,20.0,5.0,13.0,NFC_EAST,NFC_SOUTH,False,True,1,False,False,True,False,0.25,0.4,-0.15000000000000002,False,2020,8,NYG,23,1,18.125,18.125,2.0,2020,8,TB,25,0,30.875,30.875,-1.0
387,2020,9,2020-11-06 01:20:00+00:00,Levi's Stadium,,,,SF,17,4-5,0.0,GB,34,6-2,0.0,17.0,8.0,6.0,3.0,3-10,0-1,53.0,337.0,6.4,10.0,282.0,22/35,7.8,1.0,1-9,55.0,17.0,3.2,1-3,4-33,2.0,1.0,0.0,23:30,,,,,,,,,,,,,2020_9,2,2,0,23.0,4,4,False,False,False,-17,24.6,24.2,0,24.4,24.0,-7.0,-1.0,20.0,14.0,-3.0,NFC_WEST,NFC_NORTH,False,True,1,False,False,True,False,0.2,0.4,-0.2,False,2020,9,SF,17,1,25.625,25.0,-2.0,2020,9,GB,34,0,31.625,31.625,1.0
388,2020,9,2020-11-08 18:00:00+00:00,U.S. Bank Stadium,,,,MIN,34,3-5,0.0,DET,20,3-5,0.0,22.0,11.0,10.0,1.0,4-10,0-1,55.0,487.0,8.9,11.0,212.0,13/20,10.1,0.0,1-8,275.0,34.0,8.1,3-4,9-69,0.0,0.0,0.0,27:11,,,,,,,,,,,,,2020_9,2,1,0,0.5,7,7,False,False,False,14,26.8,23.0,1,24.9,23.0,11.0,0.0,22.0,-2.0,5.333333333333333,NFC_NORTH,NFC_NORTH,True,True,18,False,True,False,True,0.5,0.4,0.09999999999999998,True,2020,9,MIN,34,1,27.125,27.125,2.0,2020,9,DET,20,0,24.625,24.625,-3.0
