game_id,season,week,game_date,venue_name,venue_indoor,venue_latitude,venue_longitude,home_team,home_score,home_record,home_win_percentage,away_team,away_score,away_record,away_win_percentage,away_firstdowns,away_firstdownspassing,away_firstdownsrushing,away_firstdownspenalty,away_thirddowneff,away_fourthdowneff,away_totaloffensiveplays,away_totalyards,away_yardsperplay,away_totaldrives,away_netpassingyards,away_completionattempts,away_yardsperpass,away_interceptions,away_sacksyardslost,away_rushingyards,away_rushingattempts,away_yardsperrushattempt,away_redzoneattempts,away_totalpenaltiesyards,away_turnovers,away_fumbleslost,away_defensivetouchdowns,away_possessiontime,spread,over_under,home_moneyline,away_moneyline,away_totalpointspergame,away_yardspergame,away_passingyardspergame,away_rushingyardspergame,away_totalpointspergameallowed,away_yardspergameallowed,away_passingyardspergameallowed,away_rushingyardspergameallowed,season_week,h2h_games,h2h_home_wins,h2h_away_wins,h2h_avg_point_diff,home_rest_days,away_rest_days,is_winter,is_warm_weather,weather_impact,point_differential,home_ppg,away_ppg,home_win,matchup_strength,home_last_game_score,home_momentum,home_form,away_last_game_score,away_momentum,away_form,home_division,away_division,is_division_game,is_conference_game,game_hour,is_primetime,is_afternoon,is_morning,is_weekend,home_win_pct,away_win_pct,win_pct_diff,is_favorite,season_home,week_home,team,score,is_home,rolling_score_recent,rolling_score_season,streak,season_away,week_away,team_away,score_away,is_home_away,rolling_score_recent_away,rolling_score_season_away,streak_away
896,2022,5,2022-10-09 17:00:00+00:00,Northwest Stadium,,,,WSH,17,1-4,0.0,TEN,21,3-2,0.0,17.0,11.0,4.0,2.0,1-11,1-2,58.0,385.0,6.6,12.0,342.0,25/38,8.3,1.0,3-17,43.0,17.0,2.5,0-1,9-71,1.0,0.0,0.0,27:20,1.5,42.5,,,,,,,,,,,2022_5,0,0,0,0.0,7,7,False,True,False,-4,29.2,17.0,0,23.1,8.0,9.0,0.3333333333333333,17.0,4.0,-10.333333333333334,,AFC_SOUTH,False,False,17,False,True,False,True,0.3333333333333333,0.3333333333333333,0.0,False,2022,5,WSH,17,1,17.75,18.0,2.0,2022,5,TEN,21,0,21.75,19.2,-2.0
897,2022,5,2022-10-09 17:00:00+00:00,EverBank Stadium,,,,JAX,6,2-3,0.0,HOU,13,1-3-1,0.0,22.0,15.0,6.0,1.0,6-14,0-3,73.0,422.0,5.8,10.0,286.0,25/47,6.1,2.0,0-0,136.0,26.0,5.2,0-3,6-48,2.0,0.0,0.0,28:13,-7.5,44.5,,,,,,,,,,,2022_5,6,0,3,-1.0,7,7,False,True,False,-7,24.6,19.6,0,22.1,24.0,-18.0,-3.3333333333333335,23.0,-10.0,-6.666666666666667,AFC_SOUTH,AFC_SOUTH,True,True,17,False,True,False,True,0.0,0.0,0.0,False,2022,5,JAX,6,1,21.0,22.2,-2.0,2022,5,HOU,13,0,19.875,17.2,-1.0
898,2022,5,2022-10-09 20:05:00+00:00,Bank of America Stadium,,,,CAR,15,1-4,0.0,SF,37,3-2,0.0,15.0,10.0,4.0,1.0,3-15,3-5,65.0,308.0,4.7,11.0,244.0,25/42,5.1,1.0,6-31,64.0,17.0,3.8,1-3,5-33,1.0,0.0,0.0,29:42,6.5,39.5,,,,,,,,,,,2022_5,1,0,1,38.0,7,5,False,True,False,-22,19.8,20.6,0,20.200000000000003,16.0,-1.0,-3.0,11.0,26.0,2.3333333333333335,NFC_SOUTH,NFC_WEST,False,True,20,True,False,False,True,0.25,0.0,0.25,True,2022,5,CAR,15,1,15.75,18.6,-2.0,2022,5,SF,37,0,20.125,21.6,2.0
899,2022,5,2022-10-09 20:25:00+00:00,State Farm Stadium,,,,ARI,17,2-3,0.0,PHI,20,5-0,0.0,23.0,16.0,7.0,0.0,8-14,1-1,69.0,363.0,5.3,9.0,239.0,28/42,5.6,1.0,1-11,124.0,26.0,4.8,1-2,2-15,1.0,0.0,0.0,25:21,4.5,47.5,,,,,,,,,,,2022_5,1,1,0,7.0,7,7,False,True,False,-3,15.2,21.2,0,18.2,12.0,5.0,-4.333333333333333,8.0,12.0,2.6666666666666665,NFC_WEST,NFC_EAST,False,True,20,True,False,False,True,0.6666666666666666,0.3333333333333333,0.3333333333333333,True,2022,5,ARI,17,1,21.375,21.0,-1.0,2022,5,PHI,20,0,24.5,27.0,-1.0
900,2022,5,2022-10-09 20:25:00+00:00,SoFi Stadium,,,,LAR,10,2-3,0.0,DAL,22,4-1,0.0,14.0,10.0,2.0,2.0,6-17,1-1,64.0,323.0,5.0,12.0,285.0,29/44,5.8,1.0,5-35,38.0,15.0,2.5,0-2,3-25,3.0,2.0,0.0,30:30,-6.5,41.5,,,,,,,,,,,2022_5,2,1,1,13.0,5,7,False,True,False,-12,13.0,22.6,0,17.8,31.0,-21.0,-3.3333333333333335,16.0,6.0,16.0,NFC_WEST,NFC_EAST,False,True,20,True,False,False,True,0.3333333333333333,0.0,0.3333333333333333,True,2022,5,LAR,10,1,19.125,16.0,1.0,2022,5,DAL,22,0,22.875,18.6,-1.0
901,2022,5,2022-10-10 00:20:00+00:00,M&T Bank Stadium,,,,BAL,19,3-2,0.0,CIN,17,2-3,0.0,22.0,7.0,13.0,2.0,5-11,0-1,61.0,325.0,5.3,10.0,170.0,19/32,5.2,1.0,1-4,155.0,28.0,5.5,1-3,6-48,1.0,0.0,0.0,29:59,-2.5,47.5,,,,,,,,,,,2022_5,6,2,1,-7.5,7,10,False,True,False,2,13.4,21.8,1,17.6,20.0,-1.0,2.0,12.0,5.0,1.6666666666666667,AFC_NORTH,AFC_NORTH,True,True,0,False,False,True,False,0.6666666666666666,0.3333333333333333,0.3333333333333333,True,2022,5,BAL,19,1,23.875,27.6,-3.0,2022,5,CIN,17,0,21.75,21.6,-2.0
902,2022,5,2022-10-11 00:15:00+00:00,GEHA Field at Arrowhead Stadium,,,,KC,30,4-1,0.0,LV,29,1-4,0.0,29.0,18.0,7.0,4.0,7-12,0-0,69.0,368.0,5.3,10.0,265.0,29/43,5.8,0.0,3-27,103.0,23.0,4.5,4-4,5-72,0.0,0.0,0.0,31:07,-6.5,50.5,,,,,,,,,,,2022_5,4,1,0,0.0,7,8,False,True,False,1,18.2,25.0,1,21.6,27.0,3.0,-4.0,24.0,5.0,-1.3333333333333333,AFC_WEST,AFC_WEST,True,True,0,False,False,True,False,0.0,0.0,0.0,False,2022,5,KC,30,1,33.375,31.8,-1.0,2022,5,LV,29,0,25.25,25.0,-1.0
903,2022,6,2022-10-14 00:15:00+00:00,Soldier Field,,,,CHI,7,2-4,0.0,WSH,12,2-4,0.0,20.0,9.0,9.0,2.0,5-13,1-4,69.0,391.0,5.7,10.0,154.0,14/27,4.8,1.0,5-36,237.0,37.0,6.4,0-3,4-42,2.0,1.0,0.0,32:12,1.5,38.5,,,,,,,,,,,2022_6,1,0,0,-16.0,4,4,False,True,False,-5,16.6,20.0,0,18.3,23.0,-16.0,-7.333333333333333,25.0,-13.0,-6.333333333333333,NFC_NORTH,,False,False,0,False,False,True,False,0.0,0.3333333333333333,-0.3333333333333333,False,2022,6,CHI,7,1,17.375,15.5,-1.0,2022,6,WSH,12,0,17.5,17.0,-1.0
904,2022,6,2022-10-16 17:00:00+00:00,Mercedes-Benz Stadium,,,,ATL,28,3-3,0.0,SF,14,3-3,0.0,18.0,7.0,10.0,1.0,9-14,0-0,56.0,289.0,5.2,8.0,121.0,13/14,7.6,0.0,2-8,168.0,40.0,4.2,3-3,5-40,0.0,0.0,1.0,33:25,3.5,45.5,,,,,,,,,,,2022_6,2,0,1,5.5,7,6,False,True,False,14,18.8,18.8,1,18.8,23.0,5.0,2.6666666666666665,15.0,-1.0,5.333333333333333,NFC_SOUTH,NFC_WEST,False,True,17,False,True,False,True,0.6666666666666666,0.25,0.41666666666666663,True,2022,6,ATL,28,1,22.625,24.333333333333332,1.0,2022,6,SF,14,0,19.0,20.333333333333332,-1.0
905,2022,6,2022-10-16 17:00:00+00:00,Huntington Bank Field,,,,CLE,15,2-4,0.0,NE,38,3-3,0.0,16.0,12.0,2.0,2.0,4-15,3-5,67.0,328.0,4.9,12.0,258.0,21/45,5.3,2.0,4-8,70.0,18.0,3.9,1-2,7-63,4.0,2.0,0.0,24:55,-2.5,42.5,,,,,,,,,,,2022_6,2,0,2,26.0,7,7,False,True,False,-23,19.8,22.0,0,20.9,28.0,-13.0,-5.0,27.0,11.0,6.0,AFC_NORTH,AFC_EAST,False,True,17,False,True,False,True,0.25,0.25,0.0,False,2022,6,CLE,15,1,22.875,24.666666666666668,-1.0,2022,6,NE,38,0,22.75,23.5,2.0
906,2022,6,2022-10-16 17:00:00+00:00,Lambeau Field,,,,GB,10,3-3,0.0,NYJ,27,4-2,0.0,15.0,9.0,3.0,3.0,4-16,1-4,69.0,278.0,4.0,13.0,218.0,28/45,4.4,0.0,4-36,60.0,20.0,3.0,0-1,7-42,1.0,1.0,0.0,31:12,-7.5,45.5,,,,,,,,,,,2022_6,0,0,0,0.0,7,7,False,True,False,-17,18.0,24.0,0,21.0,22.0,-12.0,-5.666666666666667,20.0,7.0,1.6666666666666667,NFC_NORTH,AFC_EAST,False,False,17,False,True,False,True,0.0,0.0,0.0,False,2022,6,GB,10,1,18.375,17.833333333333332,-2.0,2022,6,NYJ,27,0,22.125,23.833333333333332,-1.0
907,2022,6,2022-10-16 17:00:00+00:00,Lucas Oil Stadium,,,,IND,34,3-2-1,0.0,JAX,27,2-4,0.0,29.0,22.0,4.0,3.0,10-15,0-0,74.0,434.0,5.9,9.0,389.0,42/58,6.7,0.0,0-0,45.0,16.0,2.8,3-4,7-52,0.0,0.0,0.0,28:49,-1.5,41.5,,,,,,,,,,,2022_6,7,3,4,14.857142857142858,9,7,False,True,False,7,18.8,23.6,1,21.200000000000003,17.0,17.0,4.666666666666667,29.0,-2.0,6.333333333333333,AFC_SOUTH,AFC_SOUTH,True,True,17,False,True,False,True,0.3333333333333333,0.25,0.08333333333333331,True,2022,6,IND,34,1,16.75,17.166666666666668,1.0,2022,6,JAX,27,0,21.75,23.0,1.0
908,2022,6,2022-10-16 17:00:00+00:00,Hard Rock Stadium,,,,MIA,16,3-3,0.0,MIN,24,5-1,0.0,23.0,18.0,5.0,0.0,4-14,1-2,73.0,458.0,6.3,14.0,385.0,30/47,7.3,2.0,6-33,73.0,20.0,3.7,2-2,10-97,3.0,1.0,0.0,35:29,3.5,45.5,,,,,,,,,,,2022_6,0,0,0,0.0,7,7,False,True,False,-8,20.6,26.0,0,23.3,21.0,-5.0,-5.666666666666667,25.0,-1.0,-9.0,AFC_EAST,NFC_NORTH,False,False,17,False,True,False,True,0.0,0.0,0.0,False,2022,6,MIA,16,1,20.875,21.833333333333332,-1.0,2022,6,MIN,24,0,22.5,23.166666666666668,-1.0
909,2022,6,2022-10-16 17:00:00+00:00,Caesars Superdome,,,,NO,26,2-4,0.0,CIN,30,3-3,0.0,22.0,12.0,9.0,1.0,8-17,0-1,71.0,399.0,5.6,10.0,171.0,19/36,4.6,0.0,1-7,228.0,34.0,6.7,1-5,4-34,0.0,0.0,0.0,32:14,3.5,42.5,,,,,,,,,,,2022_6,0,0,0,0.0,7,6,False,True,False,-4,20.2,29.2,0,24.7,39.0,-13.0,5.333333333333333,19.0,11.0,7.666666666666667,NFC_SOUTH,AFC_NORTH,False,False,17,False,True,False,True,0.5,0.25,0.25,True,2022,6,NO,26,1,23.625,23.5,-1.0,2022,6,CIN,30,0,23.125,23.0,1.0
910,2022,6,2022-10-16 17:00:00+00:00,MetLife Stadium,,,,NYG,24,5-1,0.0,BAL,20,3-3,0.0,18.0,11.0,5.0,2.0,7-14,0-0,62.0,238.0,3.8,10.0,155.0,19/27,5.0,0.0,4-18,83.0,31.0,2.7,3-5,3-25,1.0,1.0,0.0,31:52,5.5,46.5,,,,,,,,,,,2022_6,1,0,1,14.0,7,6,False,True,False,4,22.0,25.6,1,23.8,20.0,4.0,1.6666666666666667,26.0,-6.0,1.6666666666666667,NFC_EAST,AFC_NORTH,False,False,17,False,True,False,True,0.25,0.6666666666666666,-0.41666666666666663,False,2022,6,NYG,24,1,17.125,21.166666666666668,-1.0,2022,6,BAL,20,0,23.75,26.333333333333332,1.0
911,2022,6,2022-10-16 17:00:00+00:00,Acrisure Stadium,,,,PIT,20,2-4,0.0,TB,18,3-3,0.0,15.0,11.0,3.0,1.0,7-15,1-1,61.0,270.0,4.4,10.0,193.0,20/30,6.0,0.0,2-18,77.0,29.0,2.7,2-3,7-45,0.0,0.0,0.0,29:59,10.5,46.5,,,,,,,,,,,2022_6,0,0,0,0.0,7,7,False,True,False,2,24.0,23.8,1,23.9,20.0,0.0,-2.0,10.0,8.0,6.666666666666667,AFC_NORTH,NFC_SOUTH,False,False,17,False,True,False,True,0.3333333333333333,0.6666666666666666,-0.3333333333333333,False,2022,6,PIT,20,1,16.75,16.166666666666668,1.0,2022,6,TB,18,0,22.375,20.166666666666668,-2.0
912,2022,6,2022-10-16 20:05:00+00:00,Lumen Field,,,,SEA,19,3-3,0.0,ARI,9,2-4,0.0,19.0,10.0,7.0,2.0,4-14,0-1,66.0,296.0,4.5,12.0,160.0,20/31,4.4,0.0,5-37,136.0,30.0,4.5,1-5,6-44,1.0,1.0,0.0,29:16,4.5,52.5,,,,,,,,,,,2022_6,6,1,1,-6.5,7,6,False,True,False,10,21.0,20.2,1,20.6,23.0,-4.0,-10.666666666666666,16.0,-7.0,-3.0,NFC_WEST,NFC_WEST,True,True,20,True,False,False,True,0.3333333333333333,0.3333333333333333,0.0,False,2022,6,SEA,19,1,29.375,24.333333333333332,-2.0,2022,6,ARI,9,0,19.375,19.0,-2.0
913,2022,6,2022-10-16 20:05:00+00:00,SoFi Stadium,,,,LAR,24,3-3,0.0,CAR,10,1-5,0.0,22.0,16.0,5.0,1.0,6-12,0-0,63.0,360.0,5.7,11.0,249.0,26/33,7.3,1.0,1-4,111.0,29.0,3.8,3-4,7-49,1.0,0.0,0.0,37:05,-9.5,40.5,,,,,,,,,,,2022_6,1,0,0,-3.0,6,7,False,True,False,14,22.6,17.4,1,20.0,10.0,14.0,4.666666666666667,19.0,-9.0,-11.666666666666666,NFC_WEST,NFC_SOUTH,False,True,20,True,False,False,True,0.5,0.5,0.0,False,2022,6,LAR,24,1,18.375,17.333333333333332,2.0,2022,6,CAR,10,0,16.25,17.166666666666668,-3.0
914,2022,6,2022-10-16 20:25:00+00:00,GEHA Field at Arrowhead Stadium,,,,KC,20,4-2,0.0,BUF,24,5-1,0.0,23.0,16.0,4.0,3.0,4-11,1-1,61.0,387.0,6.3,10.0,319.0,25/40,7.4,2.0,3-19,68.0,18.0,3.8,1-2,5-58,2.0,0.0,0.0,28:32,2.5,54.5,,,,,,,,,,,2022_6,4,2,0,-1.75,5,7,False,True,False,-4,21.4,16.2,0,18.799999999999997,30.0,-10.0,-1.3333333333333333,20.0,4.0,5.0,AFC_WEST,AFC_EAST,False,True,20,True,False,False,True,0.0,0.25,-0.25,False,2022,6,KC,20,1,30.625,29.833333333333332,-2.0,2022,6,BUF,24,0,32.375,29.333333333333332,-1.0
915,2022,6,2022-10-17 00:20:00+00:00,Lincoln Financial Field,,,,PHI,26,6-0,0.0,DAL,17,4-2,0.0,22.0,9.0,9.0,4.0,6-14,1-1,68.0,268.0,3.9,11.0,132.0,15/25,4.6,0.0,4-23,136.0,39.0,3.5,3-4,2-10,0.0,0.0,0.0,34:30,-6.5,42.5,,,,,,,,,,,2022_6,6,2,3,10.666666666666666,7,7,False,True,False,9,21.8,15.6,1,18.7,29.0,-3.0,0.0,10.0,7.0,3.3333333333333335,NFC_EAST,NFC_EAST,True,True,0,False,False,True,False,0.3333333333333333,0.3333333333333333,0.0,False,2022,6,PHI,26,1,25.25,26.833333333333332,1.0,2022,6,DAL,17,0,22.25,18.333333333333332,-2.0
916,2022,6,2022-10-18 00:15:00+00:00,SoFi Stadium,,,,LAC,19,4-2,0.0,DEN,16,2-4,0.0,24.0,10.0,7.0,7.0,11-22,1-3,83.0,297.0,3.6,12.0,224.0,37/57,3.8,1.0,2-14,73.0,24.0,3.0,1-4,9-89,1.0,0.0,0.0,38:49,-3.5,44.5,,,,,,,,,,,2022_6,6,2,3,6.0,8,11,False,True,False,3,21.6,15.2,1,18.4,10.0,9.0,-5.0,32.0,-16.0,-9.333333333333334,AFC_WEST,AFC_WEST,True,True,0,False,False,True,False,0.3333333333333333,0.3333333333333333,0.0,False,2022,6,LAC,19,1,25.875,23.5,-2.0,2022,6,DEN,16,0,16.0,15.166666666666666,1.0
917,2022,7,2022-10-21 00:15:00+00:00,State Farm Stadium,,,,ARI,42,3-4,0.0,NO,34,2-5,0.0,21.0,9.0,9.0,3.0,3-10,1-1,60.0,326.0,5.4,10.0,189.0,20/29,6.1,0.0,2-15,137.0,29.0,4.7,3-4,4-20,0.0,0.0,2.0,30:58,-1.5,42.5,,,,,,,,,,,2022_7,1,0,1,22.0,4,4,False,True,False,8,26.2,20.2,1,23.2,17.0,25.0,7.0,22.0,12.0,2.3333333333333335,NFC_WEST,NFC_SOUTH,False,True,0,False,False,True,False,0.75,0.3333333333333333,0.4166666666666667,True,2022,7,ARI,42,1,20.875,22.285714285714285,1.0,2022,7,NO,34,0,25.625,25.0,1.0
918,2022,7,2022-10-23 17:00:00+00:00,M&T Bank Stadium,,,,BAL,23,4-3,0.0,CLE,20,2-5,0.0,17.0,5.0,11.0,1.0,7-15,2-2,63.0,254.0,4.0,10.0,94.0,9/16,4.9,0.0,3-26,160.0,44.0,3.6,2-4,3-53,1.0,1.0,0.0,34:04,-5.5,45.5,,,,,,,,,,,2022_7,6,2,1,0.6666666666666666,7,7,False,True,False,3,26.0,22.2,1,24.1,19.0,4.0,-5.0,23.0,-3.0,-2.3333333333333335,AFC_NORTH,AFC_NORTH,True,True,17,False,True,False,True,0.75,0.3333333333333333,0.4166666666666667,True,2022,7,BAL,23,1,24.25,25.857142857142858,2.0,2022,7,CLE,20,0,23.625,24.0,1.0
919,2022,7,2022-10-23 17:00:00+00:00,Paycor Stadium,,,,CIN,35,4-3,0.0,ATL,17,3-4,0.0,29.0,22.0,5.0,2.0,7-11,0-1,66.0,537.0,8.1,9.0,459.0,34/42,10.2,0.0,3-22,78.0,21.0,3.7,2-3,5-17,0.0,0.0,0.0,33:05,-6.5,47.5,,,,,,,,,,,2022_7,0,0,0,0.0,7,7,False,True,False,18,29.0,20.8,1,24.9,27.0,8.0,5.0,21.0,-4.0,-5.333333333333333,AFC_NORTH,NFC_SOUTH,False,False,17,False,True,False,True,0.6666666666666666,0.5,0.16666666666666663,True,2022,7,CIN,35,1,24.125,24.714285714285715,2.0,2022,7,ATL,17,0,22.875,23.285714285714285,-1.0
920,2022,7,2022-10-23 17:00:00+00:00,AT&T Stadium,,,,DAL,24,5-2,0.0,DET,6,1-5,0.0,21.0,10.0,8.0,3.0,3-9,0-0,59.0,330.0,5.6,11.0,191.0,19/25,7.1,0.0,2-16,139.0,32.0,4.3,3-4,7-55,1.0,1.0,0.0,28:46,-7.5,48.5,,,,,,,,,,,2022_7,1,0,0,-8.0,6,14,False,True,False,18,28.6,18.6,1,23.6,25.0,-1.0,7.0,29.0,-23.0,-26.0,NFC_EAST,NFC_NORTH,False,True,17,False,True,False,True,0.75,0.3333333333333333,0.4166666666666667,True,2022,7,DAL,24,1,18.875,19.142857142857142,1.0,2022,7,DET,6,0,26.5,24.333333333333332,1.0
921,2022,7,2022-10-23 17:00:00+00:00,Nissan Stadium,,,,TEN,19,4-2,0.0,IND,10,3-3-1,0.0,16.0,6.0,8.0,2.0,5-12,0-0,57.0,254.0,4.5,10.0,116.0,13/20,5.3,0.0,2-16,138.0,35.0,3.9,0-2,2-15,1.0,1.0,1.0,31:33,-2.5,42.5,,,,,,,,,,,2022_7,7,1,0,-7.571428571428571,14,7,False,True,False,9,28.6,17.4,1,23.0,24.0,-5.0,1.0,9.0,1.0,-10.333333333333334,AFC_SOUTH,AFC_SOUTH,True,True,17,False,True,False,True,0.6666666666666666,0.5,0.16666666666666663,True,2022,7,TEN,19,1,19.875,19.166666666666668,-3.0,2022,7,IND,10,0,15.5,16.142857142857142,-1.0
922,2022,7,2022-10-23 17:00:00+00:00,Northwest Stadium,,,,WSH,23,3-4,0.0,GB,21,3-4,0.0,22.0,11.0,8.0,3.0,7-16,0-0,72.0,364.0,5.1,11.0,198.0,20/33,5.8,1.0,1-3,166.0,38.0,4.4,1-4,7-54,1.0,0.0,0.0,37:07,3.5,41.5,,,,,,,,,,,2022_7,2,0,2,9.5,9,7,False,True,False,2,24.8,14.8,1,19.8,17.0,6.0,-1.6666666666666667,12.0,9.0,-10.0,,NFC_NORTH,False,False,17,False,True,False,True,0.5,0.3333333333333333,0.16666666666666669,True,2022,7,WSH,23,1,18.375,17.857142857142858,1.0,2022,7,GB,21,0,17.25,18.285714285714285,1.0
923,2022,7,2022-10-23 17:00:00+00:00,Bank of America Stadium,,,,CAR,21,2-5,0.0,TB,3,3-4,0.0,14.0,8.0,5.0,1.0,4-12,0-0,50.0,343.0,6.9,10.0,170.0,16/22,7.4,0.0,1-7,173.0,27.0,6.4,1-1,3-15,0.0,0.0,0.0,29:24,13.5,39.5,,,,,,,,,,,2022_7,6,0,2,-4.666666666666667,6,7,False,True,False,18,24.4,11.4,1,17.9,15.0,6.0,-0.3333333333333333,20.0,-17.0,2.6666666666666665,NFC_SOUTH,NFC_SOUTH,True,True,17,False,True,False,True,0.4,0.75,-0.35,False,2022,7,CAR,21,1,17.625,17.714285714285715,1.0,2022,7,TB,3,0,18.875,17.714285714285715,-3.0
924,2022,7,2022-10-23 17:00:00+00:00,EverBank Stadium,,,,JAX,17,2-5,0.0,NYG,23,6-1,0.0,27.0,15.0,7.0,5.0,6-13,2-4,65.0,452.0,7.0,9.0,310.0,22/44,7.0,0.0,0-0,142.0,21.0,6.8,2-5,13-81,1.0,1.0,0.0,25:50,-2.5,42.5,,,,,,,,,,,2022_7,0,0,0,0.0,7,7,False,True,False,-6,20.8,12.6,0,16.7,6.0,11.0,-3.0,22.0,1.0,0.0,AFC_SOUTH,NFC_EAST,False,False,17,False,True,False,True,0.3333333333333333,0.0,0.3333333333333333,True,2022,7,JAX,17,1,22.625,22.142857142857142,-1.0,2022,7,NYG,23,0,19.625,21.428571428571427,-2.0
925,2022,7,2022-10-23 20:05:00+00:00,Allegiant Stadium,,,,LV,38,2-4,0.0,HOU,20,1-4-1,0.0,25.0,13.0,11.0,1.0,4-9,1-1,55.0,400.0,7.3,8.0,236.0,21/27,8.4,0.0,1-5,164.0,27.0,6.1,3-3,5-44,0.0,0.0,1.0,30:43,-8.5,44.5,,,,,,,,,,,2022_7,0,0,0,0.0,12,14,False,True,False,18,23.6,15.4,1,19.5,32.0,6.0,1.0,6.0,14.0,2.6666666666666665,AFC_WEST,AFC_SOUTH,False,True,20,True,False,False,True,0.6666666666666666,0.25,0.41666666666666663,True,2022,7,LV,38,1,27.125,27.166666666666668,1.0,2022,7,HOU,20,0,17.25,17.666666666666668,1.0
926,2022,7,2022-10-23 20:05:00+00:00,Empower Field at Mile High,,,,DEN,9,2-5,0.0,NYJ,16,5-2,0.0,21.0,10.0,7.0,4.0,5-16,1-3,75.0,324.0,4.3,12.0,219.0,24/46,4.7,1.0,1-6,105.0,28.0,3.8,1-2,4-34,1.0,0.0,0.0,32:23,2.5,36.5,,,,,,,,,,,2022_7,2,1,0,8.5,5,7,False,True,False,-7,21.6,16.6,0,19.1,9.0,0.0,-2.3333333333333335,10.0,6.0,2.3333333333333335,AFC_WEST,AFC_EAST,False,True,20,True,False,False,True,0.0,0.25,-0.25,False,2022,7,DEN,9,1,15.5,14.285714285714286,-1.0,2022,7,NYJ,16,0,21.125,22.714285714285715,-2.0
927,2022,7,2022-10-23 20:25:00+00:00,SoFi Stadium,,,,LAC,23,4-3,0.0,SEA,37,4-3,0.0,21.0,17.0,3.0,1.0,5-15,1-3,69.0,329.0,4.8,12.0,276.0,33/51,5.1,1.0,3-17,53.0,15.0,3.5,3-3,7-70,2.0,1.0,0.0,26:03,-3.5,51.5,,,,,,,,,,,2022_7,0,0,0,0.0,5,7,False,True,False,-14,21.6,19.8,0,20.700000000000003,19.0,4.0,-0.3333333333333333,39.0,-2.0,2.0,AFC_WEST,NFC_WEST,False,False,20,True,False,False,True,0.25,0.25,0.0,False,2022,7,LAC,23,1,24.5,23.428571428571427,1.0,2022,7,SEA,37,0,27.625,26.142857142857142,1.0
928,2022,7,2022-10-23 20:25:00+00:00,Levi's Stadium,,,,SF,23,3-4,0.0,KC,44,5-2,0.0,25.0,18.0,6.0,1.0,8-14,0-0,72.0,444.0,6.2,11.0,343.0,29/46,6.7,2.0,5-26,101.0,21.0,4.8,2-5,10-80,3.0,1.0,0.0,33:45,0.0,49.5,,,,,,,,,,,2022_7,1,0,1,11.0,7,7,False,True,False,-21,22.0,28.0,0,25.0,24.0,-1.0,0.0,31.0,13.0,10.0,NFC_WEST,AFC_WEST,False,False,20,True,False,False,True,0.0,0.25,-0.25,False,2022,7,SF,23,1,20.25,20.714285714285715,1.0,2022,7,KC,44,0,30.875,31.857142857142858,1.0
929,2022,7,2022-10-24 00:20:00+00:00,Hard Rock Stadium,,,,MIA,16,4-3,0.0,PIT,10,2-5,0.0,17.0,12.0,5.0,0.0,4-14,0-1,62.0,372.0,6.0,12.0,261.0,21/35,7.5,0.0,0-0,111.0,27.0,4.1,1-3,5-30,0.0,0.0,0.0,26:44,-7.5,44.5,,,,,,,,,,,2022_7,1,0,1,13.0,7,7,False,True,False,6,21.8,25.4,1,23.6,16.0,0.0,-1.3333333333333333,38.0,-28.0,-19.0,AFC_EAST,AFC_NORTH,False,True,0,False,False,True,False,0.25,0.5,-0.25,False,2022,7,MIA,16,1,22.5,21.0,-2.0,2022,7,PIT,10,0,16.0,15.285714285714286,-1.0
930,2022,7,2022-10-25 00:15:00+00:00,Gillette Stadium,,,,NE,14,3-4,0.0,CHI,33,3-4,0.0,12.0,9.0,3.0,0.0,5-10,0-1,48.0,260.0,5.4,11.0,190.0,17/28,6.6,3.0,1-8,70.0,19.0,3.7,1-1,4-30,4.0,1.0,0.0,22:46,-9.5,39.5,,,,,,,,,,,2022_7,0,0,0,0.0,8,11,False,True,False,-19,17.0,28.0,0,22.5,29.0,-15.0,-12.0,29.0,4.0,-3.0,AFC_EAST,NFC_NORTH,False,False,0,False,False,True,False,0.3333333333333333,0.0,0.3333333333333333,True,2022,7,NE,14,1,21.5,22.142857142857142,-1.0,2022,7,CHI,33,0,17.875,18.0,1.0
931,2022,8,2022-10-28 00:15:00+00:00,Raymond James Stadium,,,,TB,22,3-5,0.0,BAL,27,5-3,0.0,20.0,13.0,4.0,3.0,4-13,1-1,62.0,349.0,5.6,10.0,305.0,26/44,6.5,0.0,3-20,44.0,15.0,2.9,2-5,4-35,1.0,1.0,0.0,21:37,-1.5,46.5,,,,,,,,,,,2022_8,0,0,0,0.0,4,4,False,True,False,-5,19.6,30.2,0,24.9,21.0,1.0,3.3333333333333335,24.0,3.0,8.333333333333334,NFC_SOUTH,AFC_NORTH,False,False,0,False,False,True,False,0.25,0.5,-0.25,False,2022,8,TB,22,1,18.25,18.25,1.0,2022,8,BAL,27,0,26.0,26.0,3.0
