total_games,games_completed,games_remaining,teams_with_data,total_players,players_by_position,current_injuries
272,0,272,0,2340,"{'WR': 249, 'CB': 227, 'RB': 169, 'T': 167, 'DE': 167, 'TE': 149, 'G': 144, 'ILB': 138, 'DT': 137, 'OLB': 123, 'QB': 112, 'FS': 101, 'SS': 87, 'C': 80, 'LS': 39, 'P': 38, 'K': 37, 'LB': 35, 'NT': 35, 'MLB': 34, 'DB': 23, 'FB': 18, 'OT': 14, 'OG': 11, 'SAF': 3, 'S': 1, 'HC': 1, 'OL': 1}",4301
