date,home_team,away_team,home_score,away_score,stadium,total_yards,rush_attempts,pass_attempts,completions,first_downs,third_down_attempts,third_down_conv,fourth_down_attempts,fourth_down_conv,turnovers,penalty_yards
2020-11-01,BUF,NE,24.0,21.0,New Era Field,690.0,72.0,47.0,26.0,42.0,21.0,10.0,0.0,0.0,2.0,65.0
2020-11-01,CIN,TEN,31.0,20.0,Paul Brown Stadium,808.0,61.0,69.0,44.0,53.0,24.0,15.0,2.0,2.0,2.0,113.0
2020-11-01,CLE,LV,6.0,16.0,FirstEnergy Stadium,532.0,67.0,51.0,27.0,38.0,24.0,11.0,4.0,4.0,2.0,84.0
2020-11-01,DET,IND,21.0,41.0,Ford Field,694.0,53.0,83.0,47.0,46.0,28.0,14.0,2.0,1.0,5.0,95.0
2020-11-01,GB,MIN,22.0,28.0,Lambeau Field,726.0,59.0,57.0,38.0,43.0,19.0,9.0,6.0,4.0,1.0,121.0
2020-11-01,KC,NYJ,35.0,9.0,Arrowhead Stadium,717.0,45.0,78.0,53.0,37.0,25.0,9.0,5.0,3.0,3.0,86.0
2020-11-01,MIA,LA,28.0,17.0,Hard Rock Stadium,616.0,54.0,86.0,47.0,39.0,29.0,10.0,1.0,0.0,7.0,75.0
2020-11-01,DEN,LAC,31.0,30.0,Empower Field at Mile High,836.0,54.0,89.0,55.0,44.0,29.0,12.0,1.0,0.0,3.0,137.0
2020-11-01,CHI,NO,23.0,26.0,Soldier Field,723.0,53.0,88.0,59.0,41.0,28.0,7.0,6.0,4.0,4.0,98.0
2020-11-01,SEA,SF,37.0,27.0,CenturyLink Field,701.0,50.0,84.0,56.0,49.0,28.0,15.0,2.0,2.0,4.0,66.0
2020-11-01,PHI,DAL,23.0,9.0,Lincoln Financial Field,489.0,62.0,77.0,37.0,39.0,24.0,7.0,7.0,2.0,8.0,96.0
2020-11-02,NYG,TB,23.0,25.0,MetLife Stadium,701.0,48.0,89.0,54.0,47.0,23.0,8.0,3.0,3.0,4.0,93.0
2020-11-05,SF,GB,17.0,34.0,Levi's Stadium,742.0,48.0,68.0,47.0,38.0,22.0,9.0,2.0,1.0,2.0,78.0
2020-11-08,ATL,DEN,34.0,27.0,Mercedes-Benz Stadium,768.0,54.0,86.0,50.0,45.0,29.0,13.0,2.0,0.0,4.0,126.0
2020-11-08,BUF,SEA,44.0,34.0,New Era Field,839.0,36.0,91.0,59.0,49.0,24.0,8.0,3.0,2.0,4.0,83.0
2020-11-08,IND,BAL,10.0,24.0,Lucas Oil Stadium,605.0,59.0,69.0,44.0,39.0,25.0,7.0,5.0,3.0,5.0,85.0
2020-11-08,JAX,HOU,25.0,27.0,TIAA Bank Stadium,777.0,55.0,75.0,45.0,41.0,29.0,12.0,1.0,0.0,4.0,96.0
2020-11-08,KC,CAR,33.0,31.0,Arrowhead Stadium,832.0,35.0,99.0,67.0,53.0,27.0,13.0,3.0,3.0,2.0,157.0
2020-11-08,MIN,DET,34.0,20.0,U.S. Bank Stadium,908.0,61.0,68.0,44.0,51.0,22.0,10.0,1.0,0.0,4.0,106.0
2020-11-08,TEN,CHI,24.0,17.0,Nissan Stadium,603.0,51.0,79.0,46.0,32.0,30.0,8.0,4.0,3.0,3.0,92.0
2020-11-08,WAS,NYG,20.0,23.0,FedExField,752.0,44.0,80.0,52.0,41.0,23.0,9.0,1.0,0.0,7.0,85.0
2020-11-08,LAC,LV,26.0,31.0,SoFi Stadium,760.0,58.0,68.0,41.0,42.0,25.0,12.0,2.0,2.0,3.0,55.0
2020-11-08,ARI,MIA,31.0,34.0,State Farm Stadium,754.0,62.0,58.0,41.0,50.0,20.0,9.0,3.0,2.0,2.0,146.0
2020-11-08,DAL,PIT,19.0,24.0,AT&T Stadium,719.0,49.0,86.0,52.0,39.0,30.0,13.0,3.0,0.0,2.0,86.0
2020-11-08,TB,NO,3.0,38.0,Raymond James Stadium,614.0,42.0,77.0,51.0,40.0,23.0,10.0,5.0,1.0,6.0,67.0
2020-11-09,NYJ,NE,27.0,30.0,MetLife Stadium,755.0,59.0,61.0,45.0,48.0,24.0,14.0,2.0,1.0,2.0,113.0
2020-11-12,TEN,IND,17.0,34.0,Nissan Stadium,724.0,61.0,68.0,44.0,50.0,22.0,7.0,6.0,3.0,0.0,103.0
2020-11-15,CAR,TB,23.0,46.0,Bank of America Stadium,731.0,53.0,72.0,48.0,42.0,25.0,11.0,4.0,2.0,2.0,70.0
2020-11-15,CLE,HOU,10.0,7.0,FirstEnergy Stadium,599.0,63.0,53.0,32.0,35.0,26.0,13.0,2.0,0.0,1.0,112.0
2020-11-15,DET,WAS,30.0,27.0,Ford Field,836.0,47.0,91.0,62.0,55.0,25.0,11.0,2.0,2.0,2.0,113.0
2020-11-15,GB,JAX,24.0,20.0,Lambeau Field,655.0,48.0,73.0,42.0,32.0,26.0,9.0,2.0,0.0,4.0,121.0
2020-11-15,NYG,PHI,27.0,17.0,MetLife Stadium,730.0,60.0,72.0,42.0,43.0,23.0,5.0,5.0,2.0,3.0,138.0
2020-11-15,ARI,BUF,32.0,30.0,State Farm Stadium,822.0,54.0,85.0,55.0,48.0,26.0,11.0,1.0,1.0,5.0,109.0
2020-11-15,LV,DEN,37.0,12.0,Allegiant Stadium,670.0,60.0,75.0,39.0,40.0,28.0,13.0,1.0,1.0,6.0,119.0
2020-11-15,MIA,LAC,29.0,21.0,Hard Rock Stadium,553.0,61.0,60.0,35.0,36.0,27.0,9.0,3.0,2.0,3.0,46.0
2020-11-15,LA,SEA,23.0,16.0,SoFi Stadium,722.0,51.0,83.0,49.0,44.0,29.0,16.0,1.0,1.0,4.0,72.0
2020-11-15,NO,SF,27.0,13.0,Mercedes-Benz Superdome,518.0,55.0,67.0,38.0,36.0,28.0,9.0,1.0,0.0,9.0,112.0
2020-11-15,PIT,CIN,36.0,10.0,Heinz Field,701.0,41.0,91.0,48.0,38.0,29.0,6.0,3.0,2.0,2.0,110.0
2020-11-15,NE,BAL,23.0,17.0,Gillette Stadium,665.0,67.0,55.0,38.0,41.0,24.0,11.0,4.0,2.0,4.0,82.0
2020-11-16,CHI,MIN,13.0,19.0,Soldier Field,534.0,50.0,71.0,41.0,29.0,26.0,10.0,2.0,0.0,7.0,40.0
2020-11-19,SEA,ARI,28.0,21.0,Lumen Field,661.0,49.0,76.0,52.0,46.0,25.0,14.0,1.0,0.0,2.0,194.0
2020-11-22,BAL,TEN,24.0,30.0,M&T Bank Stadium,733.0,68.0,65.0,40.0,46.0,27.0,14.0,1.0,1.0,5.0,125.0
2020-11-22,CAR,DET,20.0,0.0,Bank of America Stadium,559.0,51.0,74.0,42.0,30.0,29.0,8.0,3.0,1.0,5.0,65.0
2020-11-22,CLE,PHI,22.0,17.0,FirstEnergy Stadium,639.0,65.0,65.0,33.0,36.0,26.0,6.0,4.0,2.0,6.0,86.0
2020-11-22,HOU,NE,27.0,20.0,NRG Stadium,834.0,43.0,79.0,54.0,42.0,24.0,12.0,1.0,0.0,0.0,90.0
2020-11-22,JAX,PIT,3.0,27.0,TIAA Bank Stadium,579.0,44.0,85.0,48.0,35.0,30.0,11.0,2.0,1.0,6.0,147.0
2020-11-22,NO,ATL,24.0,9.0,Mercedes-Benz Superdome,624.0,50.0,71.0,37.0,37.0,25.0,6.0,4.0,3.0,3.0,88.0
2020-11-22,WAS,CIN,20.0,9.0,FedExField,597.0,52.0,75.0,42.0,38.0,26.0,7.0,2.0,0.0,4.0,80.0
2020-11-22,DEN,MIA,20.0,13.0,Empower Field at Mile High,682.0,50.0,74.0,41.0,36.0,28.0,11.0,2.0,1.0,3.0,120.0
2020-11-22,LAC,NYJ,34.0,28.0,SoFi Stadium,668.0,50.0,83.0,52.0,47.0,26.0,14.0,3.0,1.0,2.0,166.0
2020-11-22,IND,GB,34.0,31.0,Lucas Oil Stadium,789.0,56.0,76.0,51.0,44.0,25.0,10.0,3.0,2.0,6.0,161.0
2020-11-22,MIN,DAL,28.0,31.0,U.S. Bank Stadium,808.0,61.0,65.0,44.0,48.0,21.0,11.0,4.0,2.0,4.0,110.0
2020-11-22,LV,KC,31.0,35.0,Allegiant Stadium,824.0,53.0,77.0,58.0,59.0,18.0,11.0,2.0,2.0,2.0,161.0
2020-11-23,TB,LA,24.0,27.0,Raymond James Stadium,664.0,38.0,100.0,65.0,42.0,29.0,15.0,1.0,0.0,5.0,72.0
2020-11-26,DET,HOU,25.0,41.0,Ford Field,776.0,52.0,76.0,45.0,49.0,22.0,9.0,3.0,1.0,5.0,118.0
2020-11-26,DAL,WAS,16.0,41.0,AT&T Stadium,585.0,54.0,69.0,45.0,35.0,26.0,11.0,5.0,2.0,3.0,98.0
2020-11-29,ATL,LV,43.0,6.0,Mercedes-Benz Stadium,547.0,46.0,84.0,47.0,36.0,31.0,12.0,3.0,2.0,7.0,190.0
2020-11-29,BUF,LAC,27.0,17.0,New Era Field,701.0,54.0,84.0,50.0,45.0,25.0,7.0,5.0,4.0,6.0,176.0
2020-11-29,CIN,NYG,17.0,19.0,Paul Brown Stadium,541.0,57.0,69.0,39.0,29.0,31.0,12.0,4.0,4.0,4.0,78.0
2020-11-29,IND,TEN,26.0,45.0,Lucas Oil Stadium,785.0,67.0,70.0,37.0,54.0,25.0,10.0,3.0,2.0,1.0,113.0
2020-11-29,JAX,CLE,25.0,27.0,TIAA Bank Stadium,834.0,58.0,68.0,39.0,47.0,24.0,10.0,3.0,2.0,2.0,71.0
2020-11-29,MIN,CAR,28.0,27.0,U.S. Bank Stadium,763.0,52.0,84.0,53.0,47.0,27.0,12.0,2.0,2.0,4.0,110.0
2020-11-29,NE,ARI,20.0,17.0,Gillette Stadium,477.0,64.0,57.0,32.0,37.0,25.0,10.0,2.0,1.0,3.0,92.0
2020-11-29,NYJ,MIA,3.0,20.0,MetLife Stadium,605.0,48.0,73.0,40.0,32.0,29.0,11.0,1.0,0.0,6.0,94.0
2020-11-29,DEN,NO,3.0,31.0,Empower Field at Mile High,404.0,77.0,29.0,10.0,25.0,25.0,8.0,0.0,0.0,6.0,45.0
2020-11-29,LA,SF,20.0,23.0,SoFi Stadium,653.0,61.0,70.0,43.0,32.0,27.0,7.0,1.0,1.0,8.0,67.0
2020-11-29,TB,KC,24.0,27.0,Raymond James Stadium,960.0,33.0,94.0,64.0,46.0,21.0,9.0,1.0,1.0,3.0,139.0
2020-11-29,GB,CHI,41.0,25.0,Lambeau Field,745.0,55.0,79.0,47.0,54.0,21.0,10.0,4.0,4.0,5.0,62.0
2020-11-30,PHI,SEA,17.0,23.0,Lincoln Financial Field,553.0,45.0,85.0,48.0,38.0,27.0,10.0,5.0,0.0,2.0,162.0
2020-12-02,PIT,BAL,19.0,14.0,Heinz Field,553.0,48.0,72.0,45.0,32.0,27.0,9.0,3.0,1.0,6.0,126.0
2020-12-06,ATL,NO,16.0,21.0,Mercedes-Benz Stadium,756.0,57.0,81.0,46.0,43.0,30.0,13.0,4.0,2.0,4.0,94.0
2020-12-06,CHI,DET,30.0,34.0,Soldier Field,849.0,53.0,80.0,53.0,49.0,22.0,10.0,3.0,1.0,2.0,65.0
2020-12-06,HOU,IND,20.0,26.0,NRG Stadium,769.0,48.0,81.0,53.0,44.0,24.0,8.0,2.0,1.0,3.0,80.0
2020-12-06,MIA,CIN,19.0,7.0,Hard Rock Stadium,602.0,45.0,72.0,43.0,35.0,22.0,4.0,3.0,3.0,4.0,116.0
2020-12-06,MIN,JAX,27.0,24.0,U.S. Bank Stadium,812.0,63.0,92.0,56.0,50.0,29.0,11.0,0.0,0.0,7.0,124.0
2020-12-06,NYJ,LV,28.0,31.0,MetLife Stadium,818.0,59.0,76.0,42.0,48.0,23.0,11.0,1.0,0.0,6.0,61.0
2020-12-06,TEN,CLE,35.0,41.0,Nissan Stadium,891.0,56.0,82.0,55.0,49.0,26.0,12.0,5.0,3.0,6.0,144.0
2020-12-06,ARI,LA,28.0,38.0,State Farm Stadium,695.0,52.0,89.0,58.0,47.0,27.0,13.0,5.0,3.0,4.0,96.0
2020-12-06,SEA,NYG,12.0,17.0,Lumen Field,619.0,53.0,73.0,40.0,34.0,25.0,7.0,2.0,0.0,5.0,76.0
2020-12-06,GB,PHI,30.0,16.0,Lambeau Field,715.0,50.0,70.0,36.0,37.0,25.0,9.0,2.0,2.0,3.0,70.0
2020-12-06,LAC,NE,0.0,45.0,SoFi Stadium,549.0,58.0,79.0,40.0,39.0,32.0,13.0,6.0,2.0,4.0,45.0
2020-12-06,KC,DEN,22.0,16.0,Arrowhead Stadium,777.0,55.0,70.0,40.0,44.0,23.0,10.0,1.0,0.0,2.0,75.0
2020-12-07,PIT,WAS,17.0,23.0,Heinz Field,644.0,35.0,102.0,64.0,35.0,32.0,10.0,3.0,0.0,4.0,107.0
2020-12-07,SF,BUF,24.0,34.0,State Farm Stadium,851.0,48.0,80.0,58.0,55.0,20.0,10.0,4.0,2.0,4.0,93.0
2020-12-08,BAL,DAL,34.0,17.0,M&T Bank Stadium,789.0,65.0,66.0,43.0,48.0,26.0,11.0,5.0,4.0,3.0,81.0
2020-12-10,LA,NE,24.0,3.0,SoFi Stadium,538.0,65.0,55.0,30.0,27.0,27.0,6.0,5.0,2.0,3.0,62.0
2020-12-13,CAR,DEN,27.0,32.0,Bank of America Stadium,735.0,51.0,73.0,51.0,45.0,22.0,9.0,1.0,0.0,2.0,66.0
2020-12-13,CHI,HOU,36.0,7.0,Soldier Field,673.0,50.0,73.0,45.0,39.0,24.0,10.0,3.0,1.0,2.0,94.0
2020-12-13,CIN,DAL,7.0,30.0,Paul Brown Stadium,581.0,55.0,65.0,44.0,34.0,27.0,14.0,5.0,2.0,3.0,55.0
2020-12-13,JAX,TEN,10.0,31.0,TIAA Bank Stadium,808.0,55.0,79.0,50.0,44.0,23.0,8.0,5.0,2.0,2.0,158.0
2020-12-13,MIA,KC,27.0,33.0,Hard Rock Stadium,815.0,48.0,90.0,52.0,47.0,26.0,12.0,1.0,1.0,7.0,91.0
2020-12-13,NYG,ARI,7.0,26.0,MetLife Stadium,549.0,60.0,68.0,37.0,32.0,30.0,10.0,3.0,2.0,8.0,32.0
2020-12-13,TB,MIN,26.0,14.0,Raymond James Stadium,640.0,59.0,67.0,39.0,43.0,26.0,10.0,5.0,4.0,2.0,105.0
2020-12-13,LV,IND,27.0,44.0,Allegiant Stadium,880.0,53.0,74.0,51.0,50.0,23.0,16.0,0.0,0.0,3.0,83.0
2020-12-13,SEA,NYJ,40.0,3.0,Lumen Field,595.0,59.0,62.0,39.0,40.0,23.0,10.0,0.0,0.0,3.0,85.0
2020-12-13,DET,GB,24.0,31.0,Ford Field,703.0,46.0,77.0,53.0,52.0,21.0,13.0,0.0,0.0,0.0,98.0
2020-12-13,LAC,ATL,20.0,17.0,SoFi Stadium,664.0,46.0,80.0,58.0,41.0,27.0,18.0,0.0,0.0,6.0,75.0
2020-12-13,PHI,NO,24.0,21.0,Lincoln Financial Field,771.0,56.0,73.0,45.0,40.0,25.0,9.0,5.0,2.0,3.0,79.0
2020-12-13,SF,WAS,15.0,23.0,State Farm Stadium,539.0,55.0,84.0,40.0,33.0,30.0,7.0,1.0,0.0,4.0,65.0
2020-12-13,BUF,PIT,26.0,15.0,New Era Field,560.0,44.0,83.0,45.0,35.0,24.0,8.0,0.0,0.0,7.0,103.0
2020-12-14,CLE,BAL,42.0,47.0,FirstEnergy Stadium,882.0,61.0,74.0,41.0,56.0,23.0,11.0,3.0,3.0,6.0,144.0
2020-12-17,LV,LAC,27.0,30.0,Allegiant Stadium,851.0,70.0,67.0,42.0,53.0,25.0,12.0,4.0,4.0,3.0,76.0
2020-12-19,DEN,BUF,19.0,48.0,Empower Field at Mile High,789.0,52.0,76.0,48.0,47.0,27.0,15.0,1.0,0.0,4.0,108.0
2020-12-19,GB,CAR,24.0,16.0,Lambeau Field,655.0,54.0,72.0,41.0,39.0,24.0,9.0,2.0,1.0,2.0,116.0
2020-12-20,ATL,TB,27.0,31.0,Mercedes-Benz Stadium,785.0,31.0,100.0,65.0,50.0,25.0,10.0,2.0,1.0,1.0,25.0
2020-12-20,BAL,JAX,40.0,14.0,M&T Bank Stadium,676.0,59.0,61.0,41.0,43.0,24.0,13.0,5.0,2.0,7.0,107.0
2020-12-20,DAL,SF,41.0,33.0,AT&T Stadium,749.0,58.0,81.0,46.0,42.0,30.0,12.0,1.0,1.0,4.0,97.0
2020-12-20,IND,HOU,27.0,20.0,Lucas Oil Stadium,775.0,44.0,76.0,55.0,42.0,26.0,14.0,3.0,2.0,3.0,59.0
2020-12-20,MIA,NE,22.0,12.0,Hard Rock Stadium,688.0,64.0,59.0,37.0,44.0,21.0,9.0,2.0,1.0,4.0,60.0
2020-12-20,MIN,CHI,27.0,33.0,U.S. Bank Stadium,804.0,70.0,60.0,39.0,48.0,23.0,10.0,2.0,0.0,3.0,41.0
2020-12-20,TEN,DET,46.0,25.0,Nissan Stadium,895.0,66.0,66.0,48.0,55.0,23.0,16.0,1.0,0.0,4.0,55.0
2020-12-20,WAS,SEA,15.0,20.0,FedExField,655.0,47.0,86.0,56.0,41.0,29.0,15.0,1.0,0.0,5.0,86.0
2020-12-20,ARI,PHI,33.0,26.0,State Farm Stadium,948.0,61.0,88.0,52.0,52.0,28.0,9.0,6.0,4.0,7.0,152.0
2020-12-20,LA,NYJ,20.0,23.0,SoFi Stadium,592.0,50.0,70.0,44.0,33.0,28.0,9.0,2.0,1.0,2.0,104.0
2020-12-20,NO,KC,29.0,32.0,Mercedes-Benz Superdome,698.0,58.0,88.0,41.0,47.0,29.0,10.0,1.0,1.0,4.0,147.0
2020-12-20,NYG,CLE,6.0,20.0,MetLife Stadium,680.0,51.0,66.0,46.0,38.0,24.0,14.0,3.0,0.0,2.0,85.0
2020-12-21,CIN,PIT,27.0,17.0,Paul Brown Stadium,474.0,64.0,54.0,27.0,25.0,30.0,8.0,2.0,1.0,4.0,46.0
2020-12-25,NO,MIN,52.0,33.0,Mercedes-Benz Superdome,947.0,62.0,72.0,48.0,61.0,18.0,8.0,3.0,2.0,4.0,58.0
2020-12-26,DET,TB,7.0,47.0,Ford Field,774.0,41.0,79.0,52.0,42.0,20.0,5.0,3.0,1.0,3.0,182.0
2020-12-26,ARI,SF,12.0,20.0,State Farm Stadium,748.0,57.0,79.0,44.0,42.0,25.0,6.0,6.0,4.0,4.0,47.0
2020-12-26,LV,MIA,25.0,26.0,Allegiant Stadium,801.0,49.0,75.0,47.0,39.0,25.0,5.0,4.0,3.0,1.0,116.0
2020-12-27,BAL,NYG,27.0,13.0,M&T Bank Stadium,701.0,52.0,73.0,41.0,49.0,21.0,9.0,3.0,1.0,1.0,100.0
2020-12-27,HOU,CIN,31.0,37.0,NRG Stadium,1028.0,50.0,72.0,53.0,50.0,22.0,10.0,2.0,1.0,4.0,81.0
2020-12-27,JAX,CHI,17.0,41.0,TIAA Bank Stadium,670.0,49.0,75.0,48.0,42.0,24.0,11.0,2.0,2.0,6.0,155.0
2020-12-27,KC,ATL,17.0,14.0,Arrowhead Stadium,762.0,44.0,84.0,51.0,46.0,25.0,11.0,2.0,1.0,6.0,86.0
2020-12-27,NYJ,CLE,23.0,16.0,MetLife Stadium,632.0,52.0,92.0,45.0,41.0,33.0,13.0,1.0,0.0,3.0,109.0
2020-12-27,PIT,IND,28.0,24.0,Heinz Field,719.0,42.0,89.0,55.0,47.0,24.0,9.0,2.0,0.0,3.0,132.0
2020-12-27,LAC,DEN,19.0,16.0,SoFi Stadium,712.0,48.0,84.0,45.0,39.0,29.0,10.0,3.0,3.0,3.0,89.0
2020-12-27,WAS,CAR,13.0,20.0,FedExField,666.0,54.0,82.0,45.0,37.0,30.0,13.0,6.0,3.0,7.0,61.0
2020-12-27,DAL,PHI,37.0,17.0,AT&T Stadium,990.0,63.0,74.0,43.0,46.0,30.0,13.0,2.0,1.0,7.0,188.0
2020-12-27,SEA,LA,20.0,9.0,Lumen Field,626.0,53.0,83.0,44.0,35.0,36.0,17.0,2.0,0.0,2.0,76.0
2020-12-27,GB,TEN,40.0,14.0,Lambeau Field,708.0,65.0,54.0,32.0,42.0,19.0,9.0,3.0,1.0,5.0,15.0
2020-12-28,NE,BUF,9.0,38.0,Gillette Stadium,675.0,55.0,64.0,39.0,42.0,24.0,9.0,3.0,3.0,1.0,52.0
2021-01-03,BUF,MIA,56.0,26.0,New Era Field,909.0,45.0,100.0,60.0,50.0,24.0,7.0,2.0,1.0,7.0,36.0
2021-01-03,CIN,BAL,3.0,38.0,Paul Brown Stadium,720.0,73.0,40.0,17.0,34.0,26.0,12.0,2.0,1.0,3.0,78.0
2021-01-03,CLE,PIT,24.0,22.0,FirstEnergy Stadium,752.0,51.0,77.0,43.0,39.0,29.0,14.0,4.0,2.0,1.0,34.0
2021-01-03,DET,MIN,35.0,37.0,Ford Field,925.0,53.0,77.0,48.0,51.0,23.0,9.0,3.0,3.0,4.0,86.0
2021-01-03,NE,NYJ,28.0,14.0,Gillette Stadium,754.0,54.0,71.0,45.0,43.0,22.0,9.0,1.0,1.0,4.0,77.0
2021-01-03,NYG,DAL,23.0,19.0,MetLife Stadium,643.0,55.0,80.0,46.0,48.0,24.0,6.0,1.0,1.0,4.0,103.0
2021-01-03,TB,ATL,44.0,27.0,Raymond James Stadium,870.0,48.0,87.0,55.0,53.0,25.0,13.0,3.0,2.0,5.0,71.0
2021-01-03,CAR,NO,7.0,33.0,Bank of America Stadium,667.0,50.0,74.0,40.0,37.0,23.0,7.0,5.0,3.0,9.0,36.0
2021-01-03,CHI,GB,16.0,35.0,Soldier Field,672.0,50.0,68.0,52.0,38.0,22.0,10.0,6.0,5.0,3.0,46.0
2021-01-03,DEN,LV,31.0,32.0,Empower Field at Mile High,915.0,55.0,86.0,49.0,46.0,29.0,12.0,3.0,2.0,5.0,139.0
2021-01-03,HOU,TEN,38.0,41.0,NRG Stadium,949.0,58.0,74.0,47.0,53.0,22.0,12.0,2.0,1.0,3.0,94.0
2021-01-03,IND,JAX,28.0,14.0,Lucas Oil Stadium,722.0,54.0,76.0,43.0,40.0,25.0,8.0,2.0,0.0,2.0,69.0
2021-01-03,KC,LAC,21.0,38.0,Arrowhead Stadium,686.0,52.0,68.0,45.0,47.0,16.0,9.0,2.0,0.0,3.0,92.0
2021-01-03,LA,ARI,18.0,7.0,SoFi Stadium,547.0,48.0,71.0,41.0,36.0,24.0,8.0,1.0,1.0,4.0,66.0
2021-01-03,SF,SEA,23.0,26.0,State Farm Stadium,608.0,51.0,78.0,45.0,38.0,27.0,10.0,2.0,2.0,1.0,60.0
2021-01-03,PHI,WAS,14.0,20.0,Lincoln Financial Field,464.0,56.0,71.0,35.0,32.0,29.0,11.0,2.0,1.0,7.0,97.0
2021-09-09,TB,DAL,31.0,29.0,Raymond James Stadium,882.0,32.0,109.0,74.0,53.0,28.0,14.0,0.0,0.0,6.0,150.0
2021-09-12,ATL,PHI,6.0,32.0,Mercedes-Benz Stadium,696.0,58.0,74.0,48.0,41.0,27.0,9.0,5.0,1.0,3.0,188.0
2021-09-12,BUF,PIT,16.0,23.0,New Era Field,623.0,46.0,88.0,48.0,38.0,30.0,12.0,3.0,1.0,5.0,113.0
2021-09-12,CAR,NYJ,19.0,14.0,Bank of America Stadium,635.0,45.0,80.0,44.0,34.0,27.0,8.0,3.0,1.0,3.0,68.0
2021-09-12,CIN,MIN,27.0,24.0,Paul Brown Stadium,769.0,58.0,85.0,57.0,44.0,30.0,9.0,5.0,4.0,1.0,131.0
2021-09-12,DET,SF,33.0,41.0,Ford Field,876.0,52.0,89.0,56.0,51.0,24.0,7.0,5.0,2.0,3.0,124.0
2021-09-12,HOU,JAX,37.0,21.0,NRG Stadium,844.0,57.0,86.0,49.0,40.0,32.0,15.0,1.0,1.0,5.0,132.0
2021-09-12,IND,SEA,16.0,28.0,Lucas Oil Stadium,717.0,58.0,67.0,43.0,41.0,22.0,9.0,3.0,0.0,2.0,69.0
2021-09-12,TEN,ARI,13.0,38.0,Nissan Stadium,664.0,55.0,76.0,43.0,39.0,27.0,12.0,3.0,1.0,5.0,116.0
2021-09-12,WAS,LAC,16.0,20.0,FedExField,683.0,56.0,71.0,45.0,42.0,29.0,17.0,1.0,1.0,6.0,151.0
2021-09-12,KC,CLE,33.0,29.0,GEHA Field at Arrowhead Stadium,856.0,50.0,69.0,48.0,44.0,20.0,11.0,4.0,3.0,3.0,66.0
2021-09-12,NE,MIA,16.0,17.0,Gillette Stadium,652.0,53.0,69.0,45.0,40.0,27.0,15.0,0.0,0.0,5.0,112.0
2021-09-12,NO,GB,38.0,3.0,TIAA Bank Stadium,551.0,54.0,58.0,35.0,36.0,20.0,6.0,5.0,4.0,3.0,69.0
2021-09-12,NYG,DEN,13.0,27.0,MetLife Stadium,734.0,48.0,77.0,50.0,41.0,27.0,13.0,6.0,4.0,2.0,99.0
2021-09-12,LA,CHI,34.0,14.0,SoFi Stadium,708.0,49.0,70.0,49.0,41.0,22.0,11.0,5.0,1.0,2.0,71.0
2021-09-13,LV,BAL,33.0,27.0,Allegiant Stadium,897.0,55.0,92.0,53.0,46.0,27.0,10.0,3.0,1.0,6.0,133.0
2021-09-16,WAS,NYG,30.0,29.0,FedExField,798.0,50.0,83.0,56.0,46.0,25.0,8.0,2.0,2.0,1.0,161.0
2021-09-19,CAR,NO,26.0,7.0,Bank of America Stadium,511.0,50.0,66.0,37.0,32.0,26.0,10.0,2.0,0.0,4.0,164.0
2021-09-19,CHI,CIN,20.0,17.0,Soldier Field,454.0,54.0,62.0,34.0,30.0,28.0,12.0,2.0,0.0,6.0,127.0
2021-09-19,CLE,HOU,31.0,21.0,FirstEnergy Stadium,657.0,62.0,53.0,37.0,38.0,23.0,12.0,0.0,0.0,7.0,140.0
2021-09-19,IND,LA,24.0,27.0,Lucas Oil Stadium,727.0,55.0,71.0,41.0,43.0,20.0,8.0,2.0,0.0,4.0,25.0
2021-09-19,JAX,DEN,13.0,23.0,TIAA Bank Stadium,587.0,46.0,72.0,40.0,34.0,22.0,6.0,3.0,3.0,2.0,171.0
2021-09-19,MIA,BUF,0.0,35.0,Hard Rock Stadium,530.0,50.0,84.0,42.0,33.0,31.0,15.0,5.0,1.0,6.0,136.0
2021-09-19,NYJ,NE,6.0,25.0,MetLife Stadium,596.0,55.0,70.0,41.0,34.0,25.0,8.0,3.0,1.0,5.0,131.0
2021-09-19,PHI,SF,11.0,17.0,Lincoln Financial Field,636.0,68.0,56.0,34.0,39.0,26.0,11.0,2.0,1.0,3.0,117.0
2021-09-19,PIT,LV,17.0,26.0,Heinz Field,756.0,39.0,81.0,55.0,38.0,25.0,10.0,2.0,1.0,4.0,83.0
2021-09-19,ARI,MIN,34.0,33.0,State Farm Stadium,893.0,48.0,72.0,51.0,43.0,19.0,5.0,1.0,1.0,5.0,56.0
2021-09-19,TB,ATL,48.0,25.0,Raymond James Stadium,691.0,42.0,88.0,59.0,39.0,27.0,10.0,6.0,2.0,6.0,132.0
2021-09-19,LAC,DAL,17.0,20.0,SoFi Stadium,829.0,51.0,72.0,54.0,48.0,22.0,11.0,2.0,1.0,4.0,175.0
2021-09-19,SEA,TEN,30.0,33.0,Lumen Field,929.0,58.0,77.0,49.0,49.0,26.0,10.0,1.0,0.0,1.0,145.0
2021-09-19,BAL,KC,36.0,35.0,M&T Bank Stadium,886.0,59.0,60.0,42.0,53.0,17.0,7.0,1.0,1.0,6.0,101.0
2021-09-20,GB,DET,35.0,17.0,Lambeau Field,667.0,50.0,67.0,48.0,44.0,18.0,9.0,2.0,0.0,3.0,128.0
2021-09-23,HOU,CAR,9.0,24.0,NRG Stadium,600.0,50.0,69.0,42.0,42.0,20.0,6.0,2.0,0.0,4.0,115.0
2021-09-26,BUF,WAS,43.0,21.0,New Era Field,771.0,58.0,70.0,47.0,42.0,26.0,11.0,3.0,1.0,4.0,68.0
