date,home_team,away_team,home_score,away_score,stadium,total_yards,rush_attempts,pass_attempts,completions,first_downs,third_down_attempts,third_down_conv,fourth_down_attempts,fourth_down_conv,turnovers,penalty_yards
2019-12-01,BAL,SF,20.0,17.0,M&T Bank Stadium,614.0,67.0,47.0,29.0,36.0,22.0,7.0,5.0,3.0,2.0,77.0
2019-12-01,CAR,WAS,21.0,29.0,Bank of America Stadium,640.0,50.0,84.0,40.0,42.0,27.0,8.0,2.0,1.0,5.0,108.0
2019-12-01,CIN,NYJ,22.0,6.0,Paul Brown Stadium,548.0,42.0,90.0,50.0,33.0,31.0,12.0,2.0,0.0,2.0,121.0
2019-12-01,IND,TEN,17.0,31.0,Lucas Oil Stadium,683.0,54.0,71.0,42.0,36.0,25.0,10.0,1.0,1.0,5.0,73.0
2019-12-01,JAX,TB,11.0,28.0,TIAA Bank Stadium,561.0,49.0,84.0,44.0,33.0,31.0,11.0,5.0,2.0,6.0,165.0
2019-12-01,MIA,PHI,37.0,31.0,Hard Rock Stadium,799.0,39.0,94.0,56.0,49.0,26.0,12.0,3.0,3.0,3.0,150.0
2019-12-01,NYG,GB,13.0,31.0,MetLife Stadium,657.0,53.0,70.0,41.0,38.0,27.0,12.0,5.0,4.0,6.0,85.0
2019-12-01,PIT,CLE,20.0,13.0,Heinz Field,602.0,56.0,61.0,32.0,37.0,22.0,8.0,2.0,1.0,4.0,99.0
2019-12-01,ARI,LA,7.0,34.0,State Farm Stadium,747.0,51.0,86.0,52.0,40.0,28.0,10.0,5.0,2.0,1.0,88.0
2019-12-01,DEN,LAC,23.0,20.0,Empower Field at Mile High,577.0,54.0,60.0,38.0,30.0,30.0,12.0,1.0,1.0,3.0,107.0
2019-12-01,KC,OAK,40.0,9.0,Arrowhead Stadium,,,,,,,,,,,
2019-12-01,HOU,NE,28.0,22.0,NRG Stadium,724.0,52.0,80.0,43.0,45.0,28.0,15.0,2.0,1.0,1.0,139.0
2019-12-02,SEA,MIN,37.0,30.0,CenturyLink Field,798.0,57.0,71.0,43.0,41.0,25.0,12.0,2.0,1.0,6.0,60.0
2019-12-05,CHI,DAL,31.0,24.0,Soldier Field,790.0,56.0,84.0,50.0,46.0,27.0,13.0,3.0,2.0,4.0,82.0
2019-12-08,ATL,CAR,40.0,20.0,Mercedes-Benz Stadium,806.0,54.0,81.0,48.0,49.0,22.0,8.0,0.0,0.0,5.0,102.0
2019-12-08,BUF,BAL,17.0,24.0,New Era Field,468.0,56.0,72.0,33.0,31.0,28.0,7.0,1.0,0.0,3.0,143.0
2019-12-08,CLE,CIN,27.0,19.0,FirstEnergy Stadium,784.0,58.0,66.0,34.0,44.0,24.0,10.0,2.0,1.0,4.0,129.0
2019-12-08,GB,WAS,20.0,15.0,Lambeau Field,603.0,57.0,63.0,34.0,36.0,24.0,9.0,2.0,2.0,4.0,59.0
2019-12-08,HOU,DEN,24.0,38.0,NRG Stadium,805.0,49.0,81.0,50.0,47.0,21.0,11.0,4.0,2.0,4.0,94.0
2019-12-08,MIN,DET,20.0,7.0,U.S. Bank Stadium,585.0,61.0,76.0,48.0,39.0,30.0,12.0,2.0,1.0,2.0,83.0
2019-12-08,NO,SF,46.0,48.0,Mercedes-Benz Superdome,981.0,52.0,81.0,56.0,52.0,23.0,11.0,4.0,3.0,3.0,117.0
2019-12-08,NYJ,MIA,22.0,21.0,MetLife Stadium,736.0,58.0,76.0,41.0,44.0,27.0,10.0,1.0,0.0,7.0,136.0
2019-12-08,TB,IND,38.0,35.0,Raymond James Stadium,853.0,50.0,88.0,54.0,43.0,31.0,14.0,4.0,3.0,5.0,139.0
2019-12-08,JAX,LAC,10.0,45.0,TIAA Bank Stadium,777.0,53.0,68.0,44.0,41.0,23.0,10.0,4.0,2.0,2.0,166.0
2019-12-08,ARI,PIT,17.0,23.0,State Farm Stadium,511.0,57.0,57.0,36.0,37.0,22.0,8.0,4.0,1.0,7.0,95.0
2019-12-08,NE,KC,16.0,23.0,Gillette Stadium,624.0,52.0,81.0,46.0,37.0,28.0,7.0,4.0,2.0,4.0,161.0
2019-12-08,OAK,TEN,21.0,42.0,Ring Central Coliseum,,,,,,,,,,,
2019-12-08,LA,SEA,28.0,12.0,Los Angeles Memorial Coliseum,763.0,56.0,73.0,44.0,42.0,27.0,12.0,2.0,1.0,5.0,84.0
2019-12-09,PHI,NYG,23.0,17.0,Lincoln Financial Field,673.0,52.0,85.0,48.0,38.0,33.0,11.0,2.0,1.0,4.0,84.0
2019-12-12,BAL,NYJ,42.0,21.0,M&T Bank Stadium,744.0,59.0,59.0,33.0,36.0,22.0,8.0,3.0,1.0,3.0,129.0
2019-12-15,CAR,SEA,24.0,30.0,Bank of America Stadium,842.0,63.0,72.0,45.0,49.0,21.0,9.0,1.0,1.0,6.0,55.0
2019-12-15,CIN,NE,13.0,34.0,Paul Brown Stadium,606.0,64.0,62.0,32.0,38.0,27.0,10.0,3.0,1.0,6.0,55.0
2019-12-15,DET,TB,17.0,38.0,Ford Field,790.0,47.0,89.0,52.0,39.0,29.0,13.0,3.0,1.0,6.0,80.0
2019-12-15,GB,CHI,21.0,13.0,Lambeau Field,707.0,51.0,90.0,45.0,32.0,35.0,14.0,6.0,1.0,3.0,65.0
2019-12-15,KC,DEN,23.0,3.0,Arrowhead Stadium,672.0,40.0,81.0,45.0,42.0,25.0,11.0,3.0,1.0,4.0,117.0
2019-12-15,NYG,MIA,36.0,20.0,MetLife Stadium,796.0,58.0,74.0,44.0,46.0,24.0,8.0,3.0,1.0,4.0,74.0
2019-12-15,TEN,HOU,21.0,24.0,Nissan Stadium,806.0,63.0,67.0,41.0,46.0,20.0,9.0,2.0,1.0,4.0,57.0
2019-12-15,WAS,PHI,27.0,37.0,FedExField,767.0,50.0,74.0,49.0,46.0,26.0,15.0,0.0,0.0,5.0,114.0
2019-12-15,ARI,CLE,38.0,24.0,State Farm Stadium,912.0,56.0,67.0,47.0,49.0,21.0,12.0,2.0,2.0,3.0,79.0
2019-12-15,LAC,MIN,10.0,39.0,StubHub Center,689.0,56.0,67.0,47.0,35.0,25.0,13.0,2.0,1.0,11.0,89.0
2019-12-15,OAK,JAX,16.0,20.0,Ring Central Coliseum,,,,,,,,,,,
2019-12-15,DAL,LA,44.0,21.0,AT&T Stadium,766.0,60.0,78.0,49.0,48.0,25.0,11.0,3.0,2.0,2.0,45.0
2019-12-15,SF,ATL,22.0,29.0,Levi's Stadium,603.0,48.0,76.0,47.0,40.0,25.0,11.0,1.0,1.0,5.0,165.0
2019-12-15,PIT,BUF,10.0,17.0,Heinz Field,490.0,52.0,68.0,36.0,32.0,27.0,11.0,2.0,1.0,10.0,100.0
2019-12-16,NO,IND,34.0,7.0,Mercedes-Benz Superdome,629.0,50.0,65.0,47.0,43.0,21.0,8.0,2.0,1.0,0.0,101.0
2019-12-21,TB,HOU,20.0,23.0,Raymond James Stadium,664.0,47.0,88.0,44.0,34.0,31.0,13.0,2.0,1.0,8.0,80.0
2019-12-21,NE,BUF,24.0,17.0,Gillette Stadium,684.0,58.0,64.0,39.0,37.0,25.0,9.0,4.0,2.0,1.0,76.0
2019-12-21,SF,LA,34.0,31.0,Levi's Stadium,729.0,47.0,79.0,43.0,41.0,23.0,9.0,0.0,0.0,7.0,69.0
2019-12-22,ATL,JAX,24.0,12.0,Mercedes-Benz Stadium,806.0,51.0,82.0,46.0,45.0,27.0,10.0,4.0,3.0,4.0,100.0
2019-12-22,CLE,BAL,15.0,31.0,FirstEnergy Stadium,722.0,59.0,66.0,40.0,47.0,23.0,10.0,1.0,0.0,4.0,112.0
2019-12-22,IND,CAR,38.0,6.0,Lucas Oil Stadium,610.0,53.0,80.0,42.0,41.0,25.0,8.0,6.0,3.0,3.0,46.0
2019-12-22,MIA,CIN,38.0,35.0,Hard Rock Stadium,936.0,60.0,116.0,64.0,54.0,34.0,10.0,3.0,3.0,3.0,124.0
2019-12-22,NYJ,PIT,16.0,10.0,MetLife Stadium,519.0,57.0,69.0,41.0,30.0,29.0,7.0,2.0,1.0,7.0,64.0
2019-12-22,TEN,NO,28.0,38.0,Nissan Stadium,774.0,49.0,75.0,45.0,40.0,25.0,9.0,2.0,0.0,2.0,126.0
2019-12-22,WAS,NYG,35.0,41.0,FedExField,913.0,52.0,84.0,57.0,53.0,28.0,16.0,0.0,0.0,1.0,84.0
2019-12-22,DEN,DET,27.0,17.0,Empower Field at Mile High,539.0,54.0,62.0,38.0,37.0,23.0,9.0,2.0,1.0,1.0,118.0
2019-12-22,LAC,OAK,17.0,24.0,StubHub Center,,,,,,,,,,,
2019-12-22,PHI,DAL,17.0,9.0,Lincoln Financial Field,742.0,46.0,87.0,56.0,39.0,28.0,9.0,3.0,1.0,2.0,50.0
2019-12-22,SEA,ARI,13.0,27.0,CenturyLink Field,636.0,60.0,65.0,31.0,33.0,27.0,6.0,2.0,1.0,2.0,102.0
2019-12-22,CHI,KC,3.0,26.0,Soldier Field,584.0,51.0,71.0,41.0,43.0,23.0,11.0,3.0,0.0,1.0,121.0
2019-12-23,MIN,GB,10.0,23.0,U.S. Bank Stadium,524.0,48.0,81.0,42.0,29.0,29.0,9.0,2.0,0.0,6.0,50.0
2019-12-29,BUF,NYJ,6.0,13.0,New Era Field,580.0,47.0,79.0,44.0,35.0,28.0,9.0,0.0,0.0,6.0,53.0
2019-12-29,CAR,NO,10.0,42.0,Bank of America Stadium,708.0,53.0,83.0,46.0,41.0,27.0,9.0,2.0,1.0,3.0,98.0
2019-12-29,CIN,CLE,33.0,23.0,Paul Brown Stadium,674.0,59.0,62.0,28.0,37.0,27.0,13.0,1.0,1.0,6.0,53.0
2019-12-29,DET,GB,20.0,23.0,Ford Field,737.0,55.0,87.0,40.0,42.0,32.0,11.0,3.0,3.0,3.0,147.0
2019-12-29,KC,LAC,31.0,21.0,Arrowhead Stadium,702.0,48.0,74.0,47.0,41.0,25.0,15.0,4.0,2.0,3.0,79.0
2019-12-29,MIN,CHI,19.0,21.0,U.S. Bank Stadium,637.0,60.0,62.0,38.0,38.0,25.0,11.0,2.0,1.0,5.0,74.0
2019-12-29,NE,MIA,24.0,27.0,Gillette Stadium,741.0,49.0,76.0,45.0,43.0,21.0,8.0,1.0,0.0,4.0,89.0
2019-12-29,TB,ATL,22.0,28.0,Raymond James Stadium,704.0,52.0,82.0,43.0,41.0,26.0,8.0,4.0,2.0,6.0,150.0
2019-12-29,BAL,PIT,28.0,10.0,M&T Bank Stadium,472.0,67.0,51.0,20.0,29.0,28.0,12.0,3.0,1.0,4.0,82.0
2019-12-29,DAL,WAS,47.0,16.0,AT&T Stadium,788.0,56.0,75.0,41.0,35.0,27.0,9.0,4.0,1.0,3.0,91.0
2019-12-29,DEN,OAK,16.0,15.0,Empower Field at Mile High,,,,,,,,,,,
2019-12-29,HOU,TEN,14.0,35.0,NRG Stadium,768.0,64.0,61.0,35.0,45.0,22.0,8.0,4.0,2.0,1.0,72.0
2019-12-29,JAX,IND,38.0,20.0,TIAA Bank Stadium,630.0,51.0,71.0,39.0,40.0,26.0,13.0,1.0,0.0,4.0,63.0
2019-12-29,LA,ARI,31.0,24.0,Los Angeles Memorial Coliseum,817.0,50.0,90.0,56.0,47.0,28.0,16.0,1.0,0.0,5.0,154.0
2019-12-29,NYG,PHI,17.0,34.0,MetLife Stadium,797.0,52.0,92.0,51.0,43.0,31.0,9.0,6.0,3.0,4.0,103.0
2019-12-29,SEA,SF,21.0,26.0,CenturyLink Field,746.0,54.0,66.0,43.0,45.0,22.0,12.0,3.0,1.0,2.0,86.0
2020-09-10,KC,HOU,34.0,20.0,Arrowhead Stadium,729.0,56.0,70.0,44.0,48.0,23.0,11.0,2.0,2.0,1.0,42.0
2020-09-13,ATL,SEA,25.0,38.0,Mercedes-Benz Stadium,889.0,41.0,95.0,68.0,50.0,23.0,10.0,5.0,1.0,3.0,118.0
2020-09-13,BAL,CLE,38.0,6.0,M&T Bank Stadium,687.0,57.0,69.0,42.0,43.0,23.0,9.0,3.0,0.0,6.0,146.0
2020-09-13,BUF,NYJ,27.0,17.0,New Era Field,658.0,47.0,87.0,54.0,45.0,25.0,11.0,1.0,1.0,4.0,174.0
2020-09-13,CAR,LV,30.0,34.0,Bank of America Stadium,762.0,61.0,66.0,44.0,45.0,24.0,13.0,2.0,1.0,1.0,105.0
2020-09-13,DET,CHI,23.0,27.0,Ford Field,789.0,57.0,80.0,44.0,48.0,27.0,8.0,2.0,1.0,2.0,125.0
2020-09-13,JAX,IND,27.0,20.0,TIAA Bank Stadium,686.0,45.0,71.0,55.0,43.0,22.0,9.0,3.0,1.0,2.0,141.0
2020-09-13,MIN,GB,34.0,43.0,U.S. Bank Stadium,910.0,56.0,72.0,51.0,54.0,17.0,9.0,3.0,1.0,2.0,83.0
2020-09-13,NE,MIA,21.0,11.0,Gillette Stadium,628.0,70.0,52.0,35.0,47.0,21.0,9.0,1.0,1.0,6.0,82.0
2020-09-13,WAS,PHI,27.0,17.0,FedExField,504.0,53.0,84.0,41.0,36.0,32.0,10.0,4.0,1.0,7.0,75.0
2020-09-13,CIN,LAC,13.0,16.0,Paul Brown Stadium,657.0,67.0,71.0,39.0,37.0,30.0,12.0,2.0,0.0,3.0,79.0
2020-09-13,NO,TB,34.0,23.0,Mercedes-Benz Superdome,581.0,60.0,72.0,42.0,40.0,28.0,10.0,2.0,1.0,4.0,222.0
2020-09-13,SF,ARI,20.0,24.0,Levi's Stadium,770.0,61.0,78.0,45.0,46.0,25.0,9.0,2.0,0.0,3.0,155.0
2020-09-13,LA,DAL,20.0,17.0,SoFi Stadium,802.0,67.0,74.0,45.0,47.0,29.0,12.0,4.0,2.0,1.0,84.0
2020-09-14,NYG,PIT,16.0,26.0,MetLife Stadium,640.0,50.0,79.0,47.0,39.0,30.0,16.0,2.0,2.0,5.0,46.0
2020-09-14,DEN,TEN,14.0,16.0,Empower Field at Mile High,700.0,60.0,77.0,51.0,45.0,25.0,10.0,2.0,1.0,4.0,93.0
2020-09-17,CLE,CIN,35.0,30.0,FirstEnergy Stadium,787.0,59.0,87.0,53.0,53.0,26.0,13.0,7.0,6.0,3.0,121.0
2020-09-20,CHI,NYG,17.0,13.0,Soldier Field,599.0,50.0,76.0,43.0,39.0,29.0,12.0,4.0,4.0,5.0,58.0
2020-09-20,DAL,ATL,40.0,39.0,AT&T Stadium,950.0,66.0,89.0,58.0,54.0,30.0,15.0,4.0,2.0,4.0,126.0
2020-09-20,GB,DET,42.0,21.0,Lambeau Field,797.0,57.0,68.0,38.0,45.0,24.0,12.0,2.0,1.0,1.0,130.0
2020-09-20,IND,MIN,28.0,11.0,Lucas Oil Stadium,531.0,59.0,56.0,30.0,35.0,20.0,5.0,1.0,1.0,5.0,138.0
2020-09-20,MIA,BUF,28.0,31.0,Hard Rock Stadium,935.0,45.0,87.0,55.0,50.0,22.0,10.0,1.0,0.0,2.0,75.0
2020-09-20,NYJ,SF,13.0,31.0,MetLife Stadium,636.0,58.0,63.0,43.0,34.0,27.0,12.0,2.0,0.0,3.0,124.0
2020-09-20,PHI,LA,19.0,37.0,Lincoln Financial Field,812.0,66.0,71.0,46.0,54.0,24.0,14.0,2.0,1.0,4.0,54.0
2020-09-20,PIT,DEN,26.0,21.0,Heinz Field,731.0,48.0,89.0,48.0,41.0,27.0,7.0,4.0,1.0,6.0,119.0
2020-09-20,TB,CAR,31.0,17.0,Raymond James Stadium,766.0,46.0,82.0,56.0,44.0,22.0,11.0,2.0,1.0,7.0,114.0
2020-09-20,TEN,JAX,33.0,30.0,Nissan Stadium,834.0,61.0,72.0,48.0,52.0,25.0,17.0,1.0,1.0,4.0,90.0
2020-09-20,ARI,WAS,30.0,15.0,State Farm Stadium,754.0,56.0,79.0,45.0,41.0,29.0,11.0,3.0,3.0,4.0,139.0
2020-09-20,HOU,BAL,16.0,33.0,NRG Stadium,711.0,54.0,68.0,43.0,41.0,23.0,8.0,3.0,2.0,2.0,43.0
2020-09-20,LAC,KC,20.0,23.0,SoFi Stadium,895.0,66.0,84.0,49.0,51.0,28.0,13.0,3.0,2.0,2.0,130.0
2020-09-20,SEA,NE,35.0,30.0,CenturyLink Field,893.0,56.0,75.0,51.0,50.0,19.0,10.0,1.0,1.0,2.0,80.0
2020-09-21,LV,NO,34.0,24.0,Allegiant Stadium,801.0,54.0,79.0,54.0,54.0,28.0,17.0,2.0,2.0,3.0,142.0
2020-09-24,JAX,MIA,13.0,31.0,TIAA Bank Stadium,612.0,53.0,67.0,48.0,44.0,23.0,10.0,4.0,1.0,2.0,114.0
2020-09-27,ATL,CHI,26.0,30.0,Mercedes-Benz Stadium,808.0,50.0,94.0,48.0,45.0,28.0,8.0,2.0,1.0,5.0,155.0
2020-09-27,BUF,LA,35.0,32.0,New Era Field,855.0,53.0,72.0,47.0,51.0,20.0,11.0,2.0,1.0,4.0,85.0
2020-09-27,CLE,WAS,34.0,20.0,FirstEnergy Stadium,609.0,59.0,65.0,37.0,37.0,25.0,10.0,2.0,2.0,8.0,90.0
2020-09-27,MIN,TEN,30.0,31.0,U.S. Bank Stadium,908.0,67.0,70.0,39.0,45.0,23.0,7.0,2.0,1.0,7.0,65.0
2020-09-27,NE,LV,36.0,20.0,Gillette Stadium,781.0,60.0,64.0,41.0,47.0,20.0,6.0,0.0,0.0,4.0,73.0
2020-09-27,NYG,SF,9.0,36.0,MetLife Stadium,651.0,50.0,73.0,42.0,42.0,22.0,12.0,2.0,1.0,5.0,73.0
2020-09-27,PHI,CIN,23.0,23.0,Lincoln Financial Field,682.0,54.0,102.0,60.0,48.0,34.0,13.0,0.0,0.0,4.0,166.0
2020-09-27,PIT,HOU,28.0,21.0,Heinz Field,649.0,53.0,71.0,42.0,38.0,30.0,13.0,2.0,2.0,2.0,63.0
2020-09-27,IND,NYJ,36.0,7.0,Lucas Oil Stadium,613.0,60.0,56.0,36.0,36.0,22.0,6.0,2.0,1.0,3.0,97.0
2020-09-27,LAC,CAR,16.0,21.0,SoFi Stadium,738.0,44.0,82.0,57.0,39.0,27.0,13.0,0.0,0.0,5.0,90.0
2020-09-27,ARI,DET,23.0,26.0,State Farm Stadium,699.0,54.0,71.0,45.0,50.0,22.0,8.0,2.0,2.0,3.0,84.0
2020-09-27,DEN,TB,10.0,28.0,Empower Field at Mile High,579.0,39.0,85.0,50.0,30.0,30.0,13.0,2.0,1.0,4.0,101.0
2020-09-27,SEA,DAL,38.0,31.0,CenturyLink Field,936.0,47.0,105.0,64.0,50.0,28.0,12.0,3.0,3.0,5.0,89.0
2020-09-27,NO,GB,30.0,37.0,Mercedes-Benz Superdome,766.0,46.0,71.0,50.0,45.0,22.0,10.0,3.0,2.0,3.0,93.0
2020-09-28,BAL,KC,20.0,34.0,M&T Bank Stadium,745.0,52.0,74.0,46.0,45.0,22.0,13.0,3.0,0.0,4.0,83.0
2020-10-01,NYJ,DEN,28.0,37.0,MetLife Stadium,680.0,56.0,82.0,44.0,39.0,31.0,14.0,2.0,0.0,3.0,212.0
2020-10-04,CAR,ARI,31.0,21.0,Bank of America Stadium,706.0,58.0,69.0,50.0,50.0,20.0,10.0,1.0,1.0,2.0,101.0
2020-10-04,CIN,JAX,33.0,25.0,Paul Brown Stadium,934.0,54.0,81.0,52.0,53.0,21.0,6.0,2.0,2.0,2.0,122.0
2020-10-04,DAL,CLE,38.0,49.0,AT&T Stadium,1082.0,61.0,95.0,61.0,68.0,22.0,11.0,2.0,1.0,3.0,105.0
2020-10-04,DET,NO,29.0,35.0,Ford Field,675.0,64.0,62.0,36.0,46.0,28.0,17.0,4.0,4.0,4.0,116.0
2020-10-04,HOU,MIN,23.0,31.0,NRG Stadium,796.0,66.0,61.0,36.0,43.0,24.0,8.0,3.0,2.0,3.0,51.0
2020-10-04,MIA,SEA,23.0,31.0,Hard Rock Stadium,858.0,48.0,83.0,53.0,51.0,23.0,11.0,1.0,0.0,5.0,20.0
2020-10-04,TB,LAC,38.0,31.0,Raymond James Stadium,808.0,50.0,73.0,50.0,42.0,21.0,9.0,1.0,1.0,3.0,150.0
2020-10-04,WAS,BAL,17.0,31.0,FedExField,693.0,54.0,72.0,47.0,41.0,24.0,9.0,5.0,4.0,3.0,50.0
2020-10-04,LA,NYG,17.0,9.0,SoFi Stadium,535.0,48.0,75.0,48.0,34.0,26.0,9.0,3.0,2.0,4.0,25.0
2020-10-04,CHI,IND,11.0,19.0,Soldier Field,560.0,55.0,73.0,42.0,33.0,33.0,12.0,2.0,1.0,1.0,179.0
2020-10-04,LV,BUF,23.0,30.0,Allegiant Stadium,720.0,47.0,81.0,56.0,44.0,27.0,15.0,3.0,2.0,3.0,146.0
2020-10-04,SF,PHI,20.0,25.0,Levi's Stadium,686.0,48.0,83.0,50.0,41.0,24.0,9.0,3.0,2.0,6.0,67.0
2020-10-05,KC,NE,26.0,10.0,Arrowhead Stadium,680.0,60.0,69.0,39.0,40.0,26.0,10.0,3.0,2.0,6.0,81.0
2020-10-05,GB,ATL,30.0,16.0,Lambeau Field,730.0,51.0,77.0,55.0,46.0,23.0,9.0,6.0,3.0,0.0,53.0
2020-10-08,CHI,TB,20.0,19.0,Soldier Field,582.0,34.0,89.0,55.0,35.0,24.0,7.0,2.0,1.0,4.0,175.0
2020-10-11,ATL,CAR,16.0,23.0,Mercedes-Benz Stadium,810.0,51.0,75.0,48.0,45.0,25.0,12.0,1.0,1.0,2.0,65.0
2020-10-11,BAL,CIN,27.0,3.0,M&T Bank Stadium,537.0,52.0,75.0,38.0,29.0,31.0,10.0,4.0,2.0,5.0,65.0
2020-10-11,HOU,JAX,30.0,14.0,NRG Stadium,850.0,42.0,89.0,56.0,45.0,26.0,13.0,4.0,2.0,4.0,60.0
2020-10-11,KC,LV,32.0,40.0,Arrowhead Stadium,905.0,55.0,79.0,44.0,42.0,28.0,13.0,4.0,3.0,2.0,153.0
2020-10-11,NYJ,ARI,10.0,30.0,MetLife Stadium,781.0,58.0,75.0,45.0,49.0,25.0,9.0,3.0,1.0,2.0,89.0
2020-10-11,PIT,PHI,38.0,29.0,Heinz Field,705.0,48.0,77.0,48.0,44.0,29.0,21.0,1.0,0.0,3.0,170.0
2020-10-11,WAS,LA,10.0,30.0,FedExField,537.0,49.0,69.0,39.0,30.0,28.0,8.0,2.0,0.0,4.0,100.0
2020-10-11,SF,MIA,17.0,43.0,Levi's Stadium,695.0,52.0,70.0,38.0,40.0,22.0,6.0,4.0,2.0,5.0,144.0
2020-10-11,CLE,IND,32.0,23.0,FirstEnergy Stadium,693.0,51.0,73.0,43.0,37.0,28.0,14.0,2.0,2.0,5.0,44.0
2020-10-11,DAL,NYG,37.0,34.0,AT&T Stadium,704.0,56.0,71.0,44.0,46.0,22.0,12.0,0.0,0.0,3.0,106.0
2020-10-11,SEA,MIN,27.0,26.0,CenturyLink Field,763.0,58.0,79.0,47.0,48.0,21.0,6.0,5.0,4.0,5.0,80.0
2020-10-12,NO,LAC,30.0,27.0,Mercedes-Benz Superdome,758.0,57.0,87.0,53.0,42.0,32.0,13.0,1.0,0.0,3.0,70.0
2020-10-13,TEN,BUF,42.0,16.0,Nissan Stadium,704.0,56.0,76.0,50.0,48.0,27.0,19.0,1.0,1.0,4.0,102.0
2020-10-18,CAR,CHI,16.0,23.0,Bank of America Stadium,564.0,54.0,72.0,39.0,43.0,27.0,10.0,2.0,1.0,5.0,161.0
2020-10-18,IND,CIN,31.0,27.0,Lucas Oil Stadium,828.0,47.0,86.0,54.0,45.0,28.0,15.0,2.0,2.0,4.0,75.0
2020-10-18,JAX,DET,16.0,34.0,TIAA Bank Stadium,678.0,55.0,77.0,44.0,41.0,25.0,10.0,4.0,2.0,4.0,116.0
2020-10-18,MIN,ATL,23.0,40.0,U.S. Bank Stadium,831.0,50.0,81.0,54.0,43.0,27.0,12.0,5.0,4.0,5.0,55.0
2020-10-18,NE,DEN,12.0,18.0,Gillette Stadium,587.0,63.0,57.0,29.0,29.0,27.0,8.0,2.0,1.0,9.0,24.0
2020-10-18,NYG,WAS,20.0,19.0,MetLife Stadium,577.0,50.0,66.0,43.0,38.0,26.0,15.0,2.0,2.0,3.0,80.0
2020-10-18,PHI,BAL,28.0,30.0,Lincoln Financial Field,723.0,57.0,78.0,37.0,36.0,28.0,9.0,3.0,1.0,5.0,152.0
2020-10-18,PIT,CLE,38.0,7.0,Heinz Field,497.0,59.0,57.0,30.0,30.0,26.0,6.0,5.0,2.0,3.0,100.0
2020-10-18,TEN,HOU,42.0,36.0,Nissan Stadium,1021.0,54.0,85.0,58.0,56.0,24.0,13.0,3.0,3.0,2.0,119.0
2020-10-18,MIA,NYJ,24.0,0.0,Hard Rock Stadium,565.0,47.0,78.0,41.0,30.0,26.0,3.0,3.0,2.0,4.0,105.0
2020-10-18,TB,GB,38.0,10.0,Raymond James Stadium,525.0,56.0,68.0,33.0,33.0,29.0,12.0,0.0,0.0,3.0,76.0
2020-10-18,SF,LA,24.0,16.0,Levi's Stadium,701.0,56.0,71.0,42.0,41.0,25.0,9.0,2.0,1.0,1.0,97.0
2020-10-19,BUF,KC,17.0,26.0,New Era Field,672.0,69.0,54.0,35.0,44.0,23.0,13.0,1.0,1.0,3.0,107.0
2020-10-19,DAL,ARI,10.0,38.0,AT&T Stadium,782.0,62.0,82.0,43.0,47.0,28.0,13.0,4.0,4.0,5.0,79.0
2020-10-22,PHI,NYG,22.0,21.0,Lincoln Financial Field,767.0,49.0,80.0,45.0,44.0,23.0,7.0,2.0,1.0,4.0,137.0
2020-10-25,ATL,DET,22.0,23.0,Mercedes-Benz Stadium,776.0,47.0,83.0,56.0,46.0,24.0,10.0,3.0,1.0,2.0,103.0
2020-10-25,CIN,CLE,34.0,37.0,Paul Brown Stadium,866.0,43.0,81.0,59.0,54.0,16.0,11.0,1.0,1.0,5.0,85.0
2020-10-25,HOU,GB,20.0,35.0,NRG Stadium,744.0,49.0,76.0,52.0,41.0,26.0,13.0,1.0,0.0,2.0,95.0
2020-10-25,NO,CAR,27.0,24.0,Mercedes-Benz Superdome,698.0,43.0,67.0,53.0,43.0,23.0,18.0,0.0,0.0,1.0,55.0
2020-10-25,NYJ,BUF,10.0,18.0,MetLife Stadium,613.0,49.0,74.0,42.0,42.0,19.0,5.0,1.0,0.0,4.0,155.0
2020-10-25,TEN,PIT,24.0,27.0,Nissan Stadium,654.0,48.0,82.0,50.0,38.0,31.0,18.0,1.0,0.0,6.0,142.0
2020-10-25,WAS,DAL,25.0,3.0,FedExField,539.0,65.0,56.0,26.0,33.0,27.0,12.0,2.0,0.0,4.0,79.0
2020-10-25,LV,TB,20.0,45.0,Allegiant Stadium,801.0,49.0,84.0,57.0,48.0,25.0,12.0,3.0,2.0,3.0,55.0
2020-10-25,DEN,KC,16.0,43.0,Empower Field at Mile High,697.0,55.0,72.0,41.0,40.0,22.0,5.0,2.0,0.0,7.0,49.0
2020-10-25,LAC,JAX,39.0,29.0,SoFi Stadium,782.0,61.0,79.0,42.0,43.0,29.0,12.0,4.0,1.0,1.0,90.0
2020-10-25,NE,SF,6.0,33.0,Gillette Stadium,708.0,59.0,53.0,35.0,43.0,15.0,6.0,0.0,0.0,8.0,95.0
2020-10-25,ARI,SEA,37.0,34.0,State Farm Stadium,1091.0,63.0,100.0,67.0,64.0,25.0,10.0,3.0,2.0,7.0,118.0
2020-10-26,LA,CHI,24.0,10.0,SoFi Stadium,650.0,51.0,78.0,51.0,37.0,27.0,8.0,4.0,1.0,4.0,92.0
2020-10-29,CAR,ATL,17.0,25.0,Bank of America Stadium,705.0,58.0,62.0,37.0,46.0,19.0,5.0,3.0,1.0,2.0,93.0
2020-11-01,BAL,PIT,24.0,28.0,M&T Bank Stadium,678.0,63.0,66.0,34.0,43.0,24.0,11.0,2.0,1.0,9.0,140.0
